date,n,intercept,MAX
2018-06-29,380,0.05837670008469057,-1.5420298042565022
2018-07-31,381,0.023334079238833967,-0.0752313208815488
2018-08-31,382,-0.002836746260658721,0.1794533264521149
2018-09-28,382,-0.01162345020924543,-4.148539660098663
2018-10-31,384,0.059234277242412044,-1.3598906816913738
2018-11-30,385,-0.0817018464544515,-0.3939897655043993
2018-12-31,386,0.03280495435849687,2.748581510270285
2019-01-31,385,0.030560158682676863,0.24018398517796624
2019-02-28,387,0.0053035765467638425,0.29604474717277823
2019-03-29,387,0.029964844691852573,0.25244740334073185
2019-04-30,390,-0.0012474284963647033,-3.517562657114323
2019-05-31,390,0.05148727994257783,1.4166723007248554
2019-06-28,393,0.0016684412307621927,0.48644844175277735
2019-07-31,394,0.014684897804670301,-2.1319010930965545
2019-08-30,396,0.02274076843706201,0.1141790430626896
2019-09-30,398,0.0038664173487927118,0.40671153416930506
2019-10-31,399,-0.008720090587583731,2.081972558714475
2019-11-29,400,-0.008006918831808893,1.9457938609622112
2019-12-31,405,0.026139403078751795,-2.6136214044300163
2020-01-31,405,-0.08845439976054668,-0.041952901089962684
2020-02-28,405,-0.13832397660323986,-1.7454962247380015
2020-03-31,406,-0.052407611240522206,2.0954622067170683
2020-04-30,409,0.07671391345409559,-0.42724340856819903
2020-05-29,412,-0.036588437230318564,1.0538244063944724
2020-06-30,414,0.10233991601346948,-1.661394459690213
2020-07-31,414,4.764507105995561e-07,1.6530296047138884
2020-08-31,414,-0.007414113446241372,-0.7351799019592945
2020-09-30,415,-0.031717388880937065,0.9274749606253962
2020-10-30,415,0.014616186342496082,5.437773849996192
2020-11-30,415,0.006887043970032875,0.707132763353271
2020-12-31,416,-0.03749301395213419,1.2235765215503611
2021-01-29,417,-0.03797670910434593,3.683691661129482
2021-02-26,418,0.11394676457092179,-2.1057038339013925
2021-03-31,420,0.07661956870732729,-1.0860724447132473
2021-04-30,421,-0.00040889571909527936,1.0458746472126117
2021-05-28,422,0.0009386422618985383,-0.033808240720310884
2021-06-30,422,0.0388321578138848,-1.4226135349451283
2021-07-30,423,0.009149397834094547,0.740571550487384
2021-08-31,424,-0.07189272951952383,1.7111191820490521
2021-09-30,425,0.04277499627292405,0.7058500258654511
2021-10-29,425,-0.03245556864302529,0.49789952170646146
2021-11-30,425,0.09015925462370121,-1.239693747875537
2021-12-31,426,-0.03268225634669974,-0.38962622991808804
2022-01-31,427,-0.04036138739134002,1.1820512073372615
2022-02-28,429,0.028245495224175465,0.1035337967297241
2022-03-31,429,0.0021294629833472885,-2.3571888856715892
2022-04-29,431,0.007088053963065648,0.09643610862102968
2022-05-31,431,-0.0033952194785701628,-2.8706958303825965
2022-06-30,434,0.020234428279418657,2.6067800955420823
2022-07-29,434,-0.02916198123888788,-0.18412986482079574
2022-08-31,434,-0.07447626455343462,-0.8712855856237907
2022-09-30,436,0.04833604838510187,2.3702943921945043
2022-10-31,439,0.04872223418216866,0.5759541683921209
2022-11-30,440,-0.012750297662145235,-1.109046563783234
2022-12-30,442,-0.013288625089892115,4.828842024237668
2023-01-31,443,-0.05282545593367253,0.839183212598078
2023-02-28,443,-0.028149599679070825,1.3841618295996974
2023-03-31,446,0.04811832545317957,-1.8933377667631182
2023-04-28,446,-0.05028315485181065,0.7994624983341195
2023-05-31,447,0.057619801592466005,1.028168748516504
2023-06-30,448,-0.008156937673186405,1.874771162848047
2023-07-31,449,-0.011019665019059858,-0.9403681696601499
2023-08-31,450,-0.035490577597069264,-0.968746328082216
2023-09-29,452,-0.004369200895220073,-2.3011682901180697
2023-10-31,454,0.06631152423154393,1.2959825495101236
2023-11-30,455,-0.015694678027408662,3.236642742961911
2023-12-29,458,0.03915076335144789,-2.0432524799923306
2024-01-31,458,0.02968857215224335,0.570518796012461
2024-02-29,458,0.04905385953919928,-0.26141753183126964
2024-03-28,461,-0.05007904987776388,0.16785563200761996
2024-04-30,463,0.015343649469708173,0.8555329013157948
2024-05-31,464,0.005531134832971932,-0.44837133926407197
2024-06-28,467,0.08848353851688935,-2.4973612165469627
2024-07-31,467,0.05878391558145771,-1.4216970529947548
2024-08-30,467,-0.002745187695753143,1.1963156738433818
2024-09-30,470,-0.012251020116266852,-0.216197716230856
2024-10-31,470,0.015497787989863943,2.6568684301766576
2024-11-29,471,-0.06576889248877059,0.04881650487299966
2024-12-31,474,0.038973789382303205,-0.22257285458300943
2025-01-31,474,0.04665615509760953,-2.2170476529234304
2025-02-28,474,-0.017239427916922248,-0.9326896780600141
2025-03-31,478,-0.06689624580261674,1.9827687821432594
2025-04-30,478,-0.051964864843821824,2.4617056254774003
2025-05-30,479,-0.043814055397094875,3.02965759491714
2025-06-30,479,-0.02522103077232662,1.7913524849206557
2025-07-31,482,0.01623825794768269,0.551799100609072
2025-08-29,483,-0.018081898426907585,1.1880080077114823
2025-09-30,486,-0.054142207901651314,2.1770001411743
2025-10-31,486,0.03954899572054913,-0.977707197200798
2025-11-28,487,-0.00724304048497642,0.4839739837587759
2025-12-31,492,-0.02499767671424413,3.0953778179861953
2026-01-30,492,0.008775747721230054,0.8557997121584072
2026-02-27,493,-0.048644095221739625,-0.37562433407119367
2026-03-31,496,-0.02772083626126899,3.9351222936602746
2026-04-30,497,-0.09546219156019986,3.947020677150419
2026-05-29,498,0.022095781549845688,-0.12844137832592553
2026-06-30,500,0.128376854198853,-3.600995270234864
