n,n_boot,block,seed,observed_cagr_diff,mean_cagr_diff,ci_2_5,ci_97_5,p_diff_positive,method,version
6629,400,21,42,0.005612365296781663,0.006155269359087956,-0.024287803929769952,0.03871014962775562,0.64,moving_block_bootstrap_paired_returns,base_12_1_top3
6629,400,21,42,-0.006099419675923867,-0.0058076549173137195,-0.03719834867948452,0.027550973181321294,0.3575,moving_block_bootstrap_paired_returns,composite_6_1_12_1_top3
6629,400,21,42,0.00819008463959281,0.008297124726661382,-0.021642431588074856,0.040617852186745906,0.675,moving_block_bootstrap_paired_returns,composite_top3_buffer
