version,window_years,start,end,cagr,spy_cagr,beats_spy,max_drawdown
base_12_1_top3,3,2000-04-03,2003-04-08,-0.09414107825749551,-0.15107365733248213,True,-0.33460363492963574
base_12_1_top3,3,2000-05-03,2003-05-08,-0.07374965418407331,-0.12543007046760513,True,-0.33460363492963585
base_12_1_top3,3,2000-06-02,2003-06-09,-0.05912303208258041,-0.1098206275959801,True,-0.33460363492963463
base_12_1_top3,3,2000-07-03,2003-07-09,-0.047053538752459434,-0.10252934786731338,True,-0.33460363492963563
base_12_1_top3,3,2000-08-02,2003-08-07,-0.05084506688343904,-0.10744917226346418,True,-0.3346036349296362
base_12_1_top3,3,2000-08-31,2003-09-08,-0.04895009618849777,-0.1035107763833939,True,-0.33460363492963496
base_12_1_top3,3,2000-10-02,2003-10-07,-0.030069118897292135,-0.08798173349919425,True,-0.29395040947474504
base_12_1_top3,3,2000-10-31,2003-11-05,-0.0016050497016696363,-0.07676400997943944,True,-0.2818490846747731
base_12_1_top3,3,2000-11-30,2003-12-05,0.0028822673217712147,-0.057781125698719515,True,-0.2818490846747729
base_12_1_top3,3,2001-01-02,2004-01-07,0.010601314649272497,-0.03434338752661892,True,-0.2752654162816004
base_12_1_top3,3,2001-02-01,2004-02-06,0.019936058372411303,-0.04395592145785798,True,-0.2752654162816006
base_12_1_top3,3,2001-03-05,2004-03-09,0.02161499939944944,-0.010550981732062481,True,-0.27526541628159995
base_12_1_top3,3,2001-04-03,2004-04-07,0.03907586240514638,0.01646444170316963,True,-0.27526541628159973
base_12_1_top3,3,2001-05-03,2004-05-07,0.001261298202146488,-0.031768827180716275,True,-0.2752654162816006
base_12_1_top3,3,2001-06-04,2004-06-08,0.012197343109980663,-0.0174190478903139,True,-0.27526541628159995
base_12_1_top3,3,2001-07-03,2004-07-09,0.029587017111154745,-0.019370938164592122,True,-0.2752654162816002
base_12_1_top3,3,2001-08-02,2004-08-09,0.022742847330656568,-0.02803379899445868,True,-0.27526541628160095
base_12_1_top3,3,2001-08-31,2004-09-08,0.055163206993763536,0.01321258669486447,True,-0.2752654162816004
base_12_1_top3,3,2001-10-08,2004-10-07,0.09348841041713607,0.034961311564664754,True,-0.2752654162816002
base_12_1_top3,3,2001-11-06,2004-11-05,0.08373488638151927,0.03549122766280899,True,-0.2752654162816007
base_12_1_top3,3,2001-12-06,2004-12-07,0.061810413071268,0.01866415779977193,True,-0.2752654162816003
base_12_1_top3,3,2002-01-08,2005-01-06,0.061411071686420016,0.022394609956343903,True,-0.27526541628160006
base_12_1_top3,3,2002-02-07,2005-02-07,0.09620274021306585,0.051384081973365525,True,-0.2752654162816005
base_12_1_top3,3,2002-03-11,2005-03-09,0.09002527132503735,0.028554365642613266,True,-0.2752654162816006
base_12_1_top3,3,2002-04-10,2005-04-08,0.09450446946949054,0.03494145894421519,True,-0.2638270820487937
base_12_1_top3,3,2002-05-09,2005-05-09,0.09032877147625928,0.044154325872321154,True,-0.2595567475266314
base_12_1_top3,3,2002-06-10,2005-06-08,0.10550452664645782,0.06928500351096067,True,-0.22664971909914255
base_12_1_top3,3,2002-07-10,2005-07-08,0.13908929182622054,0.1019308646753323,True,-0.15921117637439008
base_12_1_top3,3,2002-08-08,2005-08-08,0.18730700952726953,0.13626575641142313,True,-0.15921117637438975
base_12_1_top3,3,2002-09-09,2005-09-07,0.19453430447337916,0.13232090087659665,True,-0.13977347351945713
base_12_1_top3,3,2002-10-08,2005-10-06,0.2214928458729506,0.1667599641342734,True,-0.1397734735194569
base_12_1_top3,3,2002-11-06,2005-11-04,0.17549420730203136,0.11908944075024053,True,-0.13977347351945746
base_12_1_top3,3,2002-12-06,2005-12-06,0.18128179420694424,0.13479271947017657,True,-0.13068322897263973
base_12_1_top3,3,2003-01-08,2006-01-06,0.19372437732338388,0.1346611218394418,True,-0.12895069060151232
base_12_1_top3,3,2003-02-07,2006-02-07,0.22012099423393883,0.16125781802752015,True,-0.1033362982522128
base_12_1_top3,3,2003-03-11,2006-03-09,0.22998538586682016,0.18223192236551156,True,-0.10333629825221291
base_12_1_top3,3,2003-04-09,2006-04-07,0.21450835594715123,0.15710647142934842,True,-0.10333629825221302
base_12_1_top3,3,2003-05-09,2006-05-09,0.22096989045833904,0.1477066583996105,True,-0.10333629825221291
base_12_1_top3,3,2003-06-10,2006-06-08,0.16170413079072188,0.105108815427845,True,-0.10333629825221302
base_12_1_top3,3,2003-07-10,2006-07-10,0.15596544069954033,0.09979210397314908,True,-0.13238398970300247
base_12_1_top3,3,2003-08-08,2006-08-08,0.16416976588461352,0.11098724911795776,True,-0.1323839897030028
base_12_1_top3,3,2003-09-09,2006-09-07,0.13325668928926082,0.09759145515210488,True,-0.13238398970300258
base_12_1_top3,3,2003-10-08,2006-10-06,0.14118881406049555,0.10993116804673653,True,-0.13238398970300247
base_12_1_top3,3,2003-11-06,2006-11-06,0.13769595090841702,0.11247627617251443,True,-0.1323839897030027
base_12_1_top3,3,2003-12-08,2006-12-06,0.14619100967770526,0.1190057983354551,True,-0.1323839897030029
base_12_1_top3,3,2004-01-08,2007-01-09,0.10686063774031296,0.09671128969658338,True,-0.13238398970300258
base_12_1_top3,3,2004-02-09,2007-02-08,0.13393460612810837,0.10212071117361643,True,-0.13238398970300258
base_12_1_top3,3,2004-03-10,2007-03-12,0.13105878392483028,0.09147499770392842,True,-0.13238398970300258
base_12_1_top3,3,2004-04-08,2007-04-11,0.13459253544794625,0.09888812897850352,True,-0.1323839897030027
base_12_1_top3,3,2004-05-10,2007-05-10,0.16719325129150175,0.1286992170453325,True,-0.13238398970300258
base_12_1_top3,3,2004-06-09,2007-06-11,0.14536129938268516,0.11642996560334917,True,-0.1323839897030027
base_12_1_top3,3,2004-07-12,2007-07-11,0.14065474589145355,0.1290773444105664,True,-0.1323839897030029
base_12_1_top3,3,2004-08-10,2007-08-09,0.1362365087377979,0.128648434732354,True,-0.13238398970300258
base_12_1_top3,3,2004-09-09,2007-09-10,0.11765327265209469,0.1104599752198141,True,-0.13238398970300314
base_12_1_top3,3,2004-10-08,2007-10-09,0.13783269996932712,0.1342632709657885,True,-0.13238398970300258
base_12_1_top3,3,2004-11-08,2007-11-07,0.12051034295899687,0.10111579603047849,True,-0.1323839897030028
base_12_1_top3,3,2004-12-08,2007-12-07,0.12455728180318881,0.1048541883368701,True,-0.1323839897030027
base_12_1_top3,3,2005-01-07,2008-01-09,0.12065970428828288,0.07690694616305072,True,-0.1323839897030029
base_12_1_top3,3,2005-02-08,2008-02-08,0.07329258636494074,0.053726725803237896,True,-0.13386393173129496
base_12_1_top3,3,2005-03-10,2008-03-11,0.062135219103261585,0.049772090609515374,True,-0.1338639317312943
base_12_1_top3,3,2005-04-11,2008-04-10,0.07647431867945564,0.0679996553559763,True,-0.1338639317312943
base_12_1_top3,3,2005-05-10,2008-05-09,0.092559400653905,0.07603774210102121,True,-0.13386393173129418
base_12_1_top3,3,2005-06-09,2008-06-10,0.09676367912964334,0.0619697122978482,True,-0.1338639317312943
base_12_1_top3,3,2005-07-11,2008-07-10,0.060361990815082756,0.029908767564899907,True,-0.1338639317312943
base_12_1_top3,3,2005-08-09,2008-08-08,0.03324031636975655,0.037170322580948545,False,-0.14990397630555274
base_12_1_top3,3,2005-09-08,2008-09-09,0.004694420906969254,0.016952074084410462,False,-0.17683708527873632
base_12_1_top3,3,2005-10-07,2008-10-08,-0.04011113243291364,-0.04657681413484227,True,-0.31206154033627675
base_12_1_top3,3,2005-11-07,2008-11-06,-0.05470510858810029,-0.07632042765787295,True,-0.4056266945444513
base_12_1_top3,3,2005-12-07,2008-12-08,-0.07058157143539356,-0.08728688168233345,True,-0.41902186200843405
base_12_1_top3,3,2006-01-09,2009-01-08,-0.07333266627371049,-0.09031308722087905,True,-0.4190218620084337
base_12_1_top3,3,2006-02-08,2009-02-09,-0.06894628913451328,-0.09647341816035482,True,-0.4190218620084334
base_12_1_top3,3,2006-03-10,2009-03-11,-0.12287356534090788,-0.15371425500226743,True,-0.46336086824041334
base_12_1_top3,3,2006-04-10,2009-04-09,-0.09867798529477534,-0.10968383194469333,True,-0.4633608682404132
base_12_1_top3,3,2006-05-10,2009-05-11,-0.1068733057846496,-0.09819892846849987,False,-0.4633608682404129
base_12_1_top3,3,2006-06-09,2009-06-10,-0.06771654249047288,-0.07162038957262207,True,-0.4633608682404138
base_12_1_top3,3,2006-07-11,2009-07-10,-0.08331976075136982,-0.09563009291987667,True,-0.46336086824041256
base_12_1_top3,3,2006-08-09,2009-08-10,-0.04891292346174647,-0.054277793899549454,True,-0.463360868240413
base_12_1_top3,3,2006-09-08,2009-09-09,-0.03744472185540926,-0.051964115616124906,True,-0.4633608682404132
base_12_1_top3,3,2006-10-09,2009-10-08,-0.03549230823366356,-0.055451894659487744,True,-0.4633608682404138
