leg,gross_cagr,net_cagr,gross_sharpe,net_sharpe,market_beta,note
long_low_MAX,0.09279584473595892,0.08208508590452834,0.6647747014635251,0.5991724196496808,0.667086146092912,
short_high_MAX,-0.2724223678870603,-0.26669675704776685,-0.8881243196279386,-0.8626022504142127,-1.3989300774326605,economic short = -1 * long high-MAX book
