version,window_years,start,end,cagr,sharpe,volatility,max_drawdown,avg_bil_weight
ensemble_risk_balanced,3,2013-09-03,2016-08-31,0.023637433195683677,0.5786006687604901,0.04189497418935547,-0.07657346918635877,0.368786139167592
ensemble_risk_balanced,3,2013-10-02,2016-09-30,0.01984939202110292,0.4651944628339213,0.04436832609691407,-0.07657346918635888,0.3532126185068124
ensemble_risk_balanced,3,2013-10-31,2016-10-31,0.008345492823018441,0.20988125188573467,0.044266766664656294,-0.07657346918636032,0.34710880508574277
ensemble_risk_balanced,3,2013-12-02,2016-11-30,0.0032565079834834254,0.09519386623981199,0.04460381920336278,-0.07657346918635877,0.34371930397339395
ensemble_risk_balanced,3,2014-01-02,2016-12-30,0.0033806733124057686,0.09838031055954417,0.044264275802675265,-0.07657346918636032,0.3439758916181263
ensemble_risk_balanced,3,2014-02-03,2017-02-01,0.012189365651807949,0.2984587891978648,0.04381070957934612,-0.0765734691863581,0.33830984740325254
ensemble_risk_balanced,3,2014-03-05,2017-03-03,0.011887745883184753,0.29019085926911137,0.04407129553023329,-0.07657346918635866,0.33518373348329006
ensemble_risk_balanced,3,2014-04-03,2017-04-03,0.014044390968179998,0.33618476936323116,0.04442067977330521,-0.07657346918635843,0.3337604102655481
ensemble_risk_balanced,3,2014-05-05,2017-05-03,0.011214310848427278,0.27297517224722817,0.044476989065335676,-0.07657346918635799,0.33485811090414935
ensemble_risk_balanced,3,2014-06-04,2017-06-02,0.016276077948700562,0.38279477999797173,0.04479910884123281,-0.07657346918635999,0.33823351329966334
ensemble_risk_balanced,3,2014-07-03,2017-07-03,0.010140534732699047,0.24737975278201435,0.04485154993825864,-0.07657346918635788,0.34147137713922904
ensemble_risk_balanced,3,2014-08-04,2017-08-02,0.018637558563490586,0.4359515856068233,0.044645001213151306,-0.07657346918635954,0.34956586031137754
ensemble_risk_balanced,3,2014-09-03,2017-08-31,0.01651216912916742,0.3893751975786135,0.044617666720033054,-0.07657346918635954,0.3512896040286431
ensemble_risk_balanced,3,2014-10-02,2017-10-02,0.022858433212556095,0.5331681860190861,0.044225901706252166,-0.07657346918635943,0.35061278290036996
ensemble_risk_balanced,3,2014-10-31,2017-10-31,0.02228613327168616,0.5215279023408325,0.04413179263930537,-0.07657346918635899,0.3455307391859816
ensemble_risk_balanced,3,2014-12-02,2017-11-30,0.021564978521710243,0.5049771545842859,0.04418531066071783,-0.0765734691863591,0.34565532364983576
ensemble_risk_balanced,3,2015-01-02,2018-01-02,0.023292605009259892,0.5429352196502473,0.04421072300286452,-0.07657346918635977,0.3425523497696072
ensemble_risk_balanced,3,2015-02-03,2018-02-01,0.01788488531236876,0.41985274371177833,0.04459029988945646,-0.07451534675072125,0.338100331166688
ensemble_risk_balanced,3,2015-03-05,2018-03-05,0.018949501020956605,0.4263562430069637,0.04657493084350434,-0.07176676515756619,0.3422453950117604
ensemble_risk_balanced,3,2015-04-06,2018-04-04,0.014086243146476107,0.33063452955037925,0.04542851589202379,-0.07176676515756575,0.349751433283635
ensemble_risk_balanced,3,2015-05-05,2018-05-03,0.016995225658496205,0.39544238727996106,0.04520142560881897,-0.0640844865431972,0.3585375805570548
ensemble_risk_balanced,3,2015-06-04,2018-06-04,0.02223437061529565,0.518863933939188,0.04427341388941135,-0.051214531798861374,0.36822826969384154
ensemble_risk_balanced,3,2015-07-06,2018-07-03,0.023780809423341598,0.5549110217862994,0.044108722292614935,-0.05121453179886004,0.37182505403762334
ensemble_risk_balanced,3,2015-08-04,2018-08-02,0.025307696671075464,0.5900592509564249,0.043999062199570296,-0.05121453179886082,0.3735521530336094
ensemble_risk_balanced,3,2015-09-02,2018-08-31,0.03516721950944435,0.8255655946007254,0.04298796288692074,-0.05121453179886026,0.37144300285762827
ensemble_risk_balanced,3,2015-10-02,2018-10-02,0.033093918765474184,0.7763080287139916,0.04314115944779167,-0.051214531798859486,0.3601819953067379
ensemble_risk_balanced,3,2015-11-02,2018-10-31,0.025723014751459328,0.598792359193547,0.04403645476417262,-0.05121453179886126,0.3631265435933649
ensemble_risk_balanced,3,2015-12-02,2018-11-30,0.026351772398965245,0.6174269344697504,0.043674273136045244,-0.051214531798860374,0.3763053946236201
ensemble_risk_balanced,3,2016-01-04,2019-01-03,0.02865644293702929,0.674966074223925,0.04324702041669547,-0.053178712588650257,0.38936389195865
ensemble_risk_balanced,3,2016-02-03,2019-02-04,0.027023629755347,0.6447789107364097,0.042776411032269056,-0.05317871258865192,0.3895699748336614
ensemble_risk_balanced,3,2016-03-04,2019-03-06,0.024566142139222702,0.5896779546252985,0.04270527351706172,-0.053178712588651145,0.38284507718091915
ensemble_risk_balanced,3,2016-04-05,2019-04-04,0.029045019304594577,0.6953078508022976,0.04247777173243001,-0.053178712588649146,0.37978541814344274
ensemble_risk_balanced,3,2016-05-04,2019-05-06,0.027737987391016405,0.6640759613508963,0.04256713848461597,-0.0531787125886507,0.3817257491263629
ensemble_risk_balanced,3,2016-06-03,2019-06-05,0.028234501303812998,0.675260582858432,0.04257805295069855,-0.05317871258864959,0.38412409101143086
ensemble_risk_balanced,3,2016-07-05,2019-07-05,0.023186435642849945,0.558295406532999,0.042690839246186,-0.053178712588650145,0.3853565372856689
ensemble_risk_balanced,3,2016-08-03,2019-08-05,0.025263714122967018,0.6069774112102139,0.042602434782179815,-0.05317871258864959,0.38581925109010895
ensemble_risk_balanced,3,2016-09-01,2019-09-04,0.03774920026053197,0.8900730196462806,0.04265574215493518,-0.05317871258865037,0.3893470699897676
ensemble_risk_balanced,3,2016-10-03,2019-10-03,0.03482347764869842,0.8645704396361185,0.04054596864221506,-0.053178712588649146,0.3951753824975853
ensemble_risk_balanced,3,2016-11-01,2019-11-01,0.04302483877974006,1.0685758220481583,0.04017999372728421,-0.05317871258865048,0.39557860851070403
ensemble_risk_balanced,3,2016-12-01,2019-12-03,0.04616564566878334,1.1430195843579043,0.04019459234601289,-0.0531787125886517,0.388594164516412
ensemble_risk_balanced,3,2017-01-03,2020-01-03,0.05486795777335085,1.344785488405609,0.04032918062959142,-0.05317871258865137,0.37818348406787267
ensemble_risk_balanced,3,2017-02-02,2020-02-04,0.04896429172495531,1.1943781848622959,0.04072127680839484,-0.05317871258864992,0.3692339538253276
ensemble_risk_balanced,3,2017-03-06,2020-03-05,0.04349211143226195,1.0233588215524831,0.04248666195147505,-0.05317871258864992,0.3628453980712127
ensemble_risk_balanced,3,2017-04-04,2020-04-03,0.03700584636159765,0.7865130194642821,0.04764870293769884,-0.08057597352560342,0.3657059219360251
ensemble_risk_balanced,3,2017-05-04,2020-05-05,0.03739824009615922,0.7892620157016521,0.04798237427624556,-0.08057597352560308,0.36850937865649586
