date,gross_return,cost,net_return,w_bil,w_SPY,w_EFA,w_EEM,w_IEF,w_TLT,w_GLD,w_DBC,w_VNQ,w_BIL,equity_net,equity_gross
2008-06-02,-0.0005654060693987132,0.0004999999999999999,-0.001065406069398713,0.41708440366905497,0.041412957223472845,0.04159708316457192,0.08245390258211165,0.08339953235708104,0.0418385033408218,0.08384756593584256,0.12692406806313575,0.08144198366390754,0.41708440366905497,0.9989345939306012,0.9994345939306013
2008-06-03,-0.004571924225445807,0.0,-0.004571924225445807,0.418997871950568,0.04136033996893292,0.04169984018576134,0.08133621058280258,0.0842224543443668,0.04233301719723026,0.0831980043353307,0.1244963544878413,0.08235590694716617,0.418997871950568,0.994367540660974,0.9948652546988613
2008-06-04,-0.003404810052796025,0.0,-0.003404810052796025,0.42033650286273344,0.04148050185090204,0.04159913682289828,0.08090228283066336,0.08420257359656004,0.042099217227509325,0.08326101687620768,0.12305313695994038,0.08306563097258546,0.42033650286273344,0.9909819080623574,0.9914779274784852
2008-06-05,0.009500690963828513,0.0,0.009500690963828513,0.4161054316881099,0.041911560095680915,0.0418913547854861,0.08269023890352699,0.08297194192882558,0.041452934831411874,0.08228656939711602,0.12652090126025498,0.08416906710958755,0.4161054316881099,1.0003969209216028,1.0008976528649154
2008-06-06,-0.0019574826603979507,0.0,-0.0019574826603979507,0.41702384087009015,0.04065550626971892,0.04076848252261196,0.07985277976256117,0.08386156128379786,0.04207309413399078,0.08493941447638095,0.13001748094855123,0.08080783973229695,0.41702384087009015,0.9984386612953833,0.9989384130645993
2008-06-09,-0.0018515978587778448,0.0,-0.0018515978587778448,0.4179885914570347,0.040830390822380096,0.04079002567050819,0.07979801138048527,0.0834170827803086,0.042152013600569346,0.0840763336200841,0.13159277573839956,0.07935477493023012,0.4179885914570347,0.9965899544080077,0.997088780837918
2008-06-10,-0.0060595185938852195,0.0,-0.0060595185938852195,0.4208095773338438,0.04087460038777353,0.04034213147568448,0.0784318448481237,0.08342542945574577,0.04213306595251092,0.08224274050449966,0.1318646984111066,0.07987591163071153,0.4208095773338438,0.9905510990487931,0.9910469028306763
2008-06-11,0.0030374082411509834,0.0,0.0030374082411509834,0.41981005263217536,0.04015132774444193,0.03970761716995033,0.0770243316642536,0.0832590159973622,0.04190766776183569,0.08340264401919276,0.1363104156471959,0.07842692736359229,0.41981005263217536,0.9935598071203252,0.9940571168607014
2008-06-12,-0.0015441595445852586,0.0,-0.0015441595445852586,0.4201847080506521,0.04036656965027222,0.03963109625382058,0.07759333328739615,0.08265859052361521,0.04155258069672987,0.08216860776127867,0.13649020579592716,0.07935430798030804,0.4201847080506521,0.992025592261044,0.992522134075838
2008-06-13,0.0023829165824218665,0.0,0.0023829165824218665,0.4194613666203492,0.04077991974833694,0.039900334570257524,0.07824580054276739,0.08227088697601094,0.04136550294193277,0.08219379104937345,0.13529726920891408,0.08048512834205776,0.4194613666203492,0.9943895064950298,0.994887231527548
2008-06-16,0.002588162659482972,0.0,0.002588162659482972,0.418379291617865,0.04069861844203527,0.04000057055254886,0.07830923310107862,0.08206817546506012,0.04126809731390899,0.08310885180522906,0.1348244603842807,0.08134270131799336,0.418379291617865,0.996963148284722,0.9974621615105841
2008-06-17,-0.0001837649077557047,0.0,-0.0001837649077557047,0.4183677985646365,0.04050915408238814,0.04012898918823581,0.07865574637404023,0.08236076685131571,0.04135953053972744,0.08335393455177946,0.13621219323815253,0.07905188660972409,0.4183677985646365,0.9967799414437416,0.9972788629684842
2008-06-18,0.00154927452545347,0.0,0.00154927452545347,0.41790236544562426,0.0400526443882859,0.03973790117037715,0.07815323112810664,0.08268150325084679,0.04164322631436427,0.08420742999896418,0.1378559837386544,0.07776571456477639,0.41790236544562426,0.9983242272145034,0.9988239217056545
2008-06-19,-0.0019969681915268773,0.0,-0.0019969681915268773,0.41864740107970866,0.04018361128275583,0.03974050130493645,0.07843129627838255,0.0823692137958264,0.041480332322677706,0.08450975133627513,0.1349108597693392,0.07972703283009813,0.41864740107970866,0.9963306054879254,0.9968293021050721
