date,signal_date,turnover,cost,one_way_bps
2008-06-02,2008-05-30,1.0,0.0005,5.0
2008-07-01,2008-06-30,0.2696634395648418,0.0001348317197824209,5.0
2008-08-01,2008-07-31,0.43942092814004496,0.00021971046407002248,5.0
2008-09-02,2008-08-29,0.4681603566170671,0.00023408017830853356,5.0
2008-10-01,2008-09-30,0.060136840914483486,3.006842045724174e-05,5.0
2008-11-03,2008-10-31,0.1253928719497434,6.269643597487171e-05,5.0
2008-12-01,2008-11-28,0.3119018794890127,0.00015595093974450636,5.0
2009-01-02,2008-12-31,0.10804081374140304,5.402040687070152e-05,5.0
2009-02-02,2009-01-30,0.07727704043786779,3.8638520218933894e-05,5.0
2009-03-02,2009-02-27,0.1699679163119116,8.49839581559558e-05,5.0
2009-04-01,2009-03-31,0.2892892309471888,0.0001446446154735944,5.0
2009-05-01,2009-04-30,0.2554347590174225,0.00012771737950871125,5.0
2009-06-01,2009-05-29,0.4686795279759105,0.00023433976398795525,5.0
2009-07-01,2009-06-30,0.14042554084822653,7.021277042411327e-05,5.0
2009-08-03,2009-07-31,0.18109541685224703,9.054770842612352e-05,5.0
2009-09-01,2009-08-31,0.2663048350993422,0.0001331524175496711,5.0
2009-10-01,2009-09-30,0.23824856075004583,0.00011912428037502291,5.0
2009-11-02,2009-10-30,0.2213921733109615,0.00011069608665548074,5.0
2009-12-01,2009-11-30,0.3380277736247961,0.00016901388681239804,5.0
2010-01-04,2009-12-31,0.656526549089097,0.0003282632745445485,5.0
2010-02-01,2010-01-29,0.20693430564438914,0.00010346715282219456,5.0
2010-03-01,2010-02-26,0.2838863440547747,0.00014194317202738735,5.0
2010-04-01,2010-03-31,0.25739318409687373,0.00012869659204843686,5.0
2010-05-03,2010-04-30,0.49492802383384293,0.00024746401191692147,5.0
2010-06-01,2010-05-28,0.4908358338794984,0.00024541791693974917,5.0
2010-07-01,2010-06-30,0.12602531666522965,6.301265833261482e-05,5.0
2010-08-02,2010-07-30,0.2441507136702119,0.00012207535683510595,5.0
2010-09-01,2010-08-31,0.2302360830588986,0.00011511804152944929,5.0
2010-10-01,2010-09-30,0.27489827343476947,0.00013744913671738472,5.0
2010-11-01,2010-10-29,0.23144847802034044,0.00011572423901017022,5.0
2010-12-01,2010-11-30,0.28537220541554437,0.0001426861027077722,5.0
2011-01-03,2010-12-31,0.27871999225815947,0.00013935999612907973,5.0
2011-02-01,2011-01-31,0.08117178740166749,4.058589370083374e-05,5.0
2011-03-01,2011-02-28,0.1085770895549335,5.428854477746675e-05,5.0
2011-04-01,2011-03-31,0.17138466635380606,8.569233317690304e-05,5.0
2011-05-02,2011-04-29,0.2739308171758814,0.0001369654085879407,5.0
2011-06-01,2011-05-31,0.3365383582911028,0.0001682691791455514,5.0
2011-07-01,2011-06-30,0.21758500126181574,0.00010879250063090786,5.0
2011-08-01,2011-07-29,0.23653199863927554,0.00011826599931963778,5.0
2011-09-01,2011-08-31,0.35426045286279306,0.00017713022643139653,5.0
2011-10-03,2011-09-30,0.22579066832538605,0.00011289533416269302,5.0
2011-11-01,2011-10-31,0.02757011232267458,1.3785056161337289e-05,5.0
2011-12-01,2011-11-30,0.09406013345103018,4.703006672551508e-05,5.0
2012-01-03,2011-12-30,0.16869458084811745,8.434729042405873e-05,5.0
2012-02-01,2012-01-31,0.2082024966586667,0.00010410124832933335,5.0
2012-03-01,2012-02-29,0.1809919218474051,9.049596092370254e-05,5.0
2012-04-02,2012-03-30,0.5779595246143181,0.00028897976230715905,5.0
2012-05-01,2012-04-30,0.2649576851567334,0.0001324788425783667,5.0
2012-06-01,2012-05-31,0.564131201399126,0.00028206560069956297,5.0
2012-07-02,2012-06-29,0.34345607650158233,0.00017172803825079116,5.0
2012-08-01,2012-07-31,0.25214356459721743,0.0001260717822986087,5.0
2012-09-04,2012-08-31,0.4279747149549304,0.0002139873574774652,5.0
2012-10-01,2012-09-28,0.3048996782153013,0.00015244983910765064,5.0
2012-11-01,2012-10-31,0.543706768268464,0.00027185338413423203,5.0
2012-12-03,2012-11-30,0.4143724989614222,0.00020718624948071112,5.0
2013-01-02,2012-12-31,0.26229374285958085,0.00013114687142979042,5.0
2013-02-01,2013-01-31,0.33438091851263796,0.00016719045925631896,5.0
2013-03-01,2013-02-28,0.3694671350385273,0.00018473356751926365,5.0
2013-04-01,2013-03-28,0.1761256916669527,8.806284583347635e-05,5.0
2013-05-01,2013-04-30,0.4714295069851994,0.0002357147534925997,5.0
2013-06-03,2013-05-31,0.8881271075036855,0.00044406355375184274,5.0
2013-07-01,2013-06-28,0.24844718337719873,0.00012422359168859937,5.0
2013-08-01,2013-07-31,0.020083412597596932,1.0041706298798467e-05,5.0
2013-09-03,2013-08-30,0.24271362106001523,0.00012135681053000762,5.0
2013-10-01,2013-09-30,0.2977479104129628,0.0001488739552064814,5.0
2013-11-01,2013-10-31,0.24263654723839398,0.00012131827361919698,5.0
2013-12-02,2013-11-29,0.08976176046912163,4.4880880234560816e-05,5.0
2014-01-02,2013-12-31,0.30907728775694565,0.00015453864387847283,5.0
2014-02-03,2014-01-31,0.4771508096879691,0.00023857540484398455,5.0
2014-03-03,2014-02-28,0.4357536705039231,0.00021787683525196155,5.0
2014-04-01,2014-03-31,0.12315814168069551,6.157907084034776e-05,5.0
2014-05-01,2014-04-30,0.10862589225650138,5.431294612825068e-05,5.0
2014-06-02,2014-05-30,0.34964183718773995,0.00017482091859386998,5.0
2014-07-01,2014-06-30,0.3150684818920235,0.00015753424094601176,5.0
2014-08-01,2014-07-31,0.40703245451047293,0.0002035162272552365,5.0
2014-09-02,2014-08-29,0.11249630249208864,5.624815124604432e-05,5.0
2014-10-01,2014-09-30,0.2857409089440719,0.00014287045447203595,5.0
2014-11-03,2014-10-31,0.13362920769615494,6.681460384807747e-05,5.0
2014-12-01,2014-11-28,0.16498225500421887,8.249112750210942e-05,5.0
2015-01-02,2014-12-31,0.035140329992721084,1.7570164996360544e-05,5.0
2015-02-02,2015-01-30,0.21050260580553248,0.00010525130290276624,5.0
2015-03-02,2015-02-27,0.166674042019603,8.33370210098015e-05,5.0
2015-04-01,2015-03-31,0.16370336112525358,8.185168056262679e-05,5.0
2015-05-01,2015-04-30,0.28306660830353836,0.0001415333041517692,5.0
2015-06-01,2015-05-29,0.2134516052695918,0.0001067258026347959,5.0
2015-07-01,2015-06-30,0.43882765244053396,0.000219413826220267,5.0
2015-08-03,2015-07-31,0.2254530960657658,0.00011272654803288291,5.0
2015-09-01,2015-08-31,0.4094466456147665,0.00020472332280738325,5.0
2015-10-01,2015-09-30,0.6515165812976058,0.00032575829064880287,5.0
2015-11-02,2015-10-30,0.2715718539532208,0.0001357859269766104,5.0
2015-12-01,2015-11-30,0.2135949692820021,0.00010679748464100105,5.0
2016-01-04,2015-12-31,0.4461949352669301,0.00022309746763346503,5.0
2016-02-01,2016-01-29,0.45910272946982916,0.0002295513647349146,5.0
2016-03-01,2016-02-29,0.2769129126217915,0.00013845645631089577,5.0
2016-04-01,2016-03-31,0.4975442589681406,0.0002487721294840703,5.0
2016-05-02,2016-04-29,0.13159740890074775,6.579870445037388e-05,5.0
2016-06-01,2016-05-31,0.41602159475143013,0.00020801079737571508,5.0
2016-07-01,2016-06-30,0.4457914769132201,0.00022289573845661002,5.0
2016-08-01,2016-07-29,0.09684786690987945,4.842393345493973e-05,5.0
2016-09-01,2016-08-31,0.14490031266700085,7.245015633350042e-05,5.0
2016-10-03,2016-09-30,0.4662581367477854,0.0002331290683738927,5.0
2016-11-01,2016-10-31,0.3419554228956524,0.0001709777114478262,5.0
2016-12-01,2016-11-30,0.44497608099939906,0.00022248804049969953,5.0
2017-01-03,2016-12-30,0.2412548894742607,0.00012062744473713034,5.0
2017-02-01,2017-01-31,0.23506911327599522,0.00011753455663799761,5.0
2017-03-01,2017-02-28,0.3052184918663957,0.00015260924593319785,5.0
2017-04-03,2017-03-31,0.0832987349657113,4.164936748285565e-05,5.0
2017-05-01,2017-04-28,0.1977700384049516,9.88850192024758e-05,5.0
2017-06-01,2017-05-31,0.4061186134525773,0.00020305930672628864,5.0
2017-07-03,2017-06-30,0.17073503782293553,8.536751891146776e-05,5.0
2017-08-01,2017-07-31,0.15030665720314065,7.515332860157033e-05,5.0
2017-09-01,2017-08-31,0.16672688716907275,8.336344358453638e-05,5.0
2017-10-02,2017-09-29,0.1726776940519882,8.63388470259941e-05,5.0
2017-11-01,2017-10-31,0.32682500498135614,0.00016341250249067807,5.0
2017-12-01,2017-11-30,0.19671857572263662,9.835928786131832e-05,5.0
2018-01-02,2017-12-29,0.2155924030348199,0.00010779620151740996,5.0
2018-02-01,2018-01-31,0.555141349190319,0.0002775706745951595,5.0
2018-03-01,2018-02-28,0.2994932412343726,0.00014974662061718628,5.0
2018-04-02,2018-03-29,0.17579460778815661,8.789730389407831e-05,5.0
2018-05-01,2018-04-30,0.23230299538102916,0.00011615149769051458,5.0
2018-06-01,2018-05-31,0.34845301723982103,0.00017422650861991052,5.0
2018-07-02,2018-06-29,0.3991080598841492,0.0001995540299420746,5.0
2018-08-01,2018-07-31,0.24864843849842644,0.00012432421924921322,5.0
2018-09-04,2018-08-31,0.4403179083157313,0.00022015895415786565,5.0
2018-10-01,2018-09-28,0.6105824863527431,0.0003052912431763716,5.0
2018-11-01,2018-10-31,0.45898230269437046,0.00022949115134718526,5.0
2018-12-03,2018-11-30,0.14540003089194042,7.27000154459702e-05,5.0
2019-01-02,2018-12-31,0.7653161398904496,0.0003826580699452248,5.0
2019-02-01,2019-01-31,0.5515504222783683,0.0002757752111391842,5.0
2019-03-01,2019-02-28,0.1649557096442128,8.24778548221064e-05,5.0
2019-04-01,2019-03-29,0.22975842202522584,0.00011487921101261291,5.0
2019-05-01,2019-04-30,0.1997478477544767,9.987392387723835e-05,5.0
2019-06-03,2019-05-31,0.40113744696743886,0.00020056872348371942,5.0
2019-07-01,2019-06-28,0.554158960330023,0.0002770794801650115,5.0
2019-08-01,2019-07-31,0.2801596073721375,0.00014007980368606877,5.0
2019-09-03,2019-08-30,0.10265933786500345,5.1329668932501726e-05,5.0
2019-10-01,2019-09-30,0.07304071426272024,3.652035713136012e-05,5.0
2019-11-01,2019-10-31,0.3248644914239771,0.00016243224571198855,5.0
2019-12-02,2019-11-29,0.3661468971110715,0.00018307344855553575,5.0
2020-01-02,2019-12-31,0.217643596528664,0.000108821798264332,5.0
2020-02-03,2020-01-31,0.30411257265153413,0.00015205628632576707,5.0
2020-03-02,2020-02-28,0.5770677759916127,0.0002885338879958064,5.0
2020-04-01,2020-03-31,0.23848121247025073,0.00011924060623512536,5.0
2020-05-01,2020-04-30,0.05000331482311002,2.500165741155501e-05,5.0
2020-06-01,2020-05-29,0.11186075528958189,5.593037764479094e-05,5.0
2020-07-01,2020-06-30,0.34320830651941986,0.00017160415325970991,5.0
2020-08-03,2020-07-31,0.21967214570141955,0.00010983607285070978,5.0
2020-09-01,2020-08-31,0.40623260403750866,0.00020311630201875434,5.0
2020-10-01,2020-09-30,0.42356151994592706,0.00021178075997296353,5.0
2020-11-02,2020-10-30,0.7982893585273324,0.0003991446792636662,5.0
2020-12-01,2020-11-30,0.24291075618139793,0.00012145537809069898,5.0
2021-01-04,2020-12-31,0.10031947115136086,5.015973557568043e-05,5.0
2021-02-01,2021-01-29,0.1495449301067564,7.477246505337821e-05,5.0
2021-03-01,2021-02-26,0.32652982888197046,0.00016326491444098524,5.0
2021-04-01,2021-03-31,0.07849373364423283,3.9246866822116415e-05,5.0
2021-05-03,2021-04-30,0.05115582841864726,2.5577914209323633e-05,5.0
2021-06-01,2021-05-28,0.15756171345413403,7.878085672706702e-05,5.0
2021-07-01,2021-06-30,0.3574980687571016,0.0001787490343785508,5.0
2021-08-02,2021-07-30,0.1509241763682896,7.546208818414479e-05,5.0
2021-09-01,2021-08-31,0.31978817186384506,0.00015989408593192255,5.0
2021-10-01,2021-09-30,0.2823613373507799,0.00014118066867538993,5.0
2021-11-01,2021-10-29,0.12471052126412412,6.235526063206206e-05,5.0
2021-12-01,2021-11-30,0.3136036747848808,0.00015680183739244042,5.0
2022-01-03,2021-12-31,0.5715899820278064,0.00028579499101390323,5.0
2022-02-01,2022-01-31,0.8565961704219875,0.0004282980852109938,5.0
2022-03-01,2022-02-28,0.24695627313634144,0.00012347813656817073,5.0
2022-04-01,2022-03-31,0.17703603497049442,8.851801748524721e-05,5.0
2022-05-02,2022-04-29,0.21495223815867623,0.00010747611907933812,5.0
2022-06-01,2022-05-31,0.27078191780912475,0.00013539095890456235,5.0
2022-07-01,2022-06-30,0.07208474540138832,3.604237270069416e-05,5.0
2022-08-01,2022-07-29,0.21272570940183175,0.00010636285470091586,5.0
2022-09-01,2022-08-31,0.20738670061045683,0.00010369335030522841,5.0
2022-10-03,2022-09-30,0.05281991081345941,2.64099554067297e-05,5.0
2022-11-01,2022-10-31,0.014455478336662934,7.227739168331468e-06,5.0
