kind,label,start,end,n_days,shares_vs_mom12,mbr_vs_rest_shares,both_m_vs_rest_shares,c1_vs_mom12,c1_vs_ew
expanding,exp_2023-04-12,2005-02-23,2023-04-12,4411,-0.007673600569407487,-0.003308529144930537,-0.0015601135469233804,-0.003734292684951666,0.013508166293152709
expanding,exp_2023-10-20,2005-02-23,2023-10-20,4537,-0.006209793368247015,-0.007251171600696502,-0.0043001933680367,-0.0003387104744130809,0.012457232812802763
expanding,exp_2024-04-26,2005-02-23,2024-04-26,4663,-0.015447591588799981,-0.002565426281182948,-0.00016627577900542512,-0.0039258102310517394,0.016800581834197876
expanding,exp_2024-11-05,2005-02-23,2024-11-05,4789,-0.011983805496516646,-0.0021806684302030704,0.009732247288176695,-0.007787068286673262,0.003876447256669113
expanding,exp_2025-05-15,2005-02-23,2025-05-15,4915,-0.011521612275551913,0.0010964084011153784,0.008017559329636187,-0.0005718119148222361,0.008561233300302498
expanding,exp_2025-11-18,2005-02-23,2025-11-18,5041,-0.007815016553373291,0.0034480024652722213,0.007930824189296422,-0.0008469059133835838,0.008837426004972409
expanding,exp_2026-05-29,2005-02-23,2026-05-29,5167,-0.011568159139240338,0.00677314198957521,0.016410477366498647,0.0018383972416259938,0.013590504643605745
calendar_year,2005,2005-02-23,2005-12-30,213,0.0,0.0,0.0,0.0,0.0
calendar_year,2006,2006-01-04,2006-12-29,241,0.0,0.0,0.0,0.0,0.0
calendar_year,2007,2007-01-04,2007-12-28,242,0.0,0.0,0.0,0.0,0.0
calendar_year,2008,2008-01-02,2008-12-31,246,0.0,0.0,0.0,0.0,0.0
calendar_year,2009,2009-01-05,2009-12-31,244,0.0,0.0,0.0,0.0,0.0
calendar_year,2010,2010-01-04,2010-12-31,242,0.0,0.0,0.0,0.0,0.0
calendar_year,2011,2011-01-04,2011-12-30,244,0.0,0.0,0.0,0.0,0.0
calendar_year,2012,2012-01-04,2012-12-31,243,0.0,0.0,0.0,0.0,0.0
calendar_year,2013,2013-01-04,2013-12-31,238,-0.06634618666789106,0.0,0.0,-0.06634618666789106,-0.03967409255032685
calendar_year,2014,2014-01-02,2014-12-31,245,-0.17448852364230702,-0.006349851301871286,-0.03742003671781463,-0.03320167983186026,0.05211764192642323
calendar_year,2015,2015-01-05,2015-12-31,244,0.0009040528457161455,0.017309586564973185,0.00522134024426117,0.03518700507244144,0.005770003006371061
calendar_year,2016,2016-01-04,2016-12-30,244,0.08436286520050122,-0.049956001728192416,-0.004478126328720438,0.017943246951226066,-0.03091098581978329
calendar_year,2017,2017-01-03,2017-12-29,244,-0.18749140155049118,0.03195689816149722,0.014004858181588491,-0.18349329511331924,-0.0009074666502780459
calendar_year,2018,2018-01-02,2018-12-28,243,0.1009903637374098,-0.033881545855515595,-0.00932895294701874,0.009121693890611689,0.020862209308834073
calendar_year,2019,2019-01-02,2019-12-31,244,0.11583289153036586,-0.0034425631323788245,0.0025024535761271143,0.15322537491272722,0.025646892685716245
calendar_year,2020,2020-01-02,2020-12-31,243,-0.050960837545991164,0.019114249609852405,-0.004110673306064851,-0.01638250409766029,0.1113191888311163
calendar_year,2021,2021-01-04,2021-12-31,243,-0.05357155237344194,-0.01841015959912469,-0.06788223133517661,0.022539352778370818,0.07804519866399556
calendar_year,2022,2022-01-04,2022-12-30,242,0.019048680640361613,0.0632065288227101,0.06290257427690084,-0.0525191442248391,-0.00017609992414852673
calendar_year,2023,2023-01-03,2023-12-29,242,0.07220673194592525,-0.08586510136030591,0.008667171060463066,0.12851802327491704,0.023309984730090442
calendar_year,2024,2024-01-02,2024-12-31,242,-0.09933342616015853,0.04125392513257443,0.22848084796582688,-0.1284843526965531,-0.1450864636873837
calendar_year,2025,2025-01-02,2025-12-31,243,0.04335581787520682,0.11905669914120635,-6.186153858917992e-05,0.0939736592078406,0.10719495039651991
calendar_year,2026,2026-01-05,2026-07-27,135,0.02708373013351824,0.08539019276456532,0.2456447002133603,0.1310661178363505,0.06167259516509147
regime_segment,sideways_2012-05-28,2012-05-28,2012-11-19,120,0.0,0.0,0.0,0.0,0.0
regime_segment,bull_2012-12-14,2012-12-14,2013-04-03,71,0.0,0.0,0.0,0.0,0.0
regime_segment,bear_2013-06-07,2013-06-07,2013-09-09,64,-0.03794816320960818,0.0,0.0,-0.03794816320960818,-0.0226163177361733
regime_segment,bear_2013-12-19,2013-12-19,2014-04-14,76,-0.3963714791167318,0.0,0.0,-0.3963714791167318,-0.27063209373703867
regime_segment,bull_2014-07-17,2014-07-17,2015-07-02,235,-0.06377747400807236,-0.00439517561866091,-0.028849787413063033,0.10688356473425267,0.13679581424252465
regime_segment,bear_2015-07-24,2015-07-24,2015-11-09,70,-0.007103928497712358,0.05814862356228243,0.045521535450487205,0.03876924611829256,-0.002394348017124213
regime_segment,bear_2016-01-08,2016-01-08,2016-04-14,64,0.013693362843174812,0.01890577120681089,0.03965248641833392,0.007692172668455732,-0.019284567504574253
regime_segment,bull_2016-07-12,2016-07-12,2016-12-20,109,0.16737874087654755,-0.042557774338427695,-0.043049535219524114,0.06063520064814422,-0.025757135420428266
regime_segment,bull_2017-05-25,2017-05-25,2018-02-06,176,-0.012185525714785046,-0.023503944520311223,-0.0315684315815419,0.015936894086201314,0.18157074423447248
regime_segment,bear_2018-05-21,2018-05-21,2018-09-25,90,0.03720492715917281,0.02627013866481604,0.036424675803867164,-0.05483525772110468,-0.002810663355214711
regime_segment,bull_2019-02-11,2019-02-11,2019-05-24,71,0.09093252402380693,0.010709828931072115,0.016580299886402295,0.2147266298041646,0.09827094617358666
regime_segment,bull_2020-06-09,2020-06-09,2020-09-28,78,-0.013669515715746414,-0.07603851520942792,-0.07427302543691729,-0.02859469524824627,0.038141014150229385
regime_segment,bull_2020-10-12,2020-10-12,2021-03-08,100,-0.01224334426787607,-0.055355887006469456,0.02115652999922841,-0.04577036643264754,0.0783391696187348
regime_segment,bear_2021-03-19,2021-03-19,2021-05-25,44,0.5446035338183091,-0.014300315344203502,-0.0041382218493380175,0.5618415511161587,0.050793306803712746
regime_segment,bear_2021-08-05,2021-08-05,2021-10-28,54,-0.33129363370531845,0.12601506315312536,-0.0023468627159469665,-0.11452733061639661,0.08839386147165675
regime_segment,bear_2022-01-04,2022-01-04,2022-06-14,105,0.012470542933223017,0.08006990808334938,0.036205226280975986,0.022101433984059844,0.06365361548382886
regime_segment,bear_2022-08-29,2022-08-29,2022-12-16,74,0.30219820555376053,0.0418879808916975,0.09351965176175321,0.06318178894942245,-0.038757661633507565
regime_segment,bull_2023-01-05,2023-01-05,2023-03-08,40,0.1414034238034061,-0.3810645525734501,-0.13886092444193446,0.30367354106578887,0.21226435352431167
regime_segment,bear_2023-09-07,2023-09-07,2024-03-05,116,0.07104936935450683,0.2458290742675383,0.1325451023131816,0.2894058417749858,0.26317302881950744
regime_segment,bear_2024-07-23,2024-07-23,2024-09-26,46,0.03322230860775796,0.16564166838457559,0.41477757595598425,-0.22763752852168556,-0.5280358513576412
regime_segment,bull_2024-09-26,2024-09-26,2024-12-30,63,0.6888322112307431,0.0413415743932075,0.267791266358293,0.035531506950535696,-0.8267747056464979
regime_segment,bull_2025-07-01,2025-07-01,2025-12-16,115,0.1598490466028816,0.20915948219703956,0.1299267775804667,-0.07809167008251146,-0.004443196912230781
