date,gross_return,cost,net_return,equity,exposure,hedge_weight
2015-01-02,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-05,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-06,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-07,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-08,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-12,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-13,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-14,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-15,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-16,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-20,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-21,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-22,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-23,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-26,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-27,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-28,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-29,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-30,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-02,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-03,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-04,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-05,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-06,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-09,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-10,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-11,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-12,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-13,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-17,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-18,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-19,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-20,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-23,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-24,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-25,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-26,0.0,0.0,0.0,1.0,0.0,0.0
2015-02-27,0.0,0.001,-0.001,0.999,1.0,0.0
2015-03-02,0.006063467661298554,0.0,0.006063467661298554,1.0050574041936373,1.0,0.0
2015-03-03,-0.004236273036623373,0.0,-0.004236273036623373,1.0007997066119931,1.0,0.0
2015-03-04,-0.005346417311345211,0.0,-0.005346417311345211,0.9954490137353735,1.0,0.0
2015-03-05,0.004346315270204704,0.0,0.004346315270204704,0.9997755489844818,1.0,0.0
2015-03-06,-0.016093876181548096,0.0,-0.016093876181548096,0.9836852850897863,1.0,0.0
2015-03-09,0.004473703778405054,0.0,0.004473703778405054,0.9880860016664539,1.0,0.0
2015-03-10,-0.010889784212181623,0.0,-0.010889784212181623,0.9773259583252288,1.0,0.0
2015-03-11,0.0015567639082904572,0.0,0.0015567639082904572,0.978847424103785,1.0,0.0
2015-03-12,0.012012444469654946,0.0,0.012012444469654946,0.9906057744300966,1.0,0.0
2015-03-13,-0.004276324745859256,0.0,-0.004276324745859256,0.9863696224435101,1.0,0.0
2015-03-16,0.0142005029738689,0.0,0.0142005029738689,1.0003765672003533,1.0,0.0
2015-03-17,-0.0023381696613787154,0.0,-0.0023381696613787154,0.9980375170609713,1.0,0.0
2015-03-18,0.011922097292719029,0.0,0.011922097292719029,1.009936217441156,1.0,0.0
2015-03-19,-0.0018346892567499217,0.0,-0.0018346892567499217,1.008083298313014,1.0,0.0
2015-03-20,0.012812982102424628,0.0,0.012812982102424628,1.0209998515720518,1.0,0.0
2015-03-23,-0.00014574331537930496,0.0,-0.00014574331537930496,1.0208510476686818,1.0,0.0
2015-03-24,-0.007504898275325673,0.0,-0.007504898275325673,1.0131896644016687,1.0,0.0
2015-03-25,-0.013459638771539382,0.0,-0.013459638771539382,0.9995524975117651,1.0,0.0
2015-03-26,-0.0023057659797418853,0.0,-0.0023057659797418853,0.9972477633680364,1.0,0.0
2015-03-27,0.004451637680927764,0.0,0.004451637680927764,1.0016871490886665,1.0,0.0
2015-03-30,0.01249029493500045,0.0,0.01249029493500045,1.0141985170133838,1.0,0.0
2015-03-31,-0.006897576058680945,0.00176,-0.008657576058680946,1.0054180162137392,1.0,0.0
2015-04-01,-0.0017526688731916277,0.0,-0.0017526688731916277,1.0036558513521754,1.0,0.0
2015-04-02,0.005981005988077932,0.0,0.005981005988077932,1.009658723009082,1.0,0.0
2015-04-06,0.005893598504961474,0.0,0.005893598504961474,1.0156092461495299,1.0,0.0
2015-04-07,-0.0005363070676881511,0.0,-0.0005363070676881511,1.0150645677328105,1.0,0.0
2015-04-08,0.001588610437663358,0.0,0.001588610437663358,1.0166771099000131,1.0,0.0
2015-04-09,0.0043857730574087305,0.0,0.0043857730574087305,1.021136024976697,1.0,0.0
2015-04-10,0.0021279937352103274,0.0,0.0021279937352103274,1.023308996040645,1.0,0.0
2015-04-13,-0.005042958068282189,0.0,-0.005042958068282189,1.0181484916827162,1.0,0.0
2015-04-14,0.001277898579147836,0.0,0.001277898579147836,1.019449582193599,1.0,0.0
2015-04-15,0.0032722074433789005,0.0,0.0032722074433789005,1.0227854327046022,1.0,0.0
2015-04-16,0.0017245916695180655,0.0,0.0017245916695180655,1.024549319941549,1.0,0.0
2015-04-17,-0.00771591002456741,0.0,-0.00771591002456741,1.0166439895731483,1.0,0.0
2015-04-20,0.008769260969108865,0.0,0.008769260969108865,1.025559206030391,1.0,0.0
2015-04-21,-0.00011060172109424136,0.0,-0.00011060172109424136,1.0254457774171202,1.0,0.0
2015-04-22,0.002584912659875762,0.0,0.002584912659875762,1.028096465189182,1.0,0.0
2015-04-23,0.0045142544318482,0.0,0.0045142544318482,1.0327375542135298,1.0,0.0
2015-04-24,-0.00112629815624282,0.0,-0.00112629815624282,1.0315743838103364,1.0,0.0
2015-04-27,-0.006641224396659546,0.0,-0.006641224396659546,1.024723466845606,1.0,0.0
2015-04-28,0.003830697410517616,0.0,0.003830697410517616,1.0286488723765481,1.0,0.0
2015-04-29,-0.005106877412511434,0.0,-0.005106877412511434,1.023395688684803,1.0,0.0
2015-04-30,-0.01876063987817519,0.0018400000000000003,-0.020600639878175193,1.0023130826493303,1.0,0.0
2015-05-01,0.008613160729638962,0.0,0.008613160729638962,1.0109461663316088,1.0,0.0
2015-05-04,0.002162435923146547,0.0,0.002162435923146547,1.0131322726380516,1.0,0.0
2015-05-05,-0.007701700240504436,0.0,-0.007701700240504436,1.0053294315702124,1.0,0.0
2015-05-06,-0.0010697661888234445,0.0,-0.0010697661888234445,1.0042539641356893,1.0,0.0
2015-05-07,0.006844205701862882,0.0,0.006844205701862882,1.0111272848431454,1.0,0.0
2015-05-08,0.010427293044318482,0.0,0.010427293044318482,1.021670605347311,1.0,0.0
2015-05-11,-0.0045391905043111035,0.0,-0.0045391905043111035,1.0170330478369847,1.0,0.0
2015-05-12,-0.0006870387971968173,0.0,-0.0006870387971968173,1.0163343066750894,1.0,0.0
2015-05-13,-0.00030611229523346516,0.0,-0.00030611229523346516,1.0160231942477485,1.0,0.0
2015-05-14,0.011669664912228449,0.0,0.011669664912228449,1.0278798444676718,1.0,0.0
2015-05-15,0.004775792898817351,0.0,0.004775792898817351,1.0327887857297178,1.0,0.0
2015-05-18,0.0027892175080486445,0.0,0.0027892175080486445,1.0356694582929913,1.0,0.0
2015-05-19,0.0025720259136621016,0.0,0.0025720259136621016,1.0383332269777092,1.0,0.0
2015-05-20,8.921924660946871e-05,0.0,8.921924660946871e-05,1.0384258662859498,1.0,0.0
2015-05-21,-0.0029912888535275073,0.0,-0.0029912888535275073,1.035319634566914,1.0,0.0
2015-05-22,-0.0027638012905818153,0.0,-0.0027638012905818153,1.0324582168247332,1.0,0.0
2015-05-26,-0.009210423619014741,0.0,-0.009210423619014741,1.0229488392788448,1.0,0.0
2015-05-27,0.006256779420541494,0.0,0.006256779420541494,1.0293492045247115,1.0,0.0
2015-05-28,-0.0003655967891379141,0.0,-0.0003655967891379141,1.0289728777606355,1.0,0.0
2015-05-29,-0.008826539880228204,0.0015199999999999999,-0.010346539880228205,1.0183265688452119,1.0,0.0
2015-06-01,-0.000660095758527497,0.0,-0.000660095758527497,1.0176543757963212,1.0,0.0
2015-06-02,-0.000291242968511321,0.0,-0.000291242968511321,1.0173579911149957,1.0,0.0
2015-06-03,0.0006167748246554081,0.0,0.0006167748246554081,1.0179854719115775,1.0,0.0
2015-06-04,-0.007725688113265439,0.0,-0.007725688113265439,1.0101208336517533,1.0,0.0
2015-06-05,-0.0035815657492298137,0.0,-0.0035815657492298137,1.0065030194713627,1.0,0.0
2015-06-08,-0.003938599856731124,0.0,-0.003938599856731124,1.0025388068230732,1.0,0.0
2015-06-09,0.0013397981740251332,0.0,0.0013397981740251332,1.003882006485844,1.0,0.0
2015-06-10,0.009083285299266958,0.0,0.009083285299266958,1.0130005531575557,1.0,0.0
2015-06-11,0.0030518687247645376,0.0,0.0030518687247645376,1.0160920978639063,1.0,0.0
2015-06-12,-0.006867778280430489,0.0,-0.006867778280430489,1.0091138026232795,1.0,0.0
2015-06-15,-0.00419567746636802,0.0,-0.00419567746636802,1.0048798865806121,1.0,0.0
2015-06-16,0.004990680596726155,0.0,0.004990680596726155,1.0098949211326103,1.0,0.0
2015-06-17,0.002775463396943425,0.0,0.002775463396943425,1.012697847520973,1.0,0.0
2015-06-18,0.009516901694477537,0.0,0.009516901694477537,1.022335593382039,1.0,0.0
2015-06-19,-0.00645705857346306,0.0,-0.00645705857346306,1.0157343125738352,1.0,0.0
2015-06-22,0.003385923446148578,0.0,0.003385923446148578,1.0191735111978366,1.0,0.0
2015-06-23,-0.001463148117726214,0.0,-0.001463148117726214,1.0176823093932912,1.0,0.0
2015-06-24,-0.005637663375498083,0.0,-0.005637663375498083,1.0119449591097323,1.0,0.0
2015-06-25,-0.0040400474617643,0.0,-0.0040400474617643,1.0078566534462359,1.0,0.0
2015-06-26,0.0033567608876608943,0.0,0.0033567608876608943,1.011239787240893,1.0,0.0
2015-06-29,-0.013885984953941992,0.0,-0.013885984953941992,0.9971977267704384,1.0,0.0
2015-06-30,0.0010865767724014086,0.0018400000000000003,-0.0007534232275985917,0.9964464148405809,1.0,0.0
2015-07-01,0.006069149827763223,0.0,0.006069149827763223,1.002493997427586,1.0,0.0
2015-07-02,-0.0008902707287444222,0.0,-0.0008902707287444222,1.0016015063659343,1.0,0.0
2015-07-06,-0.004635106475281812,0.0,-0.004635106475281812,0.9969589767381255,1.0,0.0
2015-07-07,0.00894344679677309,0.0,0.00894344679677309,1.0058752263051483,1.0,0.0
2015-07-08,-0.014764748671088679,0.0,-0.014764748671088679,0.9910237313942782,1.0,0.0
2015-07-09,0.0007059753108975908,0.0,0.0007059753108975908,0.9917233696811562,1.0,0.0
2015-07-10,0.008398325529825806,0.0,0.008398325529825806,1.0000521853752744,1.0,0.0
2015-07-13,0.005909051368245547,0.0,0.005909051368245547,1.0059615451095831,1.0,0.0
2015-07-14,0.010041815743168252,0.0,0.010041815743168252,1.0160632255902864,1.0,0.0
2015-07-15,-0.0037969377507585693,0.0,-0.0037969377507585693,1.012205296771885,1.0,0.0
2015-07-16,0.008396553495766419,0.0,0.008396553495766419,1.0207043326949283,1.0,0.0
2015-07-17,-0.0023104457133864597,0.0,-0.0023104457133864597,1.0183460507448183,1.0,0.0
2015-07-20,-0.0019272037782302443,0.0,-0.0019272037782302443,1.0163834903882771,1.0,0.0
2015-07-21,-0.00504952253685941,0.0,-0.00504952253685941,1.0112512390474697,1.0,0.0
2015-07-22,-0.002512606270740427,0.0,-0.002512606270740427,1.008710362842945,1.0,0.0
2015-07-23,-0.00343892396730396,0.0,-0.00343892396730396,1.0052414846000965,1.0,0.0
2015-07-24,-0.010654275496637831,0.0,-0.010654275496637831,0.9945313648825179,1.0,0.0
2015-07-27,-0.004558349792528391,0.0,-0.004558349792528391,0.9899979430417428,1.0,0.0
2015-07-28,0.01200158785835672,0.0,0.01200158785835672,1.0018794903347508,1.0,0.0
2015-07-29,0.008980259418087897,0.0,0.008980259418087897,1.0108766280636186,1.0,0.0
2015-07-30,-0.0018682872980407784,0.0,-0.0018682872980407784,1.008988020099521,1.0,0.0
2015-07-31,0.001940374815590622,0.0018400000000000003,0.00010037481559062181,1.0090892970859715,1.0,0.0
2015-08-03,0.0007055856201034152,0.0,0.0007055856201034152,1.0098012959833957,1.0,0.0
2015-08-04,0.0006994518454951981,0.0,0.0006994518454951981,1.0105076033634548,1.0,0.0
2015-08-05,0.005095231305583901,0.0,0.005095231305583901,1.0156563733386428,1.0,0.0
2015-08-06,-0.005879254878588939,0.0,-0.005879254878588939,1.0096850706507217,1.0,0.0
2015-08-07,0.0022550680900756868,0.0,0.0022550680900756868,1.011961979234572,1.0,0.0
2015-08-10,0.010000479718383536,0.0,0.010000479718383536,1.0220820844836824,1.0,0.0
2015-08-11,-0.007640579387300859,0.0,-0.007640579387300859,1.014272785176847,1.0,0.0
2015-08-12,0.0016768669775156383,0.0,0.0016768669775156383,1.0159735857165026,1.0,0.0
2015-08-13,-0.0021686341511359467,0.0,-0.0021686341511359467,1.0137703107018659,1.0,0.0
2015-08-14,0.009234827509194226,0.0,0.009234827509194226,1.02313230465514,1.0,0.0
2015-08-17,0.005936455251637853,0.0,0.005936455251637853,1.0292060837982304,1.0,0.0
2015-08-18,-0.000989551030646223,0.0,-0.000989551030646223,1.0281876318572605,1.0,0.0
2015-08-19,-0.008566449660319005,0.0,-0.008566449660319005,1.0193797142675927,1.0,0.0
2015-08-20,-0.013787926551889757,0.0,-0.013787926551889757,1.0053245816387848,1.0,0.0
2015-08-21,-0.025592116436984683,0.0,-0.025592116436984683,0.9795961978885221,1.0,0.0
2015-08-24,-0.04147920171254002,0.0,-0.04147920171254002,0.9389633295994668,1.0,0.0
2015-08-25,-0.016796250630864297,0.0,-0.016796250630864297,0.9231922661823233,1.0,0.0
2015-08-26,0.028184770042982782,0.0,0.028184770042982782,0.9492122279101322,1.0,0.0
2015-08-27,0.021265032921161362,0.0,0.021265032921161362,0.9693972571858102,1.0,0.0
2015-08-28,0.00085588986988244,0.0,0.00085588986988244,0.9702269544781273,1.0,0.0
2015-08-31,-0.010348914147153346,0.0015199999999999999,-0.011868914147153346,0.9587114140521724,1.0,0.0
2015-09-01,-0.02394177999714631,0.0,-0.02394177999714631,0.9357581562961823,1.0,0.0
2015-09-02,0.01074085670898223,0.0,0.01074085670898223,0.945809000567221,1.0,0.0
2015-09-03,0.004636198441676718,0.0,0.004636198441676718,0.9501939587817745,1.0,0.0
2015-09-04,-0.014332173506940276,0.0,-0.014332173506940276,0.9365756140992676,1.0,0.0
2015-09-08,0.020484483755554228,0.0,0.020484483755554228,0.9557608820521323,1.0,0.0
2015-09-09,-0.011124340242548807,0.0,-0.011124340242548807,0.9451286728096657,1.0,0.0
2015-09-10,0.0018956601762336375,0.0,0.0018956601762336375,0.9469203155961275,1.0,0.0
2015-09-11,0.0017553227403008043,0.0,0.0017553227403008043,0.9485824663593463,1.0,0.0
2015-09-14,-0.0018738833966940004,0.0,-0.0018738833966940004,0.9468049334252404,1.0,0.0
