name,cagr,max_drawdown,dd_reduction_vs_spy,cagr_sacrifice_vs_spy,cagr_cost_per_1pp_dd
100_spy,0.11086935668037556,-0.5518940436853614,0.0,0.0,
100_dc,0.09563506720623405,-0.1796558626144722,0.37223818107088924,0.015234289474141516,0.00040926187180246
80_20,0.10944722551992436,-0.4668284521192563,0.08506559156610516,0.001422131160451201,0.00016718054083548592
60_40,0.10719783240359426,-0.3753185170120067,0.17657552667335474,0.0036715242767813017,0.00020792939689616313
40_60,0.10413608112159745,-0.2713502897026969,0.2805437539826645,0.006733275558778118,0.00024000803664993317
