partition,total_return,annual_return,annual_volatility,sharpe,sortino,max_drawdown,calmar,win_rate,profit_factor,observations
IS,0.9022465873200147,0.033574545130269806,0.08302396742238033,0.40439581692670706,0.4642270575350297,-0.13370044978075823,0.251117667781412,0.34277562665579786,1.210747421397713,4907
OOS,-0.12782588804250072,-0.10853010615713865,0.2573327021059736,-0.4217501517255443,-0.3156395716068224,-0.24733857176402296,-0.4387916748410895,0.5433333333333333,0.8748258554981403,300
