partition,total_return,annual_return,annual_volatility,sharpe,sortino,max_drawdown,calmar,win_rate,profit_factor,observations
IS,0.03149415953999202,0.0015937109644668102,0.11261334429969154,0.014152061413126646,0.014903551981006192,-0.36539217867538953,0.004361644987159525,0.3360505400448339,1.0222292585699533,4907
OOS,0.26684182229664466,0.21979488966134153,0.1746665718704421,1.2583683718506429,1.565943790679794,-0.1058069776299001,2.0773194224501643,0.5366666666666666,1.301208575397124,300
