environment,observations,total_return,annual_return,annual_volatility,sharpe,sortino,max_drawdown,calmar,win_rate,profit_factor
2020_pandemic,243,0.10922420712625902,0.11349102724316307,0.11297270498586377,1.004588030864306,0.9774303827959315,-0.10587730142712615,1.071910841260696,0.5596707818930041,1.2819465617287353
2021_growth,243,-0.1089358228144629,-0.11273415956032318,0.14854550606550163,-0.7589200275813978,-0.7299391171784659,-0.1401280132911069,-0.8045083699725709,0.5020576131687243,0.8427453349275126
2022_drawdown,242,-0.04229805536211073,-0.04400688463865421,0.0630369947676189,-0.6981120340663804,-0.8724599693558808,-0.0856076641419925,-0.5140530941909889,0.4834710743801653,0.8710929312859599
2023_range,242,-0.07490935436044399,-0.07788105217612962,0.16463818668285973,-0.47304367076242654,-0.5815560431223976,-0.14476587494580284,-0.5379793560138849,0.5247933884297521,0.9209380322395255
2024_small_cap,242,-0.10003548386147365,-0.1039466384606672,0.14112336861598537,-0.7365657401753158,-0.9828170811060597,-0.17804197033049374,-0.5838322181433643,0.4669421487603306,0.8604454874641254
2025_rotation,243,0.16154849154957196,0.16800885611688843,0.15878589202281101,1.058084279255442,1.4917801865070879,-0.08884282490497764,1.8910796262566312,0.4897119341563786,1.2644424723839465
