version,full_cagr,full_final_wealth,exclude_xlk_cagr,exclude_xlk_final_wealth,spy_cagr,excess_cagr_vs_spy,excess_cagr_vs_spy_ex_xlk,xlk_share_of_excess_cagr,xlk_hold_month_share,xlk_contribution_share_of_positive,cagr_when_holding_xlk,cagr_when_not_holding_xlk,day_share_holding_xlk,beta_spy,beta_qqq,rel_qqq_final_relative_nav,rel_qqq_relative_cagr,note
base_12_1_top3,0.0979843042072368,6.808326997580673,0.08060640134982378,4.907544983979907,0.11198252567488631,-0.013998221467649508,-0.03137612432506254,-1.2414364851687847,0.4777327935222672,0.22097037698051641,0.0567061199220904,0.041706955056448836,0.47675319643549013,0.8905748844392144,0.7138321559866131,0.34251055081400844,-0.05087480108300335,Long-run overweight of XLK must not be labeled sector-momentum alpha; disclose XLK dependence explicitly.
composite_6_1_12_1_top3,0.07807635850551908,4.677076312311165,0.07854282520641909,4.718778809507604,0.11198252567488631,-0.03390616716936723,-0.033439700468467226,0.013757576861162772,0.46153846153846156,0.2769195886465548,0.06713821241378248,0.010844042479377425,0.46125532739248354,0.8823364468362561,0.7029489010253944,0.23524329637205102,-0.06809321867032259,Long-run overweight of XLK must not be labeled sector-momentum alpha; disclose XLK dependence explicitly.
composite_top3_buffer,0.09138684060934099,6.016313643096182,0.0791381290583748,4.772513356311359,0.11198252567488631,-0.02059568506554532,-0.032844396616511506,-0.5947222203090077,0.46153846153846156,0.22620927588518425,0.05534125846402671,0.03465587040827134,0.4604804339403332,0.8833148338373439,0.7013338172815253,0.3026030278113473,-0.05658742092468405,Long-run overweight of XLK must not be labeled sector-momentum alpha; disclose XLK dependence explicitly.
