run,cagr,volatility,sharpe,max_drawdown,average_exposure
20260810T090359Z_run_baseline_1x_3670a2e72b23,0.08768389605452942,0.15660630933088046,0.615102179240373,-0.3112530532818196,0.9869684499314129
20260810T090402Z_run_vix_deleverage_3670a2e72b23,0.06964803832482569,0.12869909778267904,0.5876206452098303,-0.24183425385145996,0.904871970584999
20260810T090406Z_run_vix_original_3670a2e72b23,0.07922857803320604,0.19306081437494138,0.49167095521424303,-0.35795045724964625,1.3573079558774985
