date,gross_return,cost,net_return,equity_net,equity_gross
2005-02-01,0.0,0.0005,-0.0005,0.9995,1.0
2005-02-02,0.0,0.0,0.0,0.9995,1.0
2005-02-03,0.0,0.0,0.0,0.9995,1.0
2005-02-04,0.0,0.0,0.0,0.9995,1.0
2005-02-07,0.0,0.0,0.0,0.9995,1.0
2005-02-08,0.0,0.0,0.0,0.9995,1.0
2005-02-09,0.0,0.0,0.0,0.9995,1.0
2005-02-10,0.0,0.0,0.0,0.9995,1.0
2005-02-11,0.0,0.0,0.0,0.9995,1.0
2005-02-14,0.0,0.0,0.0,0.9995,1.0
2005-02-15,0.0,0.0,0.0,0.9995,1.0
2005-02-16,0.0,0.0,0.0,0.9995,1.0
2005-02-17,0.0,0.0,0.0,0.9995,1.0
2005-02-18,0.0,0.0,0.0,0.9995,1.0
2005-02-22,0.0,0.0,0.0,0.9995,1.0
2005-02-23,0.0,0.0,0.0,0.9995,1.0
2005-02-24,0.0,0.0,0.0,0.9995,1.0
2005-02-25,0.0,0.0,0.0,0.9995,1.0
2005-02-28,0.0,0.0,0.0,0.9995,1.0
2005-03-01,0.0,0.0,0.0,0.9995,1.0
2005-03-02,0.0,0.0,0.0,0.9995,1.0
2005-03-03,0.0,0.0,0.0,0.9995,1.0
2005-03-04,0.0,0.0,0.0,0.9995,1.0
2005-03-07,0.0,0.0,0.0,0.9995,1.0
2005-03-08,0.0,0.0,0.0,0.9995,1.0
2005-03-09,0.0,0.0,0.0,0.9995,1.0
2005-03-10,0.0,0.0,0.0,0.9995,1.0
2005-03-11,0.0,0.0,0.0,0.9995,1.0
2005-03-14,0.0,0.0,0.0,0.9995,1.0
2005-03-15,0.0,0.0,0.0,0.9995,1.0
2005-03-16,0.0,0.0,0.0,0.9995,1.0
2005-03-17,0.0,0.0,0.0,0.9995,1.0
2005-03-18,0.0,0.0,0.0,0.9995,1.0
2005-03-21,0.0,0.0,0.0,0.9995,1.0
2005-03-22,0.0,0.0,0.0,0.9995,1.0
2005-03-23,0.0,0.0,0.0,0.9995,1.0
2005-03-24,0.0,0.0,0.0,0.9995,1.0
2005-03-28,0.0,0.0,0.0,0.9995,1.0
2005-03-29,0.0,0.0,0.0,0.9995,1.0
2005-03-30,0.0,0.0,0.0,0.9995,1.0
2005-03-31,0.0,0.0,0.0,0.9995,1.0
2005-04-01,0.0,0.0,0.0,0.9995,1.0
2005-04-04,0.0,0.0,0.0,0.9995,1.0
2005-04-05,0.0,0.0,0.0,0.9995,1.0
2005-04-06,0.0,0.0,0.0,0.9995,1.0
2005-04-07,0.0,0.0,0.0,0.9995,1.0
2005-04-08,0.0,0.0,0.0,0.9995,1.0
2005-04-11,0.0,0.0,0.0,0.9995,1.0
2005-04-12,0.0,0.0,0.0,0.9995,1.0
2005-04-13,0.0,0.0,0.0,0.9995,1.0
2005-04-14,0.0,0.0,0.0,0.9995,1.0
2005-04-15,0.0,0.0,0.0,0.9995,1.0
2005-04-18,0.0,0.0,0.0,0.9995,1.0
2005-04-19,0.0,0.0,0.0,0.9995,1.0
2005-04-20,0.0,0.0,0.0,0.9995,1.0
2005-04-21,0.0,0.0,0.0,0.9995,1.0
2005-04-22,0.0,0.0,0.0,0.9995,1.0
2005-04-25,0.0,0.0,0.0,0.9995,1.0
2005-04-26,0.0,0.0,0.0,0.9995,1.0
2005-04-27,0.0,0.0,0.0,0.9995,1.0
2005-04-28,0.0,0.0,0.0,0.9995,1.0
2005-04-29,0.0,0.0,0.0,0.9995,1.0
2005-05-02,0.0,0.0,0.0,0.9995,1.0
2005-05-03,0.0,0.0,0.0,0.9995,1.0
2005-05-04,0.0,0.0,0.0,0.9995,1.0
2005-05-05,0.0,0.0,0.0,0.9995,1.0
2005-05-06,0.0,0.0,0.0,0.9995,1.0
2005-05-09,0.0,0.0,0.0,0.9995,1.0
2005-05-10,0.0,0.0,0.0,0.9995,1.0
2005-05-11,0.0,0.0,0.0,0.9995,1.0
2005-05-12,0.0,0.0,0.0,0.9995,1.0
2005-05-13,0.0,0.0,0.0,0.9995,1.0
2005-05-16,0.0,0.0,0.0,0.9995,1.0
2005-05-17,0.0,0.0,0.0,0.9995,1.0
2005-05-18,0.0,0.0,0.0,0.9995,1.0
2005-05-19,0.0,0.0,0.0,0.9995,1.0
2005-05-20,0.0,0.0,0.0,0.9995,1.0
2005-05-23,0.0,0.0,0.0,0.9995,1.0
2005-05-24,0.0,0.0,0.0,0.9995,1.0
2005-05-25,0.0,0.0,0.0,0.9995,1.0
2005-05-26,0.0,0.0,0.0,0.9995,1.0
2005-05-27,0.0,0.0,0.0,0.9995,1.0
2005-05-31,0.0,0.0,0.0,0.9995,1.0
2005-06-01,0.0,0.0,0.0,0.9995,1.0
2005-06-02,0.0,0.0,0.0,0.9995,1.0
2005-06-03,0.0,0.0,0.0,0.9995,1.0
2005-06-06,0.0,0.0,0.0,0.9995,1.0
2005-06-07,0.0,0.0,0.0,0.9995,1.0
2005-06-08,0.0,0.0,0.0,0.9995,1.0
2005-06-09,0.0,0.0,0.0,0.9995,1.0
2005-06-10,0.0,0.0,0.0,0.9995,1.0
2005-06-13,0.0,0.0,0.0,0.9995,1.0
2005-06-14,0.0,0.0,0.0,0.9995,1.0
2005-06-15,0.0,0.0,0.0,0.9995,1.0
2005-06-16,0.0,0.0,0.0,0.9995,1.0
2005-06-17,0.0,0.0,0.0,0.9995,1.0
2005-06-20,0.0,0.0,0.0,0.9995,1.0
2005-06-21,0.0,0.0,0.0,0.9995,1.0
2005-06-22,0.0,0.0,0.0,0.9995,1.0
2005-06-23,0.0,0.0,0.0,0.9995,1.0
2005-06-24,0.0,0.0,0.0,0.9995,1.0
2005-06-27,0.0,0.0,0.0,0.9995,1.0
2005-06-28,0.0,0.0,0.0,0.9995,1.0
2005-06-29,0.0,0.0,0.0,0.9995,1.0
2005-06-30,0.0,0.0,0.0,0.9995,1.0
2005-07-01,0.0,0.0,0.0,0.9995,1.0
2005-07-05,0.0,0.0,0.0,0.9995,1.0
2005-07-06,0.0,0.0,0.0,0.9995,1.0
2005-07-07,0.0,0.0,0.0,0.9995,1.0
2005-07-08,0.0,0.0,0.0,0.9995,1.0
2005-07-11,0.0,0.0,0.0,0.9995,1.0
2005-07-12,0.0,0.0,0.0,0.9995,1.0
2005-07-13,0.0,0.0,0.0,0.9995,1.0
2005-07-14,0.0,0.0,0.0,0.9995,1.0
2005-07-15,0.0,0.0,0.0,0.9995,1.0
2005-07-18,0.0,0.0,0.0,0.9995,1.0
2005-07-19,0.0,0.0,0.0,0.9995,1.0
2005-07-20,0.0,0.0,0.0,0.9995,1.0
2005-07-21,0.0,0.0,0.0,0.9995,1.0
2005-07-22,0.0,0.0,0.0,0.9995,1.0
2005-07-25,0.0,0.0,0.0,0.9995,1.0
2005-07-26,0.0,0.0,0.0,0.9995,1.0
2005-07-27,0.0,0.0,0.0,0.9995,1.0
2005-07-28,0.0,0.0,0.0,0.9995,1.0
2005-07-29,0.0,0.0,0.0,0.9995,1.0
2005-08-01,0.0,0.0,0.0,0.9995,1.0
2005-08-02,0.0,0.0,0.0,0.9995,1.0
2005-08-03,0.0,0.0,0.0,0.9995,1.0
2005-08-04,0.0,0.0,0.0,0.9995,1.0
2005-08-05,0.0,0.0,0.0,0.9995,1.0
2005-08-08,0.0,0.0,0.0,0.9995,1.0
2005-08-09,0.0,0.0,0.0,0.9995,1.0
2005-08-10,0.0,0.0,0.0,0.9995,1.0
2005-08-11,0.0,0.0,0.0,0.9995,1.0
2005-08-12,0.0,0.0,0.0,0.9995,1.0
2005-08-15,0.0,0.0,0.0,0.9995,1.0
2005-08-16,0.0,0.0,0.0,0.9995,1.0
2005-08-17,0.0,0.0,0.0,0.9995,1.0
2005-08-18,0.0,0.0,0.0,0.9995,1.0
2005-08-19,0.0,0.0,0.0,0.9995,1.0
2005-08-22,0.0,0.0,0.0,0.9995,1.0
2005-08-23,0.0,0.0,0.0,0.9995,1.0
2005-08-24,0.0,0.0,0.0,0.9995,1.0
2005-08-25,0.0,0.0,0.0,0.9995,1.0
2005-08-26,0.0,0.0,0.0,0.9995,1.0
2005-08-29,0.0,0.0,0.0,0.9995,1.0
2005-08-30,0.0,0.0,0.0,0.9995,1.0
2005-08-31,0.0,0.0,0.0,0.9995,1.0
2005-09-01,0.0,0.0,0.0,0.9995,1.0
2005-09-02,0.0,0.0,0.0,0.9995,1.0
2005-09-06,0.0,0.0,0.0,0.9995,1.0
2005-09-07,0.0,0.0,0.0,0.9995,1.0
2005-09-08,0.0,0.0,0.0,0.9995,1.0
2005-09-09,0.0,0.0,0.0,0.9995,1.0
2005-09-12,0.0,0.0,0.0,0.9995,1.0
2005-09-13,0.0,0.0,0.0,0.9995,1.0
2005-09-14,0.0,0.0,0.0,0.9995,1.0
2005-09-15,0.0,0.0,0.0,0.9995,1.0
2005-09-16,0.0,0.0,0.0,0.9995,1.0
2005-09-19,0.0,0.0,0.0,0.9995,1.0
2005-09-20,0.0,0.0,0.0,0.9995,1.0
2005-09-21,0.0,0.0,0.0,0.9995,1.0
2005-09-22,0.0,0.0,0.0,0.9995,1.0
2005-09-23,0.0,0.0,0.0,0.9995,1.0
2005-09-26,0.0,0.0,0.0,0.9995,1.0
2005-09-27,0.0,0.0,0.0,0.9995,1.0
2005-09-28,0.0,0.0,0.0,0.9995,1.0
2005-09-29,0.0,0.0,0.0,0.9995,1.0
2005-09-30,0.0,0.0,0.0,0.9995,1.0
2005-10-03,0.0,0.0,0.0,0.9995,1.0
2005-10-04,0.0,0.0,0.0,0.9995,1.0
2005-10-05,0.0,0.0,0.0,0.9995,1.0
2005-10-06,0.0,0.0,0.0,0.9995,1.0
2005-10-07,0.0,0.0,0.0,0.9995,1.0
2005-10-10,0.0,0.0,0.0,0.9995,1.0
2005-10-11,0.0,0.0,0.0,0.9995,1.0
2005-10-12,0.0,0.0,0.0,0.9995,1.0
2005-10-13,0.0,0.0,0.0,0.9995,1.0
2005-10-14,0.0,0.0,0.0,0.9995,1.0
2005-10-17,0.0,0.0,0.0,0.9995,1.0
2005-10-18,0.0,0.0,0.0,0.9995,1.0
2005-10-19,0.0,0.0,0.0,0.9995,1.0
2005-10-20,0.0,0.0,0.0,0.9995,1.0
2005-10-21,0.0,0.0,0.0,0.9995,1.0
2005-10-24,0.0,0.0,0.0,0.9995,1.0
2005-10-25,0.0,0.0,0.0,0.9995,1.0
2005-10-26,0.0,0.0,0.0,0.9995,1.0
2005-10-27,0.0,0.0,0.0,0.9995,1.0
2005-10-28,0.0,0.0,0.0,0.9995,1.0
2005-10-31,0.0,0.0,0.0,0.9995,1.0
2005-11-01,-5.8330308671716814e-05,0.001,-0.0010583303086717168,0.9984421988564827,0.9999416696913282
2005-11-02,0.011297121531503595,0.0,0.011297121531503595,1.009721721719146,1.0112381322582458
2005-11-03,0.0074707041659581195,0.0,0.0074707041659581195,1.0172650539920516,1.018792793185683
2005-11-04,0.0001363340368070508,0.0,0.0001363340368070508,1.017403741843365,1.018931689319848
2005-11-07,0.0010658027061902664,0.0,0.0010658027061902664,1.0184880935047098,1.020017669471748
2005-11-08,7.947670508459117e-05,0.0,7.947670508459117e-05,1.0185690395825495,1.0200987371152457
2005-11-09,0.0010680465422163055,0.0,0.0010680465422163055,1.0196569187232842,1.021188250044141
2005-11-10,0.008721094611582336,0.0,0.008721094611582336,1.0285494431828246,1.030094129389012
2005-11-11,0.0031983828011739046,0.0,0.0031983828011739046,1.0318391380320575,1.03338876473604
2005-11-14,-0.0003950770788513358,0.0,-0.0003950770788513358,1.0314314820395594,1.0329804965215503
2005-11-15,-0.003948228798728603,0.0,-0.003948228798728603,1.0273591545582554,1.028902053176659
2005-11-16,0.003267349284798948,0.0,0.003267349284798948,1.030715895757133,1.032263835564234
2005-11-17,0.01047402576095191,0.0,0.01047402576095191,1.0415116406015157,1.0430757935700328
2005-11-18,0.003769693416705322,0.0,0.003769693416705322,1.045437820176513,1.0470078695221783
2005-11-21,0.004248926360761162,0.0,0.004248926360761162,1.0498798084891978,1.0514565288589155
2005-11-22,0.004098528329168216,0.0,0.004098528329168216,1.0541827706265123,1.0557659532293326
2005-11-23,0.004766895836378392,0.0,0.004766895836378392,1.0592079500865939,1.0607986795559716
2005-11-25,0.0011967274896809376,0.0,0.0011967274896809376,1.0604755333577511,1.0620681664968135
2005-11-28,-0.00744831122205024,0.0,-0.00744831122205024,1.052576781541933,1.054157552253713
2005-11-29,-0.0021933824312196145,0.0,-0.0021933824312196145,1.0502680781217892,1.0518453815988622
2005-11-30,-0.0044986040493454,0.0,-0.0044986040493454,1.0455433378926524,1.0471135457059162
2005-12-01,0.012703864144525045,0.0,0.012703864144525045,1.058825778414454,1.0604159339344559
2005-12-02,0.0015998427287452154,0.0,0.0015998427287452154,1.0605197331370582,1.0621124326558065
2005-12-05,-0.0037011038392178895,0.0,-0.0037011038392178895,1.0565946394811783,1.058181444253623
2005-12-06,0.002340067489003017,0.0,0.002340067489003017,1.0590671422460831,1.0606576602487872
2005-12-07,-0.004656596537771407,0.0,-0.004656596537771407,1.0541354938582326,1.055718605460312
2005-12-08,-0.0025862268610142287,0.0,-0.0025862268610142287,1.051409260328868,1.0529882776451982
2005-12-09,0.0029873173593448097,0.0,0.0029873173593448097,1.0545501534640245,1.0561338878061943
2005-12-12,0.0017478655386564787,0.0,0.0017478655386564787,1.056393365336049,1.057979867832898
2005-12-13,0.005981826096630083,0.0,0.005981826096630083,1.0627125267371231,1.06430851941601
2005-12-14,0.0017522436484122994,0.0,0.0017522436484122994,1.0645746580121864,1.0661734472591078
2005-12-15,-0.0015242287583358102,0.0,-0.0015242287583358102,1.0629520027030488,1.0645483550294215
2005-12-16,-0.004303580271893736,0.0,-0.004303580271893736,1.058377503434246,1.05996698573024
2005-12-19,-0.00833444684268677,0.0,-0.00833444684268677,1.0495565123923776,1.0511327472326684
2005-12-20,0.0008882182604878497,0.0,0.0008882182604878497,1.0504887476520985,1.0520663825329573
2005-12-21,0.002433085550345337,0.0,0.002433085550345337,1.0530446766448114,1.0546261500463023
2005-12-22,0.005631612936681174,0.0,0.005631612936681174,1.0589750166687075,1.0605653963162653
2005-12-23,0.00038913266219501317,0.0,0.00038913266219501317,1.0593870984361418,1.0609780969523657
2005-12-27,-0.009709250502066447,0.0,-0.009709250502066447,1.049101243718768,1.0506767948318494
2005-12-28,0.0011966428851073354,0.0,0.0011966428851073354,1.0503566432578213,1.0519340797429324
2005-12-29,-0.005092012932604861,0.0,-0.005092012932604861,1.045008213646505,1.0465776178046335
2005-12-30,-0.006095540653774744,0.0,-0.006095540653774744,1.0386383235966943,1.0401981613879747
2006-01-03,0.0189187514168359,0.0,0.0189187514168359,1.0582880638528191,1.0598774118275236
2006-01-04,0.006429052653596789,0.0,0.006429052653596789,1.065091853538002,1.0666914195145207
2006-01-05,0.001734653218259696,0.0,0.001734653218259696,1.0669394185494838,1.0685417592182715
2006-01-06,0.011228322324728389,0.0,0.011228322324728389,1.0789193582419159,1.0805396905082068
2006-01-09,0.002993934193069558,0.0,0.002993934193069558,1.082149571800121,1.0837747552345882
2006-01-10,0.0009314875375038834,0.0,0.0009314875375038834,1.083157580639968,1.0847842779125507
2006-01-11,0.004529659158185973,0.0,0.004529659158185973,1.0880639152948726,1.0896979809516536
2006-01-12,-0.004222266042454203,0.0,-0.004222266042454203,1.0834698199733033,1.0850969861701505
2006-01-13,-0.0007906893799613736,0.0,-0.0007906893799613736,1.0826131318931418,1.0842390115069576
2006-01-17,-0.003852932359692673,0.0,-0.003852932359692673,1.0784418967242424,1.0800615119338812
2006-01-18,-0.006196280136942856,0.0,-0.006196280136942856,1.071759568620723,1.0733691482408088
2006-01-19,0.004880789264968554,0.0,0.004880789264968554,1.0769906012178743,1.0786080368568909
2006-01-20,-0.021741785938220515,0.0,-0.021741785938220515,1.0535749021087197,1.0551571718083042
2006-01-23,0.002573245882292696,0.0,0.002573245882292696,1.056286009387258,1.0578723506558314
2006-01-24,0.0020277126787428103,0.0,0.0020277126787428103,1.0584278539208711,1.0600174118337478
2006-01-25,-0.0006731461655523517,0.0,-0.0006731461655523517,1.0577153772694905,1.059303865177553
2006-01-26,0.0059719870139633095,0.0,0.0059719870139633095,1.0640320397670133,1.0656300141042345
2006-01-27,0.010504420734317876,0.0,0.010504420734317876,1.0752090799875205,1.0768238401195025
2006-01-30,2.5132716533693425e-05,0.0,2.5132716533693425e-05,1.0752361029125423,1.0768509036278329
2006-01-31,-0.006479040964174776,0.0,-0.006479040964174776,1.0682696041556123,1.0698739425109196
2006-02-01,0.005968536334915275,0.0,0.005968536334915275,1.0746456101035007,1.0762595240105752
2006-02-02,-0.013276920631625043,0.0,-0.013276920631625043,1.0603776256310322,1.0619701117312563
2006-02-03,-0.007183486642325043,0.0,-0.007183486642325043,1.0527604171214913,1.0543414636190864
2006-02-06,0.0010248863838177133,0.0,0.0010248863838177133,1.0538393769384213,1.0554220438290443
2006-02-07,-0.007525872487549967,0.0,-0.007525872487549967,1.0459083161652236,1.0474790721066374
2006-02-08,0.00980777938514894,0.0,0.00980777938514894,1.0561663541872648,1.0577525157564198
2006-02-09,-0.003991150378589859,0.0,-0.003991150378589859,1.0519510354428965,1.053530866402704
2006-02-10,0.003117232129442593,0.0,0.003117232129442593,1.0552302110091796,1.056814966668814
2006-02-13,-0.004723898957096351,0.0,-0.004723898957096351,1.0502454101158967,1.0518226795499235
2006-02-14,0.010450469817575692,0.0,0.010450469817575692,1.0612209680753601,1.0628147207160015
2006-02-15,0.004382054053292683,0.0,0.004382054053292683,1.0658712957199539,1.067472032270814
2006-02-16,0.008000100061108517,0.0,0.008000100061108517,1.074398372737977,1.0760119153414154
2006-02-17,-0.004284451248467547,0.0,-0.004284451248467547,1.0697951652885482,1.0714017947473649
2006-02-21,-0.005079730596055931,0.0,-0.005079730596055931,1.0643608940559193,1.0659593622699175
2006-02-22,0.007995168901523386,0.0,0.007995168901523386,1.0728706391760727,1.0744818874134257
2006-02-23,-0.0018289513534724185,0.0,-0.0018289513534724185,1.0709084109684508,1.0725167123111592
2006-02-24,0.002590369052511354,0.0,0.002590369052511354,1.0736824589742975,1.0752949264110312
2006-02-27,0.0036088738496523162,0.0,0.0036088738496523162,1.07755724352332,1.0791755301516197
2006-02-28,-0.011129332641512224,0.0,-0.011129332641512224,1.065564750519878,1.067165026697982
2006-03-01,0.010288603357838965,0.0,0.010288603357838965,1.0765279235900715,1.078144664375035
2006-03-02,0.00017385088740292645,0.0,0.00017385088740292645,1.0767150789249018,1.0783321007816853
2006-03-03,-0.004970834569442961,0.0,-0.004970834569442961,1.0713629063891414,1.0729718902977796
2006-03-06,-0.005790587619649824,0.0,-0.005790587619649824,1.0651590856072524,1.066758752553589
2006-03-07,-0.0028453840499364277,0.0,-0.0028453840499364277,1.0621282989344207,1.0637234142139431
2006-03-08,0.0016320637443737792,0.0,0.0016320637443737792,1.0638617600229852,1.0654594786323233
2006-03-09,-0.007250836709211262,0.0,-0.007250836709211262,1.0561478721198845,1.057734005932479
2006-03-10,0.0069338227263860295,0.0,0.0069338227263860295,1.0634710142380135,1.0650681460212847
2006-03-13,0.002195889704088949,0.0,0.002195889704088949,1.065806279288776,1.067406918197286
2006-03-14,0.012436259002250635,0.0,0.012436259002250635,1.0790609222242362,1.0806814670927818
2006-03-15,0.005652240267070741,0.0,0.005652240267070741,1.0851600338194545,1.0867897383969607
2006-03-16,-0.0010607426874420177,0.0,-0.0010607426874420177,1.084008958248876,1.085636934129169
2006-03-17,0.0013761645473647887,0.0,0.0013761645473647887,1.085500732946244,1.0871309491892274
2006-03-20,-0.00040094057133480685,0.0,-0.00040094057133480685,1.0850655116621923,1.0866950742853436
2006-03-21,-0.007579950004801705,0.0,-0.007579950004801705,1.0768407693318582,1.0784579799517964
2006-03-22,0.005013633401554074,0.0,0.005013633401554074,1.0822396541811357,1.0838649729022551
2006-03-23,-0.0023238524769456977,0.0,-0.0023238524769456977,1.079724688880118,1.0813462306003017
2006-03-24,0.002070688444199509,0.0,0.002070688444199509,1.0819604623162988,1.0835853617441844
2006-03-27,-0.0009486286393340925,0.0,-0.0009486286393340925,1.0809340836351184,1.0825574416368706
2006-03-28,-0.00554085616368034,0.0,-0.00554085616368034,1.0749447833552765,1.0765591465638389
2006-03-29,0.010063116425665262,0.0,0.010063116425665262,1.0857620778613422,1.0873926865948256
2006-03-30,-0.0003075183807013772,0.0,-0.0003075183807013772,1.0854281860653312,1.0870582933566573
2006-03-31,-0.0006901355124049769,0.0,-0.0006901355124049769,1.0846790935279622,1.0863080758243575
2006-04-03,-0.00017156956706080272,0.0,-0.00017156956706080272,1.0844929956054858,1.0861216984180937
2006-04-04,0.006120173882078727,0.0,0.006120173882078727,1.0911302813124877,1.092768952069511
2006-04-05,0.00525044330102442,0.0,0.00525044330102442,1.0968591989885497,1.0985064734934717
2006-04-06,9.73964793576144e-05,0.0,9.73964793576144e-05,1.0969660292128822,1.0986134641565415
2006-04-07,-0.00996706263561079,0.0,-0.00996706263561079,1.0860325000905802,1.087663514946968
2006-04-10,0.0006574431108958721,0.0,0.0006574431108958721,1.0867465046759737,1.0883785918318427
2006-04-11,-0.008333086119132116,0.0,-0.008333086119132116,1.077690552462843,1.0793090392958882
2006-04-12,0.0013772330072812644,0.0,0.0013772330072812644,1.07917478346333,1.0807954993298634
2006-04-13,0.0002954277849748445,0.0,0.0002954277849748445,1.0794936016792094,1.0811147963502412
2006-04-17,-0.003410406373632624,0.0,-0.003410406373632624,1.075812089819747,1.0774277555581397
2006-04-18,0.016826270562395138,0.0,0.016826270562395138,1.0939139951173498,1.095556846484595
2006-04-19,0.002679761817811732,0.0,0.002679761817811732,1.0968454240734353,1.0984926778910469
