factor,coef,t_stat
alpha,-0.00207549006116614,-1.0026679447370936
MKT_RF,0.729489816670232,15.613326577492883
SMB,-0.18049478230837368,-2.316638880655255
HML,0.25138140146463234,4.571438529934991
