min_price,status,net_sharpe,net_cagr,net_max_drawdown
3.0,OK,0.9640898438954999,0.16564669917802366,-0.3606457410591247
5.0,OK,0.9640898438954999,0.16564669917802366,-0.3606457410591247
10.0,OK,0.9682990945566787,0.1664652540884215,-0.3606457410591245
cap_percentile_70_80_90,BLOCKED_BY_PIT_MARKET_CAP,,,
