audit_stocks,audit_events,eligible_events,rejected_events,missing_cash_amount,non_positive_cash_amount,missing_ex_date,future_final_cash_not_backfilled,invalid_ex_before_public,extreme_cash_per_share_gt_10
50,930,835,95,40,35,16,0,2,0
