signal_date,execution_date,action,code,rank_benefit
2020-09-14,2020-09-15,sell,512100,0.45945945945945943
2020-09-14,2020-09-15,buy,512690,0.45945945945945943
2020-09-28,2020-09-29,sell,512800,0.32432432432432434
2020-09-28,2020-09-29,buy,511010,0.32432432432432434
2020-10-13,2020-10-14,sell,512690,0.6216216216216217
2020-10-13,2020-10-14,buy,512100,0.6216216216216217
2020-10-27,2020-10-28,sell,511010,0.21621621621621623
2020-10-27,2020-10-28,buy,512400,0.21621621621621623
2020-11-03,2020-11-04,sell,512100,0.8421052631578948
2020-11-03,2020-11-04,buy,159949,0.8421052631578948
2020-11-24,2020-11-25,sell,159949,0.8421052631578947
2020-11-24,2020-11-25,buy,512690,0.8421052631578947
2020-12-01,2020-12-02,sell,512400,0.7894736842105263
2020-12-01,2020-12-02,buy,512880,0.7894736842105263
2020-12-15,2020-12-16,sell,512690,0.7948717948717948
2020-12-15,2020-12-16,buy,159915,0.7948717948717948
2020-12-22,2020-12-23,sell,512880,0.6153846153846154
2020-12-22,2020-12-23,buy,512010,0.6153846153846154
2021-01-13,2021-01-14,sell,512010,0.4615384615384615
2021-01-13,2021-01-14,buy,159949,0.4615384615384615
2021-01-20,2021-01-21,sell,159915,0.19999999999999996
2021-01-20,2021-01-21,buy,512800,0.19999999999999996
2021-02-03,2021-02-04,sell,159949,0.825
2021-02-03,2021-02-04,buy,512010,0.825
2021-02-10,2021-02-18,sell,512800,0.775
2021-02-10,2021-02-18,buy,512690,0.775
2021-03-03,2021-03-04,sell,512010,0.6
2021-03-03,2021-03-04,buy,515180,0.6
2021-03-10,2021-03-11,sell,512690,0.75
2021-03-10,2021-03-11,buy,512200,0.75
2021-03-31,2021-04-01,sell,515180,0.7619047619047619
2021-03-31,2021-04-01,buy,515210,0.7619047619047619
2021-04-08,2021-04-09,sell,512200,0.4285714285714285
2021-04-08,2021-04-09,buy,159995,0.4285714285714285
2021-04-29,2021-04-30,sell,515210,0.4418604651162791
2021-04-29,2021-04-30,buy,159915,0.4418604651162791
2021-05-11,2021-05-12,sell,159995,0.7441860465116279
2021-05-11,2021-05-12,buy,515220,0.7441860465116279
2021-06-01,2021-06-02,sell,515220,0.627906976744186
2021-06-01,2021-06-02,buy,512880,0.627906976744186
2021-06-08,2021-06-09,sell,159915,0.25
2021-06-08,2021-06-09,buy,159995,0.25
2021-06-23,2021-06-24,sell,512880,0.7777777777777777
2021-06-23,2021-06-24,buy,159801,0.7777777777777777
2021-07-14,2021-07-15,sell,159995,0.28260869565217395
2021-07-14,2021-07-15,buy,512400,0.28260869565217395
2021-07-21,2021-07-22,sell,159801,0.7391304347826086
2021-07-21,2021-07-22,buy,515220,0.7391304347826086
2021-08-11,2021-08-12,sell,512400,0.21276595744680848
2021-08-11,2021-08-12,buy,510500,0.21276595744680848
2021-08-18,2021-08-19,sell,515220,0.5957446808510638
2021-08-18,2021-08-19,buy,512660,0.5957446808510638
2021-09-01,2021-09-02,sell,510500,0.14893617021276595
2021-09-01,2021-09-02,buy,159949,0.14893617021276595
2021-09-08,2021-09-09,sell,512660,0.12765957446808507
2021-09-08,2021-09-09,buy,512200,0.12765957446808507
2021-09-24,2021-09-27,sell,159949,0.4042553191489362
2021-09-24,2021-09-27,buy,511260,0.4042553191489362
2021-10-08,2021-10-11,sell,512200,0.44680851063829785
2021-10-08,2021-10-11,buy,512690,0.44680851063829785
2021-10-22,2021-10-25,sell,511260,0.7021276595744681
2021-10-22,2021-10-25,buy,510500,0.7021276595744681
2021-11-05,2021-11-08,sell,512690,0.2127659574468086
2021-11-05,2021-11-08,buy,512480,0.2127659574468086
2021-11-12,2021-11-15,sell,510500,0.276595744680851
2021-11-12,2021-11-15,buy,512980,0.276595744680851
2021-12-03,2021-12-06,sell,512980,0.5638297872340425
2021-12-03,2021-12-06,buy,512400,0.5638297872340425
2021-12-17,2021-12-20,sell,512480,0.8297872340425532
2021-12-17,2021-12-20,buy,512980,0.8297872340425532
2021-12-24,2021-12-27,sell,512400,0.8723404255319148
2021-12-24,2021-12-27,buy,159985,0.8723404255319148
2022-01-17,2022-01-18,sell,512980,0.553191489361702
2022-01-17,2022-01-18,buy,512100,0.553191489361702
2022-01-24,2022-01-25,sell,159985,0.1914893617021276
2022-01-24,2022-01-25,buy,518850,0.1914893617021276
2022-02-14,2022-02-15,sell,512100,0.46808510638297873
2022-02-14,2022-02-15,buy,515220,0.46808510638297873
2022-02-21,2022-02-22,sell,518850,0.276595744680851
2022-02-21,2022-02-22,buy,518880,0.276595744680851
2022-03-07,2022-03-08,sell,515220,0.1063829787234043
2022-03-07,2022-03-08,buy,512200,0.1063829787234043
2022-03-14,2022-03-15,sell,518880,0.7021276595744681
2022-03-14,2022-03-15,buy,510500,0.7021276595744681
2022-03-28,2022-03-29,sell,512200,0.5319148936170213
2022-03-28,2022-03-29,buy,515220,0.5319148936170213
2022-04-06,2022-04-07,sell,510500,0.46808510638297873
2022-04-06,2022-04-07,buy,515180,0.46808510638297873
2022-04-27,2022-04-28,sell,515220,0.851063829787234
2022-04-27,2022-04-28,buy,518880,0.851063829787234
2022-05-09,2022-05-10,sell,515180,0.9361702127659575
2022-05-09,2022-05-10,buy,159985,0.9361702127659575
2022-05-23,2022-05-24,sell,518880,0.7446808510638299
2022-05-23,2022-05-24,buy,516160,0.7446808510638299
2022-05-30,2022-05-31,sell,159985,0.25531914893617025
2022-05-30,2022-05-31,buy,515220,0.25531914893617025
2022-06-21,2022-06-22,sell,515220,0.9574468085106383
2022-06-21,2022-06-22,buy,159949,0.9574468085106383
2022-06-28,2022-06-29,sell,516160,0.5319148936170213
2022-06-28,2022-06-29,buy,515790,0.5319148936170213
2022-07-12,2022-07-13,sell,159949,0.1063829787234043
2022-07-12,2022-07-13,buy,159915,0.1063829787234043
2022-07-26,2022-07-27,sell,515790,0.17021276595744683
2022-07-26,2022-07-27,buy,511010,0.17021276595744683
2022-08-02,2022-08-03,sell,159915,0.2978723404255319
2022-08-02,2022-08-03,buy,512200,0.2978723404255319
2022-08-16,2022-08-17,sell,511010,0.4042553191489361
2022-08-16,2022-08-17,buy,515220,0.4042553191489361
2022-08-23,2022-08-24,sell,512200,0.17021276595744683
2022-08-23,2022-08-24,buy,511260,0.17021276595744683
2022-09-14,2022-09-15,sell,511260,0.9574468085106383
2022-09-14,2022-09-15,buy,512200,0.9574468085106383
2022-09-21,2022-09-22,sell,515220,0.8297872340425532
2022-09-21,2022-09-22,buy,512100,0.8297872340425532
2022-10-12,2022-10-13,sell,512200,0.6170212765957448
2022-10-12,2022-10-13,buy,518880,0.6170212765957448
2022-11-02,2022-11-03,sell,512100,0.9574468085106383
2022-11-02,2022-11-03,buy,511010,0.9574468085106383
2022-11-09,2022-11-10,sell,518880,0.44680851063829785
2022-11-09,2022-11-10,buy,159995,0.44680851063829785
2022-11-23,2022-11-24,sell,511010,0.6041666666666667
2022-11-23,2022-11-24,buy,512980,0.6041666666666667
2022-11-30,2022-12-01,sell,159995,0.75
2022-11-30,2022-12-01,buy,512200,0.75
2022-12-14,2022-12-15,sell,512980,0.29166666666666663
2022-12-14,2022-12-15,buy,512100,0.29166666666666663
2022-12-28,2022-12-29,sell,512200,0.5625
2022-12-28,2022-12-29,buy,159928,0.5625
2023-01-05,2023-01-06,sell,512100,0.25
2023-01-05,2023-01-06,buy,511010,0.25
2023-01-19,2023-01-20,sell,159928,0.7708333333333333
2023-01-19,2023-01-20,buy,159883,0.7708333333333333
2023-02-09,2023-02-10,sell,511010,0.9791666666666666
2023-02-09,2023-02-10,buy,512100,0.9791666666666666
2023-02-23,2023-02-24,sell,159883,0.22916666666666663
2023-02-23,2023-02-24,buy,159998,0.22916666666666663
2023-03-16,2023-03-17,sell,512100,0.5625
2023-03-16,2023-03-17,buy,511010,0.5625
2023-04-07,2023-04-10,sell,511010,0.27083333333333337
2023-04-07,2023-04-10,buy,512980,0.27083333333333337
2023-04-14,2023-04-17,sell,159998,0.1875
2023-04-14,2023-04-17,buy,159995,0.1875
2023-05-10,2023-05-11,sell,159995,0.875
2023-05-10,2023-05-11,buy,510050,0.875
2023-05-17,2023-05-18,sell,512980,0.5416666666666666
2023-05-17,2023-05-18,buy,512880,0.5416666666666666
2023-05-31,2023-06-01,sell,510050,0.5
2023-05-31,2023-06-01,buy,512800,0.5
2023-06-07,2023-06-08,sell,512880,0.7083333333333333
2023-06-07,2023-06-08,buy,159985,0.7083333333333333
2023-06-21,2023-06-26,sell,512800,0.22916666666666663
2023-06-21,2023-06-26,buy,512720,0.22916666666666663
2023-06-30,2023-07-03,sell,159985,0.45833333333333337
2023-06-30,2023-07-03,buy,159998,0.45833333333333337
2023-07-14,2023-07-17,sell,512720,0.1875
2023-07-14,2023-07-17,buy,515180,0.1875
2023-07-21,2023-07-24,sell,159998,0.8333333333333333
2023-07-21,2023-07-24,buy,515220,0.8333333333333333
2023-08-04,2023-08-07,sell,515180,0.5
2023-08-04,2023-08-07,buy,512880,0.5
2023-08-11,2023-08-14,sell,515220,0.14583333333333326
2023-08-11,2023-08-14,buy,159985,0.14583333333333326
2023-09-01,2023-09-04,sell,512880,0.7916666666666666
2023-09-01,2023-09-04,buy,515220,0.7916666666666666
2023-09-08,2023-09-11,sell,159985,0.33333333333333326
