cutoff,observations,total_return,annual_return,annual_volatility,sharpe,sortino,max_drawdown,calmar,win_rate,profit_factor
2026-02-10,108,-0.006751049561321443,-0.015681605174938218,0.02770312970743833,-0.5660589738612705,-0.688794646230408,-0.017532430456005832,-0.8944341866513091,0.5370370370370371,0.8992340006800533
