date,turnover,cost,holdings,leverage
2015-01-30,0.0,0.0,0,1.3746666590372723
2015-02-27,1.5,0.00075,5,1.5
2015-03-31,2.3999999999999995,0.0011999999999999997,5,1.5
2015-04-30,2.3999999999999995,0.0011999999999999997,5,1.5
2015-05-29,1.7999999999999998,0.0009,5,1.5
2015-06-30,1.7743333307902018,0.000887166665395101,5,1.3716666539510092
2015-07-31,2.871666653951009,0.0014358333269755047,5,1.5
2015-08-31,2.1790000152587887,0.0010895000076293943,5,1.1316666920979817
2015-09-30,1.7950666936238604,0.0008975333468119302,5,1.105666669209798
2015-10-30,2.1634000015258787,0.0010817000007629395,5,1.5
2015-11-30,2.397600002288818,0.001198800001144409,5,1.4960000038146972
2015-12-31,2.35019998550415,0.0011750999927520752,5,1.4236666361490886
2016-01-29,2.1752666346232097,0.001087633317311605,5,1.2526666641235351
2016-02-29,2.0912666829427087,0.0010456333414713545,5,1.3396666844685872
2016-03-31,1.7679333368937173,0.0008839666684468587,5,1.5
2016-04-29,1.2014666684468587,0.0006007333342234293,5,1.4926666577657064
2016-05-31,2.395599994659424,0.001197799997329712,5,1.5
2016-06-30,2.367200012207032,0.0011836000061035158,5,1.4453333536783854
2016-07-29,1.789066670735677,0.0008945333353678386,5,1.5
2016-08-31,2.3999999999999995,0.0011999999999999997,5,1.5
2016-09-30,2.9999999999999996,0.0014999999999999998,5,1.5
2016-10-31,2.3761999893188475,0.0011880999946594236,5,1.4603333155314127
2016-11-30,2.3761999893188475,0.0011880999946594236,5,1.5
2016-12-30,2.3999999999999995,0.0011999999999999997,5,1.5
2017-01-31,2.3999999999999995,0.0011999999999999997,5,1.5
2017-02-28,2.4,0.0012,5,1.5
2017-03-31,2.3999999999999995,0.0011999999999999997,5,1.5
2017-04-28,1.7999999999999998,0.0009,5,1.5
2017-05-31,1.7999999999999998,0.0009,5,1.5
2017-06-30,1.7999999999999998,0.0009,5,1.5
2017-07-31,2.4,0.0012,5,1.5
2017-08-31,1.7999999999999998,0.0009,5,1.5
2017-09-29,1.7999999999999998,0.0009,5,1.5
2017-10-31,2.3999999999999995,0.0011999999999999997,5,1.5
2017-11-30,2.3999999999999995,0.0011999999999999997,5,1.5
2017-12-29,1.7999999999999998,0.0009,5,1.5
2018-01-31,1.7999999999999998,0.0009,5,1.5
2018-02-28,1.223933334350586,0.000611966667175293,5,1.3803333282470702
2018-03-29,1.132800000508626,0.000566400000254313,5,1.23766663869222
2018-04-30,1.7338666661580402,0.0008669333330790201,5,1.4863333384195963
2018-05-31,2.986333338419596,0.001493166669209798,5,1.5
2018-06-29,1.787666664123535,0.0008938333320617674,5,1.4383333206176758
2018-07-31,2.362999992370605,0.0011814999961853026,5,1.5
2018-08-31,2.3999999999999995,0.0011999999999999997,5,1.5
2018-09-28,2.3999999999999995,0.0011999999999999997,5,1.5
2018-10-31,2.721666653951009,0.0013608333269755043,5,1.221666653951009
2018-11-30,2.595333290100098,0.0012976666450500488,5,1.3736666361490886
2018-12-31,2.0068666330973306,0.0010034333165486653,5,1.0553333282470703
2019-01-31,1.6224000040690103,0.0008112000020345051,5,1.4113333384195963
2019-02-28,2.3468000030517575,0.0011734000015258788,5,1.5
2019-03-29,1.7999999999999998,0.0009,5,1.5
2019-04-30,1.2,0.0006,5,1.5
2019-05-31,2.3540000152587894,0.0011770000076293946,5,1.4233333587646484
2019-06-28,2.326666692097982,0.001163333346048991,5,1.4726666768391927
2019-07-31,1.7945333353678385,0.0008972666676839193,5,1.5
2019-08-30,2.3424000167846675,0.0011712000083923338,5,1.4040000279744467
2019-09-30,2.8300000508626297,0.0014150000254313148,5,1.4260000228881835
2019-10-31,2.35560001373291,0.001177800006866455,5,1.5
2019-11-29,2.3999999999999995,0.0011999999999999997,5,1.5
2019-12-31,1.7999999999999998,0.0009,5,1.5
2020-01-31,2.9836666742960607,0.0014918333371480303,5,1.4836666742960611
2020-02-28,1.683666674296061,0.0008418333371480305,5,1.0
2020-03-31,2.0,0.001,5,1.0
2020-04-30,1.6,0.0008,5,1.0
2020-05-29,2.0469999949137367,0.0010234999974568684,5,1.046999994913737
2020-06-30,0.4469999949137369,0.00022349999745686845,5,1.0
2020-07-31,1.374666659037272,0.000687333329518636,5,1.174666659037272
2020-08-31,0.9997333653767905,0.0004998666826883953,5,1.2346666971842448
2020-09-30,1.9092666880289715,0.0009546333440144858,5,1.1243333180745443
2020-10-30,1.7243333180745444,0.0008621666590372723,5,1.0
2020-11-30,1.5053333282470702,0.0007526666641235352,5,1.3053333282470703
2020-12-31,1.5535333251953125,0.0007767666625976562,5,1.240999984741211
2021-01-29,1.440999984741211,0.0007204999923706055,5,1.0
2021-02-26,1.637000020345052,0.000818500010172526,5,1.037000020345052
2021-03-31,1.9685333251953125,0.0009842666625976563,5,1.3463333129882813
2021-04-30,2.220799967447917,0.0011103999837239584,5,1.412999979654948
2021-05-28,2.289799995422363,0.0011448999977111817,5,1.4420000076293946
2021-06-30,1.7543999862670898,0.0008771999931335449,5,1.4659999847412108
2021-07-30,2.8759999593098957,0.0014379999796549478,5,1.4099999745686849
2021-08-31,2.8703332901000977,0.0014351666450500488,5,1.4603333155314127
2021-09-30,2.209133326212565,0.0011045666631062825,5,1.2480000178019206
2021-10-29,1.6985999806722005,0.0008492999903361003,5,1.4489999771118165
2021-11-30,1.6959333165486654,0.0008479666582743327,5,1.2346666971842448
2021-12-31,2.1631333541870124,0.0010815666770935062,5,1.422333335876465
2022-01-31,2.0691333389282227,0.0010345666694641113,5,1.078000005086263
2022-02-28,1.727133331298828,0.0008635666656494139,5,1.0803333282470704
2022-03-31,1.571733334859212,0.000785866667429606,5,1.355666669209798
2022-04-29,1.5557333374023434,0.0007778666687011717,5,1.0003333409627277
2022-05-31,1.7428666941324868,0.0008714333470662435,5,1.1426666895548503
2022-06-30,1.7794666926066078,0.0008897333463033039,5,1.0613333384195964
2022-07-29,1.892466672261556,0.0009462333361307779,5,1.2556666692097982
2022-08-31,1.4809333419799804,0.0007404666709899902,5,1.1263333638509114
2022-09-30,1.3263333638509114,0.0006631666819254556,5,1.0
2022-10-31,1.7416666666666667,0.0008708333333333334,5,1.1416666666666666
2022-11-30,1.4986666870117187,0.0007493333435058593,5,1.2703333536783854
2022-12-30,1.0312666447957357,0.0005156333223978679,5,1.2853333155314128
2023-01-31,1.5923999786376954,0.0007961999893188477,5,1.3353333155314129
2023-02-28,1.5956666437784832,0.0007978333218892417,5,1.3016666412353515
2023-03-31,2.146999969482422,0.001073499984741211,5,1.365999984741211
2023-04-28,1.7055333073933918,0.000852766653696696,5,1.4323333104451497
2023-05-31,1.7159333165486652,0.0008579666582743325,5,1.4180000305175782
2023-06-30,1.7836000061035153,0.0008918000030517577,5,1.5
2023-07-31,1.7999999999999998,0.0009,5,1.5
2023-08-31,2.3999999999999995,0.0011999999999999997,5,1.5
2023-09-29,2.353199996948242,0.0011765999984741208,5,1.421999994913737
2023-10-31,1.6903333282470703,0.0008451666641235352,5,1.3416666666666668
2023-11-30,2.305,0.0011525,5,1.5
