date,turnover,cost,holdings,leverage
2023-12-29,1.7999999999999998,0.0009,5,1.5
2024-01-31,1.7999999999999998,0.0009,5,1.5
2024-02-29,2.3999999999999995,0.0011999999999999997,5,1.5
2024-03-28,1.7999999999999998,0.0009,5,1.5
2024-04-30,1.2,0.0006,5,1.5
2024-05-31,1.7999999999999998,0.0009,5,1.5
2024-06-28,2.3999999999999995,0.0011999999999999997,5,1.5
2024-07-31,2.3461999893188477,0.0011730999946594238,5,1.4103333155314128
2024-08-30,2.3245333353678386,0.0011622666676839193,5,1.478333346048991
2024-09-30,2.339133364359538,0.001169566682179769,5,1.4346666971842448
2024-10-31,2.2276666895548503,0.001113833344777425,5,1.3216666539510091
2024-11-29,1.764333330790202,0.000882166665395101,5,1.5
2024-12-31,2.3520000076293943,0.0011760000038146972,5,1.4200000127156576
2025-01-31,2.3240000025431318,0.0011620000012715658,5,1.471999994913737
2025-02-28,2.249400011698405,0.0011247000058492026,5,1.2956666946411133
2025-03-31,2.5740000406901045,0.0012870000203450524,5,1.278333346048991
2025-04-30,1.994933344523112,0.0009974666722615561,5,1.1943333307902018
2025-05-30,2.0772666549682617,0.001038633327484131,5,1.3606666564941405
2025-06-30,1.7281333414713544,0.0008640666707356772,5,1.4560000101725261
2025-07-31,1.7752000172932942,0.0008876000086466471,5,1.484000015258789
2025-08-29,1.7968000030517577,0.0008984000015258788,5,1.5
2025-09-30,1.7925333277384439,0.0008962666638692219,5,1.46266663869222
2025-10-31,2.8989999771118162,0.0014494999885559083,5,1.4363333384195964
2025-11-28,2.292533327738444,0.001146266663869222,5,1.4269999821980794
2025-12-31,2.3561999893188483,0.0011780999946594242,5,1.5
2026-01-30,1.212533327738444,0.000606266663869222,5,1.4373333613077799
2026-02-27,1.7131333669026692,0.0008565666834513346,5,1.3790000279744465
2026-03-31,1.9790000279744466,0.0009895000139872232,5,1.0
2026-04-30,1.5730000178019206,0.0007865000089009602,5,1.3730000178019206
2026-05-29,1.749933344523112,0.000874966672261556,5,1.4753333409627278
2026-06-30,1.7576666768391926,0.0008788333384195964,5,1.4116666793823243
2026-07-31,1.7126666641235353,0.0008563333320617677,5,1.4303333282470703
