week_id,decision_timestamp,btc_asof_timestamp,btc_close,sma50,mom20,signal,target,execution_timestamp,execution_price,qqq_total_return,shy_total_return,strategy_return,cost,rule_id,row_hash,prev_row_hash,recorded_utc
2026-08-10,2026-08-10 12:00:00,2026-08-09 00:00:00,64927.0,63389.74,-0.005437946141355954,0,SHY,2026-08-10 09:30:00 ET,81.87999725341797,0.01111983970453112,0.0009765848735701077,-0.00032341512642989224,0.0013,BTC50_MOM20_QQQ_SHY_v1,b779c0c40f0b9b7d,,2026-08-22T04:10:07Z
