week_id,decision_timestamp,btc_asof_timestamp,btc_close,sma50,mom20,signal,target,execution_timestamp,execution_price,qqq_total_return,shy_total_return,strategy_return,cost,rule_id,row_hash,prev_row_hash,recorded_utc
2026-08-10,2026-08-10 12:00:00,2026-08-09 00:00:00,64927.0,63389.74,-0.0054379461413559,0,SHY,2026-08-10 09:30:00 ET,81.87999725341797,0.0111198397045311,0.0009765848735701,-0.0003234151264298,0.0013,BTC50_MOM20_QQQ_SHY_v1,b779c0c40f0b9b7d,,2026-08-22T04:10:07Z
2026-08-17,2026-08-17 12:00:00,2026-08-16 00:00:00,62921.0,63642.26,-0.013313470283832562,0,SHY,2026-08-17 09:30:00 ET,82.01000213623047,-0.024115344229945768,0.0,0.0,0.0,BTC50_MOM20_QQQ_SHY_v1,8ed48965c4a23006,b779c0c40f0b9b7d,2026-09-03T09:35:57Z
2026-08-24,2026-08-24 12:00:00,2026-08-22 00:00:00,78657.0,64962.76,0.2367258376440622,1,QQQ,2026-08-24 09:30:00 ET,709.6599731445312,0.010750704872041661,0.0004878741165328382,0.009450704872041662,0.0013,BTC50_MOM20_QQQ_SHY_v1,1b318367043fd804,8ed48965c4a23006,2026-09-03T09:35:57Z
