Date,gross_return,cost,net_return,equity_net,equity_gross
2000-04-03,0.005819319082971397,0.0,0.005819319082971397,1.1863821565534045,1.1863821565534045
2000-04-04,-0.007438705017659086,0.0,-0.007438705017659086,1.1775570096525896,1.1775570096525896
2000-04-05,-0.006244906471614464,0.0,-0.006244906471614464,1.1702032762623151,1.1702032762623151
2000-04-06,0.008693692054569269,0.0,0.008693692054569269,1.1803766631873878,1.1803766631873878
2000-04-07,0.006333129231491652,0.0,0.006333129231491652,1.1878521411371903,1.1878521411371903
2000-04-10,-0.003919932929922654,0.0,-0.003919932929922654,1.1831958404132674,1.1831958404132674
2000-04-11,-0.0029006155726672977,0.0,-0.0029006155726672977,1.1797638441330496,1.1797638441330496
2000-04-12,-0.027426108891480006,0.0,-0.027426108891480006,1.1474075124776255,1.1474075124776255
2000-04-13,-0.013885928870615571,0.0,-0.013885928870615571,1.1314746933737512,1.1314746933737512
2000-04-14,-0.05719227819251982,0.0,-0.05719227819251982,1.0667630779425235,1.0667630779425235
2000-04-17,0.034926511134307336,0.0,0.034926511134307336,1.104021390461951,1.104021390461951
2000-04-18,0.026421344714825157,0.0,0.026421344714825157,1.1331911201918867,1.1331911201918867
2000-04-19,-0.009301547099805796,0.0,-0.009301547099805796,1.1226506896143402,1.1226506896143402
2000-04-20,0.004803264787714312,0.0,0.004803264787714312,1.128043078140668,1.128043078140668
2000-04-24,-0.010865002233246157,0.0,-0.010865002233246157,1.115786887577472,1.115786887577472
2000-04-25,0.04152004350094507,0.0,0.04152004350094507,1.1621144076874725,1.1621144076874725
2000-04-26,-0.0112841311214118,0.0,-0.0112841311214118,1.1490009563330452,1.1490009563330452
2000-04-27,-0.003306551169795502,0.0,-0.003306551169795502,1.1452017258767861,1.1452017258767861
2000-04-28,-0.0062073955374429834,0.0,-0.0062073955374429834,1.1380930057941065,1.1380930057941065
2000-05-01,0.013568756353579792,0.0,0.013568756353579792,1.15353551249744,1.15353551249744
2000-05-02,-0.01997438127373674,0.0,-0.01997438127373674,1.1304943543580208,1.1304943543580208
2000-05-03,-0.023417157099473562,0.0,-0.023417157099473562,1.1040213904619511,1.1040213904619511
2000-05-04,0.0075489186530175445,0.0,0.0075489186530175445,1.1123555581297397,1.1123555581297397
2000-05-05,0.012119814377687721,0.0,0.012119814377687721,1.1258371010162613,1.1258371010162613
2000-05-08,-0.007511623873044937,0.0,-0.007511623873044937,1.1173802361711078,1.1173802361711078
2000-05-09,-0.008007195486622543,0.0,-0.008007195486622543,1.1084331541871972,1.1084331541871972
2000-05-10,-0.022556188075032124,0.0,-0.022556188075032124,1.0834311274927497,1.0834311274927497
2000-05-11,0.02285118046832557,0.0,0.02285118046832557,1.108188807712088,1.108188807712088
2000-05-12,0.010838049979674302,0.0,0.010838049979674302,1.1201994133969873,1.1201994133969873
2000-05-15,0.01728651063693354,0.0,0.01728651063693354,1.139563752472161,1.139563752472161
2000-05-16,0.009679460150450847,0.0,0.009679460150450847,1.1505941144031133,1.1505941144031133
2000-05-17,-0.010438943309096338,0.0,-0.010438943309096338,1.1385831276710794,1.1385831276710794
2000-05-18,-0.012271265002530951,0.0,-0.012271265002530951,1.1246112723840171,1.1246112723840171
2000-05-19,-0.015692455420286966,0.0,-0.015692455420286966,1.1069633601269788,1.1069633601269788
2000-05-22,-0.007528769881822384,0.0,-0.007528769881822384,1.098629287720974,1.098629287720974
2000-05-23,-0.014725990070528772,0.0,-0.014725990070528772,1.082450883738803,1.082450883738803
2000-05-24,0.016304365044581992,0.0,0.016304365044581992,1.1000995580901107,1.1000995580901107
2000-05-25,-0.017156999639683312,0.0,-0.017156999639683312,1.081225150368343,1.081225150368343
2000-05-26,0.0011336522925335935,0.0,0.0011336522925335935,1.082450883738803,1.082450883738803
2000-05-30,0.03260837806660066,0.0,0.03260837806660066,1.1177478513942838,1.1177478513942838
2000-05-31,0.002193305046076066,0.0,0.002193305046076066,1.1201994133969875,1.1201994133969875
2000-06-01,0.01750582885576346,0.0,0.01750582885576346,1.1398094326122417,1.1398094326122417
2000-06-02,0.01741927282546807,0.0,0.01741927282546807,1.1596640840879562,1.1596640840879562
2000-06-05,-0.0048620583573507625,0.0,-0.0048620583573507625,1.1540257296361969,1.1540257296361969
2000-06-06,-0.004460859630103564,0.0,-0.004460859630103564,1.148877782846762,1.148877782846762
2000-06-07,0.006934203588542465,0.0,0.006934203588542465,1.1568443352913746,1.1568443352913746
2000-06-08,-0.003919434083686002,0.0,-0.003919434083686002,1.1523101601741146,1.1523101601741146
2000-06-09,-0.002127353870390203,0.0,-0.002127353870390203,1.1498587886949783,1.1498587886949783
