version,dropped,cagr,final_wealth,sharpe,max_drawdown,rel_spy_relative_cagr
base_12_1_top3,XLB,0.0898383862169474,9.655253951205445,0.46424442201436683,-0.4617693800461241,0.006808398471602528
composite_6_1_12_1_top3,XLB,0.08142711320510232,7.871825594858248,0.42008914016223,-0.43400202060710946,-0.0008458037148383335
composite_top3_buffer,XLB,0.08753294534116485,9.131107858091989,0.45254330759237255,-0.42281513161518725,0.0047955083311290725
base_12_1_top3,XLE,0.07117915429678101,6.12469328508191,0.3709210361375538,-0.4639704589106032,-0.010186714077654813
composite_6_1_12_1_top3,XLE,0.07618543567436564,6.925606288815224,0.3944954836522057,-0.4219702357294558,-0.005560705626386997
composite_top3_buffer,XLE,0.08548699560205697,8.688975086007721,0.442310406418645,-0.40290903937994205,0.003034315625941142
base_12_1_top3,XLF,0.08798595606985882,9.231890471101138,0.4498090467850742,-0.46336086824041334,0.005097096820589231
composite_6_1_12_1_top3,XLF,0.08320343961939392,8.219820258220992,0.43027070653605537,-0.4570801335723498,0.0007953831660336697
composite_top3_buffer,XLF,0.09321637510831704,10.475834530375284,0.4794261253651999,-0.44556956916099943,0.010046553576621209
base_12_1_top3,XLI,0.08383678290930585,8.347439171967507,0.4287278223551706,-0.46336086824041367,0.001380542903641091
composite_6_1_12_1_top3,XLI,0.07634858372403275,6.953332357114134,0.3923108212347492,-0.4453950749001613,-0.005537968336945531
composite_top3_buffer,XLI,0.0848408682398285,8.55367791316103,0.4345032344585978,-0.48285988597551777,0.002308239332896145
base_12_1_top3,XLK,0.07775176465979361,7.196244562453455,0.40091987286405845,-0.46336086824041367,-0.004631657591048111
composite_6_1_12_1_top3,XLK,0.07899016549049298,7.4173956618177845,0.40821287101824094,-0.46282150936335065,-0.0034879202087390038
composite_top3_buffer,XLK,0.08009834544282302,7.620823576632045,0.41542113800622327,-0.4578194720355704,-0.0024644496115093784
base_12_1_top3,XLP,0.08992450366183768,9.675383249782234,0.44394377707274335,-0.5363923815982232,0.006887955007568891
composite_6_1_12_1_top3,XLP,0.09005114814688131,9.705058796331144,0.44661187475633224,-0.5069311983803905,0.007122131059286385
composite_top3_buffer,XLP,0.09447284290633817,10.797849501657039,0.46635207979277815,-0.503357708632783,0.01120743169550753
base_12_1_top3,XLU,0.09165557936999269,10.088676762873336,0.4587632196149613,-0.4732387525319546,0.00848714767998926
composite_6_1_12_1_top3,XLU,0.09393209439242955,10.658112872308148,0.47153148836770886,-0.46978630816084843,0.010707822299544034
composite_top3_buffer,XLU,0.09902031331810912,12.044800860791236,0.4944841164522047,-0.4592293845319383,0.01540893921175357
base_12_1_top3,XLV,0.09582507073332125,11.155040791092057,0.48062625032628475,-0.470883019514885,0.012338983855925134
composite_6_1_12_1_top3,XLV,0.08291543931725331,8.162410901897804,0.41686844693504577,-0.4854541812607107,0.00021214439631300763
composite_top3_buffer,XLV,0.09853250577757988,11.904680547461153,0.49307556096866384,-0.47772174160578995,0.014636520452222967
base_12_1_top3,XLY,0.09110369927489392,9.95510554302061,0.4675671867882683,-0.46336086824041345,0.007977312899234867
composite_6_1_12_1_top3,XLY,0.08312483736493648,8.204113428632843,0.4277532862493836,-0.45708013357234956,0.0007227608215227832
composite_top3_buffer,XLY,0.08438684376264582,8.459821463824312,0.43277860001652413,-0.4566239403471335,0.001888756173972439
