run,cagr,volatility,sharpe,max_drawdown,average_exposure
20260810T090259Z_run_baseline_1x_244ab4032384,0.08768389605452942,0.15660630933088046,0.615102179240373,-0.3112530532818196,0.9869684499314129
20260810T090303Z_run_vix_deleverage_244ab4032384,0.08768389605452942,0.15660630933088046,0.615102179240373,-0.3112530532818196,0.9869684499314129
20260810T090306Z_run_vix_original_244ab4032384,0.07922857803320604,0.19306081437494138,0.49167095521424303,-0.35795045724964625,1.3573079558774985
