date,SPY,QQQ,TQQQ,rsi_spy,rsi_qqq,rsi_tqqq,rsi_sqqq,rsi_uvxy,rsi_tecs,rsi_bsv,spy_sma_200,qqq_sma_20,tqqq_sma_20,regime,branch_id,branch_path,raw_target,paper_target,weights_json,implied_underlying_beta,exposure_target_beta,three_x_etf_weight,uvxy_overlay,previous_raw_target,target_changed,version
2026-08-24,763.469970703125,706.3200073242188,69.01000213623047,49.17122618404392,43.32548163386797,41.596219824804066,55.61137327353567,31.656778873002608,57.302304617429655,56.80239974195971,705.4515609741211,710.3985015869141,70.82000007629395,BULL,B3,SPY > SPY_SMA200 → QQQ_RSI <= 80,TQQQ,TQQQ,"{""BSV"": 0.5, ""TQQQ"": 0.5}",1.5,1.5,0.5,,,True,PAPER_V1
