date,gross_return,cost,net_return,equity_net,equity_gross
2008-06-02,0.005895102337374181,0.0004999999999999999,0.005395102337374181,1.0053951023373742,1.0058951023373741
2008-06-03,-0.011836661851772429,0.0,-0.011836661851772429,0.9934945804835785,0.9939886621526526
2008-06-04,-0.006205215601197522,0.0,-0.006205215601197522,0.9873297324130565,0.9878207481988495
2008-06-05,0.017132646685771434,0.0,0.017132646685771434,1.0042453038808468,1.0047447320666147
2008-06-06,0.003750706535002867,0.0,0.003750706535002867,1.0080119333048585,1.0085132346991867
2008-06-09,0.006154370466765562,0.0,0.006154370466765562,1.0142156121773371,1.0147199987661615
2008-06-10,-0.018212781202011606,0.0,-0.018212781202011606,0.995743925141087,0.9962391254473278
2008-06-11,0.008346162097798896,0.0,0.008346162097798896,1.0040545653482131,1.0045538986764806
2008-06-12,-0.011208518841860275,0.0,-0.011208518841860275,0.9928006008342519,0.9932943373755011
2008-06-13,0.005329680533896219,0.0,0.005329680533896219,0.9980919108705587,0.9985882788698407
2008-06-16,0.0061996661699182,0.0,0.0061996661699182,1.004279747524852,1.004779192840027
2008-06-17,0.0067354357857740185,0.0,0.0067354357857740185,1.011044009275259,1.011546818572283
2008-06-18,0.005602728348995955,0.0,0.005602728348995955,1.016708614208108,1.0172142406090345
2008-06-19,-0.007788833896715846,0.0,-0.007788833896715846,1.008789639690681,1.009291327851557
2008-06-20,-7.445160635139499e-05,0.0,-7.445160635139499e-05,1.0087145336815353,1.0092161844909218
2008-06-23,0.0065432195856281496,0.0,0.0065432195856281496,1.015314774374628,1.0158197075954156
2008-06-24,-0.005140972701192565,0.0,-0.005140972701192565,1.0100950688364507,1.0105974062093341
2008-06-25,-0.001447707322435948,0.0,-0.001447707322435948,1.0086327468089398,1.00913435694433
2008-06-26,0.010148622565988601,0.0,0.010148622565988601,1.018868979864,1.0193756806513297
2008-06-27,0.006517689400310133,0.0,0.006517689400310133,1.0255096514143645,1.0260196547200446
2008-06-30,0.00446308828606865,0.0,0.00446308828606865,1.0300865915268422,1.0305988710223017
2008-07-01,0.006396604637631775,0.0,0.006396604637631775,1.0366756481953652,1.0371912045402212
2008-07-02,-0.008576072384597221,0.0,-0.008576072384597221,1.0277850427970925,1.0282961776934167
2008-07-03,-0.009326081906508403,0.0,-0.009326081906508403,1.0181998353056825,1.0187062033160985
2008-07-07,-0.012006170117304402,0.0,-0.012006170117304402,1.005975154869591,1.0064754433395322
2008-07-08,-0.007358406309224574,0.0,-0.007358406309224574,0.9985727809430754,0.999069388087183
2008-07-09,-0.004035881722397383,0.0,-0.004035881722397383,0.9945426593079838,0.9950372622043953
2008-07-10,0.018688269537425008,0.0,0.018688269537425008,1.0131289405915989,1.0136327867602526
2008-07-11,0.004168976084243464,0.0,0.004168976084243464,1.01735265091518,1.0178585976064611
2008-07-14,0.0050676920968595945,0.0,0.0050676920968595945,1.0225082809039419,1.0230167915772719
2008-07-15,-0.013778812344296181,0.0,-0.013778812344296181,1.0084193311808776,1.0089208351810646
2008-07-16,-0.015250914104032684,0.0,-0.015250914104032684,0.993040014580192,0.9935338701859493
2008-07-17,-0.006918673011839576,0.0,-0.006918673011839576,0.9861694954316392,0.9866599342119452
2008-07-18,0.006295991367402691,0.0,0.006295991367402691,0.9923784100616728,0.9928719366403058
2008-07-21,0.013669539445010193,0.0,0.013669539445010193,1.0059437658823873,1.0064440387420541
2008-07-22,-0.019098492496430485,0.0,-0.019098492496430485,0.9867317564178515,0.9872224748200619
2008-07-23,-0.02198495167858849,0.0,-0.02198495167858849,0.9650385064332763,0.9655184364151262
2008-07-24,0.0020255484540225906,0.0,0.0020255484540225906,0.9669932386880544,0.9674741407913372
2008-07-25,0.0024078958866675768,0.0,0.0024078958866675768,0.9693216577299267,0.9698037177954059
2008-07-28,0.001542243123395731,0.0,0.001542243123395731,0.9708165873909194,0.9712993909102196
2008-07-29,-0.008531437028335415,0.0,-0.008531437028335415,0.9625341268095303,0.9630128113210085
2008-07-30,0.0168139223724999,0.0,0.0168139223724999,0.9787181008985878,0.9792048339742828
2008-07-31,-0.012221572072308378,0.0,-0.012221572072308378,0.966756627089983,0.9672374115223134
2008-08-01,-0.0004400669359684085,0.00035,-0.0007900669359684085,0.9659928246437909,0.9668117623182707
2008-08-04,-0.005780361351797552,0.0,-0.005780361351797552,0.9604090370541061,0.9612232409729028
2008-08-05,-0.009952364803171677,0.0,-0.009952364803171677,0.9508506959570808,0.9516567966214535
2008-08-06,0.002271277680945161,0.0,0.002271277680945161,0.9530103419207194,0.9538182734635396
2008-08-07,0.0012431933453348584,0.0,0.0012431933453348584,0.9541951180358307,0.9550040539937684
2008-08-08,-0.006965183338514313,0.0,-0.006965183338514313,0.9475489740979959,0.9483522756686774
2008-08-11,-0.015314103725173082,0.0,-0.015314103725173082,0.9330381108239778,0.9338291105510834
2008-08-12,-0.00040894659213806513,0.0,-0.00040894659213806513,0.9326565480682214,0.9334472243186842
2008-08-13,0.004029758696405322,0.0,0.004029758696405322,0.9364149289035587,0.9372087913885179
2008-08-14,-0.00854120781397219,0.0,-0.00854120781397219,0.9284168143956875,0.9292038963361868
2008-08-15,-0.006247137100181582,0.0,-0.006247137100181582,0.9226168672700438,0.9233990322017518
2008-08-18,0.005930515612774923,0.0,0.005930515612774923,0.9280884610059983,0.9288752645790456
2008-08-19,0.0071184270656231,0.0,0.0071184270656231,0.9346949910261159,0.9354873954030128
2008-08-20,-0.0005904351221556526,0.0,-0.0005904351221556526,0.9341431142749111,0.934935050788433
2008-08-21,0.009083600242408651,0.0,0.009083600242408651,0.942628496894183,0.9434276270424111
2008-08-22,-0.006161521188722135,0.0,-0.006161521188722135,0.9368204714374763,0.9376146777283635
2008-08-25,0.0016090521429603434,0.0,0.0016090521429603434,0.9383278644246119,0.9391233486348334
2008-08-26,0.0014911937490682866,0.0,0.0014911937490682866,0.9397270930706184,0.9405237635019217
2008-08-27,0.0010953802678119074,0.0,0.0010953802678119074,0.9407564515854963,0.9415539946738699
2008-08-28,0.003098773858029857,0.0,0.003098773858029857,0.9436716430844424,0.9444716575784889
2008-08-29,-0.0025574840523068573,0.0,-0.0025574840523068573,0.9412582179066398,0.9420561863763761
2008-09-02,-0.007846252504487106,0.00035,-0.008196252504487106,0.9335434278807534,0.9346645756646529
2008-09-03,0.0023450728550091114,0.0,0.0023450728550091114,0.9357326552324488,0.9368564321895827
2008-09-04,0.004554240771465346,0.0,0.004554240771465346,0.9399942070420999,0.9411231019500701
2008-09-05,-0.0008792946431645356,0.0,-0.0008792946431645356,0.9391676751712421,0.940295577447967
2008-09-08,0.0015438839221727186,0.0,0.0015438839221727186,0.9406176410451632,0.9417472846720789
2008-09-09,0.005001929258562515,0.0,0.005001929258562515,0.9453225439450271,0.946457837969452
2008-09-10,-0.0029129352696904754,0.0,-0.0029129352696904754,0.9425688805655361,0.9437008675519558
2008-09-11,-0.000850479662800818,0.0,-0.000850479662800818,0.9417672449018262,0.9428982691563353
2008-09-12,-0.006126541146779717,0.0,-0.006126541146779717,0.9359974691252458,0.9371215641131218
2008-09-15,0.018287932092729754,0.0,0.018287932092729754,0.9531149272795754,0.9542595796402553
2008-09-16,-0.0005951417538185375,0.0,-0.0005951417538185375,0.9525476887901635,0.95369165992043
2008-09-17,0.006214376850033098,0.0,0.006214376850033098,0.9584671790959336,0.9596182592939092
2008-09-18,-0.010104086034825316,0.0,-0.010104086034825316,0.948782744256792,0.9499221938414143
2008-09-19,-0.018362937811676836,0.0,-0.018362937811676836,0.9313603057272124,0.9324788316699728
2008-09-22,-0.0005992122313681686,0.0,-0.0005992122313681686,0.9308022232402099,0.9319200789485442
2008-09-23,-0.0003599912343106082,0.0,-0.0003599912343106082,0.9304671425989666,0.9315845958890446
2008-09-24,0.0015256787583314058,0.0,0.0015256787583314058,0.9318867365537551,0.9330058947185812
2008-09-25,-0.001422452866529139,0.0,-0.001422452866529139,0.9305611715940638,0.9316787378091502
2008-09-26,0.0028201350862738783,0.0,0.0028201350862738783,0.9331854798040005,0.9343061977067812
2008-09-29,0.016298378092031152,0.0,0.016298378092031152,0.9483948895838396,0.9495338733707344
2008-09-30,-0.014246444261275725,0.0,-0.014246444261275725,0.9348836346517047,0.9360063919695649
2008-10-01,0.006842190215522914,0.0,0.006842190215522914,0.941280286309371,0.942410725746366
2008-10-02,0.004641629767101025,0.0,0.004641629767101025,0.9456493609054899,0.9467850474238256
2008-10-03,0.004406307745099435,0.0,0.004406307745099435,0.9498161830085962,0.9509568737112337
2008-10-06,0.009124076147605764,0.0,0.009124076147605764,0.9584823781885947,0.959633476640064
2008-10-07,-0.001371350373196884,0.0,-0.001371350373196884,0.9571679630215632,0.9583174829137414
2008-10-08,-0.009678047622485907,0.0,-0.009678047622485907,0.9479044458927226,0.9490428406766414
2008-10-09,-0.006002331367669521,0.0,-0.006002331367669521,0.9422148093035874,0.9433463710647858
2008-10-10,-0.006314751938415352,0.0,-0.006314751938415352,0.9362649565101339,0.9373893727395074
2008-10-13,-0.008072011881432566,0.0,-0.008072011881432566,0.9287074146570151,0.9298227545852255
2008-10-14,-0.00338086467361377,0.0,-0.00338086467361377,0.9255675805666781,0.926679149681526
2008-10-15,0.006280507169871318,0.0,0.006280507169871318,0.9313806143926275,0.9324991647252711
2008-10-16,-0.0018524611250334668,0.0,-0.0018524611250334668,0.9296552680118554,0.9307717462734914
2008-10-17,-0.0008523477923620621,0.0,-0.0008523477923620621,0.9288628783965077,0.9299784050303621
2008-10-20,0.003906207230230807,0.0,0.003906207230230807,0.9324912092879931,0.9336110934000501
