partition,total_return,annual_return,annual_volatility,sharpe,sortino,max_drawdown,calmar,win_rate,profit_factor,observations
IS,1.5025403538399908,0.04823569217956036,0.5061626556303558,0.09529682137353547,0.1977263526852283,-0.49774037499484913,0.09690934190351652,0.33584674954147137,1.1735524453965043,4907
OOS,0.07349870940453251,0.06138582288587324,0.2990318412998519,0.205281894459925,0.22913740898689902,-0.3474117749478287,0.17669471017524271,0.5366666666666666,1.0700983508977522,300
