partition,total_return,annual_return,annual_volatility,sharpe,sortino,max_drawdown,calmar,win_rate,profit_factor,observations
IS,5.154732996639967,0.09781712873509885,0.4748006593445499,0.20601725547334512,0.4608591933112975,-0.3875334326671185,0.25240952261045646,0.3450173221927858,1.2135606770732394,4907
OOS,-0.20616916775963057,-0.17629540484589667,0.4570990685265671,-0.3856831417621893,-0.35763806346578586,-0.5393889604230663,-0.326842812481035,0.51,0.9643126874573847,300
