,frozen_80_20_spy_dc,exp_80_20_vti_dc
2022-10-03,0.021134951253973532,0.020340607428229164
2022-10-04,0.024809330890842408,0.02571132077875591
2022-10-05,-0.0018626926463461092,-0.0015161731202238517
2022-10-06,-0.008192552161533674,-0.007578037425633967
2022-10-07,-0.022295093059620456,-0.02285892501295477
2022-10-10,-0.006108167816456356,-0.006359666522754037
2022-10-11,-0.005046568525283401,-0.005108590369312882
2022-10-12,-0.002678634495999499,-0.0022203884976324194
2022-10-13,0.02117252102017253,0.019915058608034598
2022-10-14,-0.018190963519458595,-0.018811708999618752
2022-10-17,0.020537547685317483,0.021337607219232613
2022-10-18,0.009439504872556537,0.009811485656344933
2022-10-19,-0.005669025790190773,-0.006821950371674768
2022-10-20,-0.006668274064553659,-0.0068838233535462034
2022-10-21,0.019480951107288428,0.018460835589322457
2022-10-24,0.00980927578725761,0.008639002991844036
2022-10-25,0.012754881831435007,0.014459488578280279
2022-10-26,-0.006027198298393466,-0.004934193886993144
2022-10-27,-0.004172388440617825,-0.0036550927862712525
2022-10-28,0.01903246806221408,0.018611544580354834
2022-10-31,-0.005778681198096259,-0.005161730434076884
2022-11-01,-0.0034784996308418583,-0.002451666870022829
2022-11-02,-0.02003711111858331,-0.021011680025976844
2022-11-03,-0.008157507420317423,-0.007565780235269415
2022-11-04,0.011534413854493098,0.010312677947278326
2022-11-07,0.007672533657663117,0.007302785383938826
2022-11-08,0.004336245793948735,0.004215928175045747
2022-11-09,-0.016421727695281916,-0.017178998809309887
2022-11-10,0.04398324540127719,0.04528201436258113
2022-11-11,0.007762595935886263,0.008175755089940995
2022-11-14,-0.006805107165786528,-0.007234145744548681
2022-11-15,0.006822921469087184,0.008106789607189847
2022-11-16,-0.006122809688686726,-0.008165223555062174
2022-11-17,-0.00234813294470575,-0.0032481283162903553
2022-11-18,0.0036325461857352084,0.00376712992985766
2022-11-21,-0.0028692433013761233,-0.0033469964943915187
2022-11-22,0.010825535653855535,0.010546832052359224
2022-11-23,0.005081350255733242,0.0049157189602460965
2022-11-25,-0.00015930689540042398,0.0006157348802858342
2022-11-28,-0.01272549746184599,-0.012940017299870155
2022-11-29,-0.001374077989415734,-0.0012508323396571931
2022-11-30,0.025220250619019315,0.024671310544416937
2022-12-01,-0.0005025400544305114,0.000556470765924555
2022-12-02,-0.0009032010052153927,-0.0007245781973691968
2022-12-05,-0.014331485390902853,-0.015666406856193804
2022-12-06,-0.01149184251440656,-0.011961236655774289
2022-12-07,-0.0013810289304696521,-0.0013197087140506714
2022-12-08,0.00636716363141141,0.007015450542792978
2022-12-09,-0.005976209094816643,-0.006694885621663183
2022-12-12,0.011573757393527551,0.011549791993813053
2022-12-13,0.00607573288405896,0.0059940496885849456
2022-12-14,-0.0051148244786173086,-0.0044573556939969455
2022-12-15,-0.019495312800446696,-0.019855865780075945
2022-12-16,-0.009424958088589187,-0.009132529301957694
2022-12-19,-0.0067836109543354395,-0.008054279816873743
2022-12-20,0.0011345521670427018,0.0017174539411904943
2022-12-21,0.011962131817348133,0.012095144717037744
2022-12-22,-0.011292961681252113,-0.011226637042434873
2022-12-23,0.004601836481634547,0.004412279537807185
2022-12-27,-0.003094812304653205,-0.0032833235652611763
2022-12-28,-0.009922361233189304,-0.010052488673715132
2022-12-29,0.014479951397559665,0.014786141391599684
2022-12-30,-0.0021072011754953435,-0.0020452112858358575
2023-01-03,-0.0033277527751486074,-0.003223615144444381
2023-01-04,0.006156105827765091,0.007080313636290159
2023-01-05,-0.009050739299711851,-0.00929008395571258
2023-01-06,0.01838552522671404,0.01769589744882958
2023-01-09,-0.00045357253431772555,0.00032970109525374267
2023-01-10,0.005610433263683734,0.006305419153148928
2023-01-11,0.010118271330297947,0.01054957028025645
2023-01-12,0.0030522555354724813,0.0040137797103710245
2023-01-13,0.0031235364467242952,0.003433991500705802
2023-01-17,-0.0014853179826947562,-0.0010997514177532254
2023-01-18,-0.012570564872340696,-0.012554678590577106
2023-01-19,-0.005784128481307694,-0.006470082575111214
2023-01-20,0.014943104111955341,0.015381678079921413
2023-01-23,0.009598927477732389,0.010142986603988113
2023-01-24,-0.0007989672587628061,-0.0012517897275631908
2023-01-25,0.000319890984069593,0.00041799849457215823
2023-01-26,0.008852103453148664,0.008296668440587452
2023-01-27,0.00185797366152467,0.0032495494481465273
2023-01-30,-0.009977579302570394,-0.010649458290174607
2023-01-31,0.0117624666162234,0.012802612295157091
2023-02-01,0.009518494535433441,0.010760154235565745
2023-02-02,0.009614518043632704,0.009915806225417424
2023-02-03,-0.011003046567372044,-0.01076618725095887
2023-02-06,-0.004680808569392092,-0.005796277061220156
2023-02-07,0.010574954453964858,0.010195419503119241
2023-02-08,-0.008488913804357625,-0.008281984944766764
2023-02-09,-0.007678109818761393,-0.008523877992311036
2023-02-10,0.0020683496397211677,0.0016475788810592085
2023-02-13,0.008902865445106267,0.009033424584278082
2023-02-14,-0.0003016134186834885,0.0003750174403074125
2023-02-15,0.0016333883741889267,0.002620564191420216
2023-02-16,-0.011056232579507441,-0.01071017290899593
2023-02-17,-0.0016856872919417622,-0.002020571807454829
2023-02-21,-0.016402685660336192,-0.016932861856778704
2023-02-22,-0.0016445086349430537,-0.001219296615602228
2023-02-23,0.004242503059136715,0.004252982342034151
2023-02-24,-0.009255707905491583,-0.009632673725352536
2023-02-27,0.0031263938021361517,0.0032492629286496656
2023-02-28,-0.0024803610219523375,-0.002201183608805668
2023-03-01,-0.0024716562548607766,0.0025217962211319667
2023-03-02,0.006321712689827308,0.001339780343575825
2023-03-03,0.012850223631008474,0.01303987641988329
2023-03-06,0.0005341269592016751,-0.0010811092273150357
2023-03-07,-0.012203122101816,-0.011863375859817537
2023-03-08,0.0013257527629417787,0.0010586910592205179
2023-03-09,-0.014700067396246965,-0.01573830729754655
2023-03-10,-0.0115036595837831,-0.013431186929854323
2023-03-13,-0.00108025705381265,-0.0032517650972951006
2023-03-14,0.013263856451298706,0.014297222786143093
2023-03-15,-0.004923838912367229,-0.006086905291060907
2023-03-16,0.01407595276147702,0.013868465399915266
2023-03-17,-0.009334118883424836,-0.010296752902920935
2023-03-20,0.007712416148001488,0.00698752997105283
2023-03-21,0.010564166961211765,0.011477309528220703
2023-03-22,-0.01365702329903351,-0.014321324339146258
2023-03-23,0.0022422110047885632,0.001537562828095096
2023-03-24,0.005329300031157525,0.005107729468698397
2023-03-27,0.0014558880082346183,0.001991205981608468
2023-03-28,-0.001735909466822916,-0.001074749801352093
2023-03-29,0.011647823903749254,0.011544152359259896
2023-03-30,0.004723963305915958,0.004360055613636816
2023-03-31,0.011295647810358612,0.012075325555654583
2023-04-03,0.0033476572055381243,0.0024157957547728984
2023-04-04,-0.0025561007055115437,-0.003473473975314268
2023-04-05,-0.0021339650349475937,-0.0029517082531228425
2023-04-06,0.0024359942373622934,0.00196210778159267
2023-04-10,9.088782684405492e-05,0.0010807451831559068
2023-04-11,0.0008459945575099438,0.001455955881608706
2023-04-12,-0.0027509706143744707,-0.0028648317851204586
