portfolio,status,gross_cagr,gross_volatility,gross_sharpe,gross_sortino,gross_max_drawdown,gross_calmar,gross_worst_month,gross_worst_year,gross_month_win_rate,gross_year_win_rate,net_cagr,net_volatility,net_sharpe,net_sortino,net_max_drawdown,net_calmar,net_worst_month,net_worst_year,net_month_win_rate,net_year_win_rate,rel_beta,rel_excess_mean,rel_tracking_error,rel_information_ratio,rel_up_capture,rel_down_capture,rel_relative_max_dd,rel_relative_underwater_days,abs_longest_underwater_days,abs_current_drawdown,one_way_turnover,annualized_turnover,cost_total,cost_drag_cagr_approx,avg_holdings
P0,OK,0.13937094757076385,0.17939040528366104,0.8174647039706843,0.9992874831033521,-0.35000301377485,0.3981992785365512,-0.13885706943354947,-0.1952344267689592,0.6762589928057554,0.8333333333333334,0.13937094757076385,0.17939040528366104,0.8174647039706843,0.9992874831033521,-0.35000301377485,0.3981992785365512,-0.13885706943354947,-0.1952344267689592,0.6762589928057554,0.8333333333333334,1.0000000000000002,0.0,0.0,,1.0,1.0,0.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,
P1,OK,0.13626649515347222,0.15795664388855657,0.888158733145964,1.0929619058826756,-0.3041528494894117,0.4480197880185107,-0.10596654271259198,-0.15279244391038427,0.6906474820143885,0.8333333333333334,0.13626649515347222,0.15795664388855657,0.888158733145964,1.0929619058826756,-0.3041528494894117,0.4480197880185107,-0.10596654271259198,-0.15279244391038427,0.6906474820143885,0.8333333333333334,0.8696557854863646,-0.006304741815750762,0.03402103719325717,-0.18531891840735346,0.8893592984918635,0.8783604043517648,-0.12195972066045713,2636.0,494.0,0.0,0.0,0.0,0.0,0.0,
P2,SKIPPED_NO_QUALIFIED_EQUITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,SKIPPED_NO_QUALIFIED_EQUITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,OK,0.13244514629666404,0.1600048021539494,0.857777829649566,1.0580145033425241,-0.31385009360835003,0.42200129614089216,-0.11470716806872205,-0.16471470770243257,0.6834532374100719,0.8333333333333334,0.13244514629666404,0.1600048021539494,0.857777829649566,1.0580145033425241,-0.31385009360835003,0.42200129614089216,-0.11470716806872205,-0.16471470770243257,0.6834532374100719,0.8333333333333334,0.8839776859972283,-0.009249276280763453,0.029814982701694522,-0.3102224265331462,0.9062403771702296,0.901383833121512,-0.1357837835351441,2636.0,501.0,0.0,0.0,0.0,0.0,0.0,
P5,SKIPPED_INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP_80_20_VTI_DC,OK,0.13262266778377518,0.16056821481560796,0.8563221237195453,1.0542397486743678,-0.3148534888102462,0.4212202579838755,-0.11726620250944286,-0.16378040728279952,0.7050359712230215,0.8333333333333334,0.13262266778377518,0.16056821481560796,0.8563221237195453,1.0542397486743678,-0.3148534888102462,0.4212202579838755,-0.11726620250944286,-0.16378040728279952,0.7050359712230215,0.8333333333333334,0.8871567125758407,-0.009019323098506215,0.029404736877452303,-0.3067302773731765,0.9101689519587629,0.9055272949780606,-0.13196605895431512,2729.0,501.0,0.0,0.0,0.0,0.0,0.0,
