signal_date,execution_date,symbol,reason,top_k,detail,spy_above_ma,category,winner,replaced,challenger_score,incumbent_score,needed,vs,cash,weight
2022-02-28,2022-03-01,SPY,incumbent_ineligible,,,,,,,,,,,,
2022-02-28,2022-03-01,GLD,fill_vacancy,,,,,,,,,,,,
2022-02-28,2022-03-01,,cash_fill,,,,,,,,,,,SGOV,0.5
2022-03-31,2022-04-01,QQQ,below_ma,,,,,,,,,,,,
2022-03-31,2022-04-01,IWM,below_ma,,,,,,,,,,,,
2022-03-31,2022-04-01,VEA,below_ma,,,,,,,,,,,,
2022-03-31,2022-04-01,VWO,below_ma,,,,,,,,,,,,
2022-03-31,2022-04-01,IEF,below_ma,,,,,,,,,,,,
2022-03-31,2022-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2022-03-31,2022-04-01,SPY,fill_vacancy,,,,,,,,,,,,
2022-04-29,2022-05-02,SPY,below_ma,,,,,,,,,,,,
2022-04-29,2022-05-02,QQQ,below_ma,,,,,,,,,,,,
2022-04-29,2022-05-02,IWM,below_ma,,,,,,,,,,,,
2022-04-29,2022-05-02,VEA,below_ma,,,,,,,,,,,,
2022-04-29,2022-05-02,VWO,below_ma,,,,,,,,,,,,
2022-04-29,2022-05-02,IEF,below_ma,,,,,,,,,,,,
2022-04-29,2022-05-02,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2022-04-29,2022-05-02,SPY,incumbent_ineligible,,,,,,,,,,,,
2022-04-29,2022-05-02,,cash_fill,,,,,,,,,,,SGOV,0.5
2022-05-31,2022-06-01,SPY,below_ma,,,,,,,,,,,,
2022-05-31,2022-06-01,QQQ,below_ma,,,,,,,,,,,,
2022-05-31,2022-06-01,IWM,below_ma,,,,,,,,,,,,
2022-05-31,2022-06-01,VEA,below_ma,,,,,,,,,,,,
2022-05-31,2022-06-01,VWO,below_ma,,,,,,,,,,,,
2022-05-31,2022-06-01,GLD,below_ma,,,,,,,,,,,,
2022-05-31,2022-06-01,IEF,below_ma,,,,,,,,,,,,
2022-05-31,2022-06-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,,,
2022-06-30,2022-07-01,SPY,below_ma,,,,,,,,,,,,
2022-06-30,2022-07-01,QQQ,below_ma,,,,,,,,,,,,
2022-06-30,2022-07-01,IWM,below_ma,,,,,,,,,,,,
2022-06-30,2022-07-01,VEA,below_ma,,,,,,,,,,,,
2022-06-30,2022-07-01,VWO,below_ma,,,,,,,,,,,,
2022-06-30,2022-07-01,GLD,below_ma,,,,,,,,,,,,
2022-06-30,2022-07-01,IEF,below_ma,,,,,,,,,,,,
2022-06-30,2022-07-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,,,
2022-07-29,2022-08-01,SPY,below_ma,,,,,,,,,,,,
2022-07-29,2022-08-01,QQQ,below_ma,,,,,,,,,,,,
2022-07-29,2022-08-01,IWM,below_ma,,,,,,,,,,,,
2022-07-29,2022-08-01,VEA,below_ma,,,,,,,,,,,,
2022-07-29,2022-08-01,VWO,below_ma,,,,,,,,,,,,
2022-07-29,2022-08-01,GLD,below_ma,,,,,,,,,,,,
2022-07-29,2022-08-01,IEF,below_ma,,,,,,,,,,,,
2022-07-29,2022-08-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,,,
2022-08-31,2022-09-01,SPY,below_ma,,,,,,,,,,,,
2022-08-31,2022-09-01,QQQ,below_ma,,,,,,,,,,,,
2022-08-31,2022-09-01,IWM,below_ma,,,,,,,,,,,,
2022-08-31,2022-09-01,VEA,below_ma,,,,,,,,,,,,
2022-08-31,2022-09-01,VWO,below_ma,,,,,,,,,,,,
2022-08-31,2022-09-01,GLD,below_ma,,,,,,,,,,,,
2022-08-31,2022-09-01,IEF,below_ma,,,,,,,,,,,,
2022-08-31,2022-09-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,,,
2022-09-30,2022-10-03,SPY,below_ma,,,,,,,,,,,,
2022-09-30,2022-10-03,QQQ,below_ma,,,,,,,,,,,,
2022-09-30,2022-10-03,IWM,below_ma,,,,,,,,,,,,
2022-09-30,2022-10-03,VEA,below_ma,,,,,,,,,,,,
2022-09-30,2022-10-03,VWO,below_ma,,,,,,,,,,,,
2022-09-30,2022-10-03,GLD,below_ma,,,,,,,,,,,,
2022-09-30,2022-10-03,IEF,below_ma,,,,,,,,,,,,
2022-09-30,2022-10-03,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,,,
2022-10-31,2022-11-01,SPY,below_ma,,,,,,,,,,,,
2022-10-31,2022-11-01,QQQ,below_ma,,,,,,,,,,,,
2022-10-31,2022-11-01,IWM,below_ma,,,,,,,,,,,,
2022-10-31,2022-11-01,VEA,below_ma,,,,,,,,,,,,
2022-10-31,2022-11-01,VWO,below_ma,,,,,,,,,,,,
2022-10-31,2022-11-01,GLD,below_ma,,,,,,,,,,,,
2022-10-31,2022-11-01,IEF,below_ma,,,,,,,,,,,,
2022-10-31,2022-11-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,,,
2022-11-30,2022-12-01,QQQ,below_ma,,,,,,,,,,,,
2022-11-30,2022-12-01,VWO,below_ma,,,,,,,,,,,,
2022-11-30,2022-12-01,GLD,below_ma,,,,,,,,,,,,
2022-11-30,2022-12-01,IEF,below_ma,,,,,,,,,,,,
2022-11-30,2022-12-01,SPY,category_capped,,,,us,IWM,,,,,,,
2022-11-30,2022-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2022-12-30,2023-01-03,SPY,below_ma,,,,,,,,,,,,
2022-12-30,2023-01-03,QQQ,below_ma,,,,,,,,,,,,
2022-12-30,2023-01-03,IWM,below_ma,,,,,,,,,,,,
2022-12-30,2023-01-03,VWO,below_ma,,,,,,,,,,,,
2022-12-30,2023-01-03,IEF,below_ma,,,,,,,,,,,,
2022-12-30,2023-01-03,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2022-12-30,2023-01-03,IWM,incumbent_ineligible,,,,,,,,,,,,
2022-12-30,2023-01-03,GLD,fill_vacancy,,,,,,,,,,,,
2023-01-31,2023-02-01,SPY,category_capped,,,,us,IWM,,,,,,,
2023-01-31,2023-02-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2023-01-31,2023-02-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2023-01-31,2023-02-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2023-01-31,2023-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2023-01-31,2023-02-01,IWM,hysteresis_block,,,,,,,0.01833935583423116,0.07267806138788924,0.0763119644572837,VEA,,
2023-02-28,2023-03-01,IEF,below_ma,,,,,,,,,,,,
2023-02-28,2023-03-01,SPY,category_capped,,,,us,IWM,,,,,,,
2023-02-28,2023-03-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2023-02-28,2023-03-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2023-02-28,2023-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2023-02-28,2023-03-01,IWM,hysteresis_replace,,,,,,GLD,0.06334983238741224,0.0393304327868349,0.041296954426176646,,,
2023-03-31,2023-04-03,IWM,below_ma,,,,,,,,,,,,
2023-03-31,2023-04-03,SPY,category_capped,,,,us,QQQ,,,,,,,
2023-03-31,2023-04-03,VWO,category_capped,,,,intl,VEA,,,,,,,
2023-03-31,2023-04-03,IEF,category_capped,,,,defensive,GLD,,,,,,,
2023-03-31,2023-04-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2023-03-31,2023-04-03,IWM,incumbent_ineligible,,,,,,,,,,,,
2023-03-31,2023-04-03,GLD,fill_vacancy,,,,,,,,,,,,
2023-03-31,2023-04-03,QQQ,hysteresis_block,,,,,,,0.05232383797440998,0.10182140163249906,0.10691247171412402,VEA,,
2023-04-28,2023-05-01,IWM,below_ma,,,,,,,,,,,,
2023-04-28,2023-05-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2023-04-28,2023-05-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2023-04-28,2023-05-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2023-04-28,2023-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2023-04-28,2023-05-01,QQQ,hysteresis_block,,,,,,,0.07737786962992987,0.07820535167581699,0.08211561925960785,VEA,,
2023-05-31,2023-06-01,IWM,below_ma,,,,,,,,,,,,
2023-05-31,2023-06-01,VWO,below_ma,,,,,,,,,,,,
2023-05-31,2023-06-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2023-05-31,2023-06-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2023-05-31,2023-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2023-05-31,2023-06-01,QQQ,hysteresis_replace,,,,,,VEA,0.24032228577003031,0.045256292217847396,0.04751910682873977,,,
2023-06-30,2023-07-03,SPY,category_capped,,,,us,QQQ,,,,,,,
2023-06-30,2023-07-03,IWM,category_capped,,,,us,QQQ,,,,,,,
2023-06-30,2023-07-03,VWO,category_capped,,,,intl,VEA,,,,,,,
2023-06-30,2023-07-03,IEF,category_capped,,,,defensive,GLD,,,,,,,
2023-06-30,2023-07-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2023-06-30,2023-07-03,VEA,hysteresis_replace,,,,,,GLD,0.07884023870368236,0.019480862287027258,0.02045490540137862,,,
2023-07-31,2023-08-01,IEF,below_ma,,,,,,,,,,,,
2023-07-31,2023-08-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2023-07-31,2023-08-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2023-07-31,2023-08-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2023-07-31,2023-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2023-07-31,2023-08-01,GLD,hysteresis_block,,,,,,,0.08890728805450751,0.11135161589990927,0.11691919669490475,VEA,,
2023-08-31,2023-09-01,IEF,below_ma,,,,,,,,,,,,
2023-08-31,2023-09-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2023-08-31,2023-09-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2023-08-31,2023-09-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2023-08-31,2023-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2023-08-31,2023-09-01,GLD,hysteresis_block,,,,,,,0.041633567826674586,0.07830063360189046,0.08221566528198498,VEA,,
2023-09-29,2023-10-02,IWM,below_ma,,,,,,,,,,,,
2023-09-29,2023-10-02,VEA,below_ma,,,,,,,,,,,,
2023-09-29,2023-10-02,VWO,below_ma,,,,,,,,,,,,
2023-09-29,2023-10-02,GLD,below_ma,,,,,,,,,,,,
2023-09-29,2023-10-02,IEF,below_ma,,,,,,,,,,,,
2023-09-29,2023-10-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2023-09-29,2023-10-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2023-09-29,2023-10-02,VEA,incumbent_ineligible,,,,,,,,,,,,
2023-09-29,2023-10-02,,cash_fill,,,,,,,,,,,SGOV,0.5
2023-10-31,2023-11-01,SPY,below_ma,,,,,,,,,,,,
2023-10-31,2023-11-01,IWM,below_ma,,,,,,,,,,,,
2023-10-31,2023-11-01,VEA,below_ma,,,,,,,,,,,,
2023-10-31,2023-11-01,VWO,below_ma,,,,,,,,,,,,
2023-10-31,2023-11-01,IEF,below_ma,,,,,,,,,,,,
2023-10-31,2023-11-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2023-10-31,2023-11-01,GLD,fill_vacancy,,,,,,,,,,,,
2023-11-30,2023-12-01,IWM,below_ma,,,,,,,,,,,,
2023-11-30,2023-12-01,IEF,below_ma,,,,,,,,,,,,
2023-11-30,2023-12-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2023-11-30,2023-12-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2023-11-30,2023-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2023-11-30,2023-12-01,VEA,hysteresis_block,,,,,,,0.03823319469277044,0.09337560170305662,0.09804438178820946,GLD,,
2023-12-29,2024-01-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2023-12-29,2024-01-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2023-12-29,2024-01-02,VWO,category_capped,,,,intl,VEA,,,,,,,
2023-12-29,2024-01-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2023-12-29,2024-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2023-12-29,2024-01-02,VEA,hysteresis_replace,,,,,,GLD,0.08722544467995888,0.07978741216504526,0.08377678277329752,,,
2024-01-31,2024-02-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2024-01-31,2024-02-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2024-01-31,2024-02-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2024-01-31,2024-02-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2024-01-31,2024-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-01-31,2024-02-01,GLD,hysteresis_block,,,,,,,0.048251790010095524,0.06179385688455321,0.06488354972878087,VEA,,
2024-02-29,2024-03-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2024-02-29,2024-03-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2024-02-29,2024-03-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2024-02-29,2024-03-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2024-02-29,2024-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-02-29,2024-03-01,GLD,hysteresis_block,,,,,,,0.10851467467749698,0.13237203212132664,0.13899063372739298,VEA,,
2024-03-28,2024-04-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2024-03-28,2024-04-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2024-03-28,2024-04-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2024-03-28,2024-04-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2024-03-28,2024-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-03-28,2024-04-01,GLD,hysteresis_block,,,,,,,0.11961941787623487,0.18619770354374232,0.19550758872092944,VEA,,
2024-04-30,2024-05-01,IEF,below_ma,,,,,,,,,,,,
2024-04-30,2024-05-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2024-04-30,2024-05-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2024-04-30,2024-05-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2024-04-30,2024-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-04-30,2024-05-01,GLD,hysteresis_replace,,,,,,VEA,0.1320870796646588,0.07758824539727867,0.0814676576671426,,,
2024-05-31,2024-06-03,SPY,category_capped,,,,us,QQQ,,,,,,,
2024-05-31,2024-06-03,IWM,category_capped,,,,us,QQQ,,,,,,,
2024-05-31,2024-06-03,VWO,category_capped,,,,intl,VEA,,,,,,,
2024-05-31,2024-06-03,IEF,category_capped,,,,defensive,GLD,,,,,,,
2024-05-31,2024-06-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-05-31,2024-06-03,VEA,hysteresis_block,,,,,,,0.10969624703194363,0.14808994060700292,0.15549443763735307,GLD,,
2024-06-28,2024-07-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2024-06-28,2024-07-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2024-06-28,2024-07-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2024-06-28,2024-07-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2024-06-28,2024-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-06-28,2024-07-01,VWO,hysteresis_block,,,,,,,0.11078809872535889,0.1670002676549065,0.17535028103765182,GLD,,
2024-07-31,2024-08-01,QQQ,category_capped,,,,us,SPY,,,,,,,
2024-07-31,2024-08-01,IWM,category_capped,,,,us,SPY,,,,,,,
2024-07-31,2024-08-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2024-07-31,2024-08-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2024-07-31,2024-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-07-31,2024-08-01,QQQ,incumbent_ineligible,,,,,,,,,,,,
2024-07-31,2024-08-01,SPY,fill_vacancy,,,,,,,,,,,,
2024-07-31,2024-08-01,VEA,hysteresis_block,,,,,,,0.07974492793208934,0.14259568047854523,0.1497254645024725,SPY,,
2024-08-30,2024-09-03,QQQ,category_capped,,,,us,SPY,,,,,,,
2024-08-30,2024-09-03,IWM,category_capped,,,,us,SPY,,,,,,,
2024-08-30,2024-09-03,VWO,category_capped,,,,intl,VEA,,,,,,,
2024-08-30,2024-09-03,IEF,category_capped,,,,defensive,GLD,,,,,,,
2024-08-30,2024-09-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-08-30,2024-09-03,VEA,hysteresis_block,,,,,,,0.10672064241920381,0.15633109761687347,0.16414765249771715,SPY,,
2024-09-30,2024-10-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2024-09-30,2024-10-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2024-09-30,2024-10-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2024-09-30,2024-10-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2024-09-30,2024-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-09-30,2024-10-01,SPY,incumbent_ineligible,,,,,,,,,,,,
2024-09-30,2024-10-01,QQQ,fill_vacancy,,,,,,,,,,,,
2024-09-30,2024-10-01,VWO,hysteresis_block,,,,,,,0.1879758674778127,0.24042830396399312,0.2524497191621928,QQQ,,
2024-10-31,2024-11-01,QQQ,category_capped,,,,us,SPY,,,,,,,
2024-10-31,2024-11-01,IWM,category_capped,,,,us,SPY,,,,,,,
2024-10-31,2024-11-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2024-10-31,2024-11-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2024-10-31,2024-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-10-31,2024-11-01,QQQ,incumbent_ineligible,,,,,,,,,,,,
2024-10-31,2024-11-01,SPY,fill_vacancy,,,,,,,,,,,,
2024-10-31,2024-11-01,VWO,hysteresis_block,,,,,,,0.15847632099164746,0.2022794559085778,0.21239342870400668,SPY,,
2024-11-29,2024-12-02,SPY,category_capped,,,,us,IWM,,,,,,,
2024-11-29,2024-12-02,QQQ,category_capped,,,,us,IWM,,,,,,,
2024-11-29,2024-12-02,VEA,category_capped,,,,intl,VWO,,,,,,,
2024-11-29,2024-12-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2024-11-29,2024-12-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-11-29,2024-12-02,SPY,incumbent_ineligible,,,,,,,,,,,,
2024-11-29,2024-12-02,IWM,fill_vacancy,,,,,,,,,,,,
2024-11-29,2024-12-02,VWO,hysteresis_block,,,,,,,0.08850941097303898,0.20579119445581978,0.21608075417861078,GLD,,
2024-12-31,2025-01-02,VEA,below_ma,,,,,,,,,,,,
2024-12-31,2025-01-02,IEF,below_ma,,,,,,,,,,,,
2024-12-31,2025-01-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2024-12-31,2025-01-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2024-12-31,2025-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2024-12-31,2025-01-02,IWM,incumbent_ineligible,,,,,,,,,,,,
2024-12-31,2025-01-02,QQQ,fill_vacancy,,,,,,,,,,,,
2024-12-31,2025-01-02,VWO,hysteresis_block,,,,,,,0.05519326731510406,0.14789004277532025,0.15528454491408628,GLD,,
2025-01-31,2025-02-03,IEF,below_ma,,,,,,,,,,,,
2025-01-31,2025-02-03,SPY,category_capped,,,,us,QQQ,,,,,,,
2025-01-31,2025-02-03,IWM,category_capped,,,,us,QQQ,,,,,,,
2025-01-31,2025-02-03,VEA,category_capped,,,,intl,VWO,,,,,,,
2025-01-31,2025-02-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2025-01-31,2025-02-03,VWO,hysteresis_block,,,,,,,0.0743042895293372,0.1639737126695695,0.17217239830304798,QQQ,,
2025-02-28,2025-03-03,IWM,below_ma,,,,,,,,,,,,
2025-02-28,2025-03-03,QQQ,category_capped,,,,us,SPY,,,,,,,
2025-02-28,2025-03-03,VEA,category_capped,,,,intl,VWO,,,,,,,
2025-02-28,2025-03-03,IEF,category_capped,,,,defensive,GLD,,,,,,,
2025-02-28,2025-03-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2025-02-28,2025-03-03,QQQ,incumbent_ineligible,,,,,,,,,,,,
2025-02-28,2025-03-03,SPY,fill_vacancy,,,,,,,,,,,,
2025-02-28,2025-03-03,VWO,hysteresis_block,,,,,,,0.024595529584654455,0.0972300830218642,0.10209158717295741,SPY,,
2025-03-31,2025-04-01,SPY,below_ma,,,,,,,,,,,,
2025-03-31,2025-04-01,QQQ,below_ma,,,,,,,,,,,,
2025-03-31,2025-04-01,IWM,below_ma,,,,,,,,,,,,
2025-03-31,2025-04-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2025-03-31,2025-04-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2025-03-31,2025-04-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2025-03-31,2025-04-01,SPY,incumbent_ineligible,,,,,,,,,,,,
2025-03-31,2025-04-01,VWO,fill_vacancy,,,,,,,,,,,,
2025-04-30,2025-05-01,SPY,below_ma,,,,,,,,,,,,
2025-04-30,2025-05-01,QQQ,below_ma,,,,,,,,,,,,
2025-04-30,2025-05-01,IWM,below_ma,,,,,,,,,,,,
2025-04-30,2025-05-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2025-04-30,2025-05-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2025-04-30,2025-05-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2025-04-30,2025-05-01,VWO,incumbent_ineligible,,,,,,,,,,,,
2025-04-30,2025-05-01,VEA,fill_vacancy,,,,,,,,,,,,
2025-05-30,2025-06-02,IWM,below_ma,,,,,,,,,,,,
2025-05-30,2025-06-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2025-05-30,2025-06-02,VWO,category_capped,,,,intl,VEA,,,,,,,
2025-05-30,2025-06-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2025-05-30,2025-06-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2025-05-30,2025-06-02,QQQ,hysteresis_block,,,,,,,0.07367708193456002,0.15295084320179556,0.16059838536188534,VEA,,
2025-06-30,2025-07-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2025-06-30,2025-07-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2025-06-30,2025-07-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2025-06-30,2025-07-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2025-06-30,2025-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2025-06-30,2025-07-01,QQQ,hysteresis_block,,,,,,,0.09852798758824305,0.16913816674349053,0.17759507508066505,VEA,,
2025-07-31,2025-08-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2025-07-31,2025-08-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2025-07-31,2025-08-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2025-07-31,2025-08-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2025-07-31,2025-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2025-07-31,2025-08-01,VEA,incumbent_ineligible,,,,,,,,,,,,
2025-07-31,2025-08-01,QQQ,fill_vacancy,,,,,,,,,,,,
2025-07-31,2025-08-01,VWO,hysteresis_block,,,,,,,0.13441611485351074,0.1513316508471424,0.15889823338949952,QQQ,,
2025-08-29,2025-09-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2025-08-29,2025-09-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2025-08-29,2025-09-02,VWO,category_capped,,,,intl,VEA,,,,,,,
2025-08-29,2025-09-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2025-08-29,2025-09-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2025-08-29,2025-09-02,VEA,hysteresis_block,,,,,,,0.1605017444667666,0.21240386671997738,0.22302406005597625,GLD,,
2025-09-30,2025-10-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2025-09-30,2025-10-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2025-09-30,2025-10-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2025-09-30,2025-10-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2025-09-30,2025-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2025-09-30,2025-10-01,VWO,hysteresis_block,,,,,,,0.19230666602415097,0.2540342159603416,0.26673592675835867,QQQ,,
2025-10-31,2025-11-03,SPY,category_capped,,,,us,QQQ,,,,,,,
2025-10-31,2025-11-03,IWM,category_capped,,,,us,QQQ,,,,,,,
2025-10-31,2025-11-03,VEA,category_capped,,,,intl,VWO,,,,,,,
2025-10-31,2025-11-03,IEF,category_capped,,,,defensive,GLD,,,,,,,
2025-10-31,2025-11-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2025-10-31,2025-11-03,VWO,hysteresis_block,,,,,,,0.19538575011811082,0.2516154431286193,0.2641962152850503,QQQ,,
2025-11-28,2025-12-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2025-11-28,2025-12-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2025-11-28,2025-12-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2025-11-28,2025-12-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2025-11-28,2025-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2025-11-28,2025-12-01,VEA,hysteresis_block,,,,,,,0.15673221393020334,0.162874439368275,0.17101816133668876,QQQ,,
2025-12-31,2026-01-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2025-12-31,2026-01-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2025-12-31,2026-01-02,VWO,category_capped,,,,intl,VEA,,,,,,,
2025-12-31,2026-01-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2025-12-31,2026-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2025-12-31,2026-01-02,VEA,hysteresis_replace,,,,,,QQQ,0.22189288312393263,0.13704097191650058,0.1438930205123256,,,
2026-01-30,2026-02-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2026-01-30,2026-02-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2026-01-30,2026-02-02,VWO,category_capped,,,,intl,VEA,,,,,,,
2026-01-30,2026-02-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2026-01-30,2026-02-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2026-01-30,2026-02-02,QQQ,hysteresis_block,,,,,,,0.13442266581873122,0.2399109395907732,0.2519064865703119,VEA,,
2026-02-27,2026-03-02,SPY,category_capped,,,,us,IWM,,,,,,,
2026-02-27,2026-03-02,QQQ,category_capped,,,,us,IWM,,,,,,,
2026-02-27,2026-03-02,VWO,category_capped,,,,intl,VEA,,,,,,,
2026-02-27,2026-03-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2026-02-27,2026-03-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2026-02-27,2026-03-02,IWM,hysteresis_block,,,,,,,0.1430204060492521,0.2844623382790117,0.2986854551929623,VEA,,
2026-03-31,2026-04-01,SPY,below_ma,,,,,,,,,,,,
