signal_date,execution_date,symbol,reason,top_k,detail,spy_above_ma,category,winner,replaced,challenger_score,incumbent_score,needed,vs,cash,weight
2018-05-31,2018-06-01,GLD,below_ma,,,,,,,,,,,,
2018-05-31,2018-06-01,IEF,below_ma,,,,,,,,,,,,
2018-05-31,2018-06-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2018-05-31,2018-06-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2018-05-31,2018-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2018-05-31,2018-06-01,VWO,incumbent_ineligible,,,,,,,,,,,,
2018-05-31,2018-06-01,VEA,fill_vacancy,,,,,,,,,,,,
2018-06-29,2018-07-02,VEA,below_ma,,,,,,,,,,,,
2018-06-29,2018-07-02,VWO,below_ma,,,,,,,,,,,,
2018-06-29,2018-07-02,GLD,below_ma,,,,,,,,,,,,
2018-06-29,2018-07-02,IEF,below_ma,,,,,,,,,,,,
2018-06-29,2018-07-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2018-06-29,2018-07-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2018-06-29,2018-07-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2018-06-29,2018-07-02,VEA,incumbent_ineligible,,,,,,,,,,,,
2018-06-29,2018-07-02,,cash_fill,,,,,,,,,,,BIL,0.5
2018-07-31,2018-08-01,VEA,below_ma,,,,,,,,,,,,
2018-07-31,2018-08-01,VWO,below_ma,,,,,,,,,,,,
2018-07-31,2018-08-01,GLD,below_ma,,,,,,,,,,,,
2018-07-31,2018-08-01,IEF,below_ma,,,,,,,,,,,,
2018-07-31,2018-08-01,SPY,category_capped,,,,us,IWM,,,,,,,
2018-07-31,2018-08-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2018-07-31,2018-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2018-07-31,2018-08-01,QQQ,incumbent_ineligible,,,,,,,,,,,,
2018-07-31,2018-08-01,IWM,fill_vacancy,,,,,,,,,,,,
2018-07-31,2018-08-01,,cash_fill,,,,,,,,,,,BIL,0.5
2018-08-31,2018-09-04,VEA,below_ma,,,,,,,,,,,,
2018-08-31,2018-09-04,VWO,below_ma,,,,,,,,,,,,
2018-08-31,2018-09-04,GLD,below_ma,,,,,,,,,,,,
2018-08-31,2018-09-04,SPY,category_capped,,,,us,QQQ,,,,,,,
2018-08-31,2018-09-04,IWM,category_capped,,,,us,QQQ,,,,,,,
2018-08-31,2018-09-04,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2018-08-31,2018-09-04,IWM,incumbent_ineligible,,,,,,,,,,,,
2018-08-31,2018-09-04,QQQ,fill_vacancy,,,,,,,,,,,,
2018-08-31,2018-09-04,IEF,fill_vacancy,,,,,,,,,,,,
2018-09-28,2018-10-01,VEA,below_ma,,,,,,,,,,,,
2018-09-28,2018-10-01,VWO,below_ma,,,,,,,,,,,,
2018-09-28,2018-10-01,GLD,below_ma,,,,,,,,,,,,
2018-09-28,2018-10-01,IEF,below_ma,,,,,,,,,,,,
2018-09-28,2018-10-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2018-09-28,2018-10-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2018-09-28,2018-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2018-09-28,2018-10-01,IEF,incumbent_ineligible,,,,,,,,,,,,
2018-09-28,2018-10-01,,cash_fill,,,,,,,,,,,BIL,0.5
2018-10-31,2018-11-01,SPY,below_ma,,,,,,,,,,,,
2018-10-31,2018-11-01,QQQ,below_ma,,,,,,,,,,,,
2018-10-31,2018-11-01,IWM,below_ma,,,,,,,,,,,,
2018-10-31,2018-11-01,VEA,below_ma,,,,,,,,,,,,
2018-10-31,2018-11-01,VWO,below_ma,,,,,,,,,,,,
2018-10-31,2018-11-01,GLD,below_ma,,,,,,,,,,,,
2018-10-31,2018-11-01,IEF,below_ma,,,,,,,,,,,,
2018-10-31,2018-11-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,,,
2018-11-30,2018-12-03,QQQ,below_ma,,,,,,,,,,,,
2018-11-30,2018-12-03,IWM,below_ma,,,,,,,,,,,,
2018-11-30,2018-12-03,VEA,below_ma,,,,,,,,,,,,
2018-11-30,2018-12-03,VWO,below_ma,,,,,,,,,,,,
2018-11-30,2018-12-03,GLD,below_ma,,,,,,,,,,,,
2018-11-30,2018-12-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2018-12-31,2019-01-02,SPY,below_ma,,,,,,,,,,,,
2018-12-31,2019-01-02,QQQ,below_ma,,,,,,,,,,,,
2018-12-31,2019-01-02,IWM,below_ma,,,,,,,,,,,,
2018-12-31,2019-01-02,VEA,below_ma,,,,,,,,,,,,
2018-12-31,2019-01-02,VWO,below_ma,,,,,,,,,,,,
2018-12-31,2019-01-02,GLD,category_capped,,,,defensive,IEF,,,,,,,
2018-12-31,2019-01-02,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2018-12-31,2019-01-02,SPY,incumbent_ineligible,,,,,,,,,,,,
2018-12-31,2019-01-02,,cash_fill,,,,,,,,,,,BIL,0.5
2019-01-31,2019-02-01,SPY,below_ma,,,,,,,,,,,,
2019-01-31,2019-02-01,QQQ,below_ma,,,,,,,,,,,,
2019-01-31,2019-02-01,IWM,below_ma,,,,,,,,,,,,
2019-01-31,2019-02-01,VEA,below_ma,,,,,,,,,,,,
2019-01-31,2019-02-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2019-01-31,2019-02-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2019-01-31,2019-02-01,IEF,incumbent_ineligible,,,,,,,,,,,,
2019-01-31,2019-02-01,GLD,fill_vacancy,,,,,,,,,,,,
2019-01-31,2019-02-01,VWO,fill_vacancy,,,,,,,,,,,,
2019-02-28,2019-03-01,IWM,below_ma,,,,,,,,,,,,
2019-02-28,2019-03-01,VEA,below_ma,,,,,,,,,,,,
2019-02-28,2019-03-01,QQQ,category_capped,,,,us,SPY,,,,,,,
2019-02-28,2019-03-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2019-02-28,2019-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2019-02-28,2019-03-01,SPY,hysteresis_block,,,,,,,-0.0033440162920931986,-0.024223062524584907,0.025776937475415096,VWO,,
2019-03-29,2019-04-01,IWM,below_ma,,,,,,,,,,,,
2019-03-29,2019-04-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2019-03-29,2019-04-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2019-03-29,2019-04-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2019-03-29,2019-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2019-03-29,2019-04-01,GLD,incumbent_ineligible,,,,,,,,,,,,
2019-03-29,2019-04-01,QQQ,fill_vacancy,,,,,,,,,,,,
2019-03-29,2019-04-01,IEF,hysteresis_replace,,,,,,VWO,0.06583326389948581,0.05118224203078938,0.053741354132328854,,,
2019-04-30,2019-05-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2019-04-30,2019-05-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2019-04-30,2019-05-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2019-04-30,2019-05-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2019-04-30,2019-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2019-04-30,2019-05-01,VWO,hysteresis_block,,,,,,,0.05249307145927844,0.05736406650548061,0.06023226983075464,IEF,,
2019-05-31,2019-06-03,SPY,below_ma,,,,,,,,,,,,
2019-05-31,2019-06-03,QQQ,below_ma,,,,,,,,,,,,
2019-05-31,2019-06-03,IWM,below_ma,,,,,,,,,,,,
2019-05-31,2019-06-03,VEA,below_ma,,,,,,,,,,,,
2019-05-31,2019-06-03,VWO,below_ma,,,,,,,,,,,,
2019-05-31,2019-06-03,GLD,category_capped,,,,defensive,IEF,,,,,,,
2019-05-31,2019-06-03,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2019-05-31,2019-06-03,QQQ,incumbent_ineligible,,,,,,,,,,,,
2019-05-31,2019-06-03,,cash_fill,,,,,,,,,,,BIL,0.5
2019-06-28,2019-07-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2019-06-28,2019-07-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2019-06-28,2019-07-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2019-06-28,2019-07-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2019-06-28,2019-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2019-06-28,2019-07-01,IEF,incumbent_ineligible,,,,,,,,,,,,
2019-06-28,2019-07-01,QQQ,fill_vacancy,,,,,,,,,,,,
2019-06-28,2019-07-01,GLD,fill_vacancy,,,,,,,,,,,,
2019-06-28,2019-07-01,VEA,hysteresis_block,,,,,,,0.037954794693373595,0.08969308494674029,0.0941777391940773,GLD,,
2019-07-31,2019-08-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2019-07-31,2019-08-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2019-07-31,2019-08-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2019-07-31,2019-08-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2019-07-31,2019-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2019-07-31,2019-08-01,VWO,hysteresis_block,,,,,,,-0.0014740461867869042,0.10170664730553494,0.1067919796708117,QQQ,,
2019-08-30,2019-09-03,IWM,below_ma,,,,,,,,,,,,
2019-08-30,2019-09-03,VWO,below_ma,,,,,,,,,,,,
2019-08-30,2019-09-03,QQQ,category_capped,,,,us,SPY,,,,,,,
2019-08-30,2019-09-03,IEF,category_capped,,,,defensive,GLD,,,,,,,
2019-08-30,2019-09-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2019-08-30,2019-09-03,QQQ,incumbent_ineligible,,,,,,,,,,,,
2019-08-30,2019-09-03,SPY,fill_vacancy,,,,,,,,,,,,
2019-08-30,2019-09-03,VEA,hysteresis_block,,,,,,,-0.02186861686853521,0.03511665863503337,0.036872491566785036,SPY,,
2019-09-30,2019-10-01,VWO,below_ma,,,,,,,,,,,,
2019-09-30,2019-10-01,QQQ,category_capped,,,,us,SPY,,,,,,,
2019-09-30,2019-10-01,IWM,category_capped,,,,us,SPY,,,,,,,
2019-09-30,2019-10-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2019-09-30,2019-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2019-09-30,2019-10-01,VEA,hysteresis_block,,,,,,,-0.010765773294896343,0.027805674151731852,0.029195957859318444,SPY,,
2019-10-31,2019-11-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2019-10-31,2019-11-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2019-10-31,2019-11-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2019-10-31,2019-11-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2019-10-31,2019-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2019-10-31,2019-11-01,SPY,incumbent_ineligible,,,,,,,,,,,,
2019-10-31,2019-11-01,QQQ,fill_vacancy,,,,,,,,,,,,
2019-10-31,2019-11-01,VEA,hysteresis_block,,,,,,,0.09297361167713558,0.1510168545917026,0.15856769732128775,QQQ,,
2019-11-29,2019-12-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2019-11-29,2019-12-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2019-11-29,2019-12-02,VWO,category_capped,,,,intl,VEA,,,,,,,
2019-11-29,2019-12-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2019-11-29,2019-12-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2019-11-29,2019-12-02,VEA,hysteresis_block,,,,,,,0.06894898505194033,0.09826294675261367,0.10317609409024436,GLD,,
2019-12-31,2020-01-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2019-12-31,2020-01-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2019-12-31,2020-01-02,VWO,category_capped,,,,intl,VEA,,,,,,,
2019-12-31,2020-01-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2019-12-31,2020-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2019-12-31,2020-01-02,VEA,hysteresis_replace,,,,,,GLD,0.1483287420627457,0.1150679723147578,0.12082137093049569,,,
2020-01-31,2020-02-03,SPY,category_capped,,,,us,QQQ,,,,,,,
2020-01-31,2020-02-03,IWM,category_capped,,,,us,QQQ,,,,,,,
2020-01-31,2020-02-03,VWO,category_capped,,,,intl,VEA,,,,,,,
2020-01-31,2020-02-03,IEF,category_capped,,,,defensive,GLD,,,,,,,
2020-01-31,2020-02-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2020-01-31,2020-02-03,GLD,hysteresis_replace,,,,,,VEA,0.10210407555089801,0.09312641265330476,0.09778273328597001,,,
2020-02-28,2020-03-02,SPY,below_ma,,,,,,,,,,,,
2020-02-28,2020-03-02,IWM,below_ma,,,,,,,,,,,,
2020-02-28,2020-03-02,VEA,below_ma,,,,,,,,,,,,
2020-02-28,2020-03-02,VWO,below_ma,,,,,,,,,,,,
2020-02-28,2020-03-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2020-02-28,2020-03-02,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2020-03-31,2020-04-01,SPY,below_ma,,,,,,,,,,,,
2020-03-31,2020-04-01,QQQ,below_ma,,,,,,,,,,,,
2020-03-31,2020-04-01,IWM,below_ma,,,,,,,,,,,,
2020-03-31,2020-04-01,VEA,below_ma,,,,,,,,,,,,
2020-03-31,2020-04-01,VWO,below_ma,,,,,,,,,,,,
2020-03-31,2020-04-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2020-03-31,2020-04-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2020-03-31,2020-04-01,QQQ,incumbent_ineligible,,,,,,,,,,,,
2020-03-31,2020-04-01,GLD,incumbent_ineligible,,,,,,,,,,,,
2020-03-31,2020-04-01,IEF,fill_vacancy,,,,,,,,,,,,
2020-03-31,2020-04-01,,cash_fill,,,,,,,,,,,BIL,0.5
2020-04-30,2020-05-01,SPY,below_ma,,,,,,,,,,,,
2020-04-30,2020-05-01,IWM,below_ma,,,,,,,,,,,,
2020-04-30,2020-05-01,VEA,below_ma,,,,,,,,,,,,
2020-04-30,2020-05-01,VWO,below_ma,,,,,,,,,,,,
2020-04-30,2020-05-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2020-04-30,2020-05-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2020-04-30,2020-05-01,IEF,incumbent_ineligible,,,,,,,,,,,,
2020-04-30,2020-05-01,GLD,fill_vacancy,,,,,,,,,,,,
2020-04-30,2020-05-01,QQQ,fill_vacancy,,,,,,,,,,,,
2020-05-29,2020-06-01,IWM,below_ma,,,,,,,,,,,,
2020-05-29,2020-06-01,VEA,below_ma,,,,,,,,,,,,
2020-05-29,2020-06-01,VWO,below_ma,,,,,,,,,,,,
2020-05-29,2020-06-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2020-05-29,2020-06-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2020-05-29,2020-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2020-06-30,2020-07-01,IWM,below_ma,,,,,,,,,,,,
2020-06-30,2020-07-01,VEA,below_ma,,,,,,,,,,,,
2020-06-30,2020-07-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2020-06-30,2020-07-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2020-06-30,2020-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2020-06-30,2020-07-01,VWO,hysteresis_block,,,,,,,-0.046420732516856106,0.17509634239840674,0.1838511595183271,GLD,,
2020-07-31,2020-08-03,SPY,category_capped,,,,us,QQQ,,,,,,,
2020-07-31,2020-08-03,IWM,category_capped,,,,us,QQQ,,,,,,,
2020-07-31,2020-08-03,VEA,category_capped,,,,intl,VWO,,,,,,,
2020-07-31,2020-08-03,IEF,category_capped,,,,defensive,GLD,,,,,,,
2020-07-31,2020-08-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2020-07-31,2020-08-03,VWO,hysteresis_block,,,,,,,0.06585462085085672,0.30662297509421427,0.32195412384892497,GLD,,
2020-08-31,2020-09-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2020-08-31,2020-09-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2020-08-31,2020-09-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2020-08-31,2020-09-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2020-08-31,2020-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2020-08-31,2020-09-01,VWO,hysteresis_block,,,,,,,0.24509398766323248,0.2633673130527229,0.27653567870535906,GLD,,
2020-09-30,2020-10-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2020-09-30,2020-10-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2020-09-30,2020-10-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2020-09-30,2020-10-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2020-09-30,2020-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2020-09-30,2020-10-01,VWO,hysteresis_block,,,,,,,0.16937632985353138,0.17939409993877764,0.18836380493571653,GLD,,
2020-10-30,2020-11-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2020-10-30,2020-11-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2020-10-30,2020-11-02,VEA,category_capped,,,,intl,VWO,,,,,,,
2020-10-30,2020-11-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2020-10-30,2020-11-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2020-10-30,2020-11-02,VWO,hysteresis_block,,,,,,,0.1443030140967203,0.14378683286299737,0.15097617450614725,GLD,,
2020-11-30,2020-12-01,GLD,below_ma,,,,,,,,,,,,
2020-11-30,2020-12-01,IEF,below_ma,,,,,,,,,,,,
2020-11-30,2020-12-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2020-11-30,2020-12-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2020-11-30,2020-12-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2020-11-30,2020-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2020-11-30,2020-12-01,GLD,incumbent_ineligible,,,,,,,,,,,,
2020-11-30,2020-12-01,VWO,fill_vacancy,,,,,,,,,,,,
2020-12-31,2021-01-04,IEF,below_ma,,,,,,,,,,,,
2020-12-31,2021-01-04,SPY,category_capped,,,,us,QQQ,,,,,,,
2020-12-31,2021-01-04,IWM,category_capped,,,,us,QQQ,,,,,,,
2020-12-31,2021-01-04,VEA,category_capped,,,,intl,VWO,,,,,,,
2020-12-31,2021-01-04,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2020-12-31,2021-01-04,GLD,hysteresis_block,,,,,,,0.07638171314501169,0.17083696251166364,0.17937881063724684,VWO,,
2021-01-29,2021-02-01,GLD,below_ma,,,,,,,,,,,,
2021-01-29,2021-02-01,IEF,below_ma,,,,,,,,,,,,
2021-01-29,2021-02-01,SPY,category_capped,,,,us,IWM,,,,,,,
2021-01-29,2021-02-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2021-01-29,2021-02-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2021-01-29,2021-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-01-29,2021-02-01,QQQ,incumbent_ineligible,,,,,,,,,,,,
2021-01-29,2021-02-01,IWM,fill_vacancy,,,,,,,,,,,,
2021-02-26,2021-03-01,GLD,below_ma,,,,,,,,,,,,
2021-02-26,2021-03-01,IEF,below_ma,,,,,,,,,,,,
2021-02-26,2021-03-01,SPY,category_capped,,,,us,IWM,,,,,,,
2021-02-26,2021-03-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2021-02-26,2021-03-01,VEA,category_capped,,,,intl,VWO,,,,,,,
2021-02-26,2021-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-03-31,2021-04-01,GLD,below_ma,,,,,,,,,,,,
2021-03-31,2021-04-01,IEF,below_ma,,,,,,,,,,,,
2021-03-31,2021-04-01,SPY,category_capped,,,,us,IWM,,,,,,,
2021-03-31,2021-04-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2021-03-31,2021-04-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2021-03-31,2021-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-03-31,2021-04-01,VWO,incumbent_ineligible,,,,,,,,,,,,
2021-03-31,2021-04-01,VEA,fill_vacancy,,,,,,,,,,,,
2021-04-30,2021-05-03,GLD,below_ma,,,,,,,,,,,,
2021-04-30,2021-05-03,IEF,below_ma,,,,,,,,,,,,
2021-04-30,2021-05-03,SPY,category_capped,,,,us,IWM,,,,,,,
2021-04-30,2021-05-03,QQQ,category_capped,,,,us,IWM,,,,,,,
2021-04-30,2021-05-03,VEA,category_capped,,,,intl,VWO,,,,,,,
2021-04-30,2021-05-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-04-30,2021-05-03,VEA,incumbent_ineligible,,,,,,,,,,,,
2021-04-30,2021-05-03,VWO,fill_vacancy,,,,,,,,,,,,
2021-05-28,2021-06-01,IEF,below_ma,,,,,,,,,,,,
2021-05-28,2021-06-01,SPY,category_capped,,,,us,IWM,,,,,,,
2021-05-28,2021-06-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2021-05-28,2021-06-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2021-05-28,2021-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-05-28,2021-06-01,VWO,incumbent_ineligible,,,,,,,,,,,,
2021-05-28,2021-06-01,VEA,fill_vacancy,,,,,,,,,,,,
2021-05-28,2021-06-01,GLD,hysteresis_block,,,,,,,0.038051459209562745,0.23937734285000944,0.25134620999250995,VEA,,
2021-06-30,2021-07-01,GLD,below_ma,,,,,,,,,,,,
2021-06-30,2021-07-01,IEF,below_ma,,,,,,,,,,,,
2021-06-30,2021-07-01,SPY,category_capped,,,,us,IWM,,,,,,,
2021-06-30,2021-07-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2021-06-30,2021-07-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2021-06-30,2021-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-07-30,2021-08-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2021-07-30,2021-08-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2021-07-30,2021-08-02,VWO,category_capped,,,,intl,VEA,,,,,,,
2021-07-30,2021-08-02,GLD,category_capped,,,,defensive,IEF,,,,,,,
2021-07-30,2021-08-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-07-30,2021-08-02,IWM,incumbent_ineligible,,,,,,,,,,,,
2021-07-30,2021-08-02,QQQ,fill_vacancy,,,,,,,,,,,,
2021-07-30,2021-08-02,IEF,hysteresis_block,,,,,,,-0.0014237631961173686,0.18981204401001173,0.19930264621051233,VEA,,
2021-08-31,2021-09-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2021-08-31,2021-09-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2021-08-31,2021-09-01,VWO,category_capped,,,,intl,VEA,,,,,,,
2021-08-31,2021-09-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2021-08-31,2021-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-08-31,2021-09-01,IEF,hysteresis_block,,,,,,,0.013308085121298016,0.1609113002929993,0.16895686530764928,VEA,,
2021-09-30,2021-10-01,VWO,below_ma,,,,,,,,,,,,
2021-09-30,2021-10-01,GLD,below_ma,,,,,,,,,,,,
2021-09-30,2021-10-01,IEF,below_ma,,,,,,,,,,,,
2021-09-30,2021-10-01,SPY,category_capped,,,,us,IWM,,,,,,,
2021-09-30,2021-10-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2021-09-30,2021-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-09-30,2021-10-01,QQQ,incumbent_ineligible,,,,,,,,,,,,
2021-09-30,2021-10-01,IWM,fill_vacancy,,,,,,,,,,,,
2021-10-29,2021-11-01,VWO,below_ma,,,,,,,,,,,,
2021-10-29,2021-11-01,GLD,below_ma,,,,,,,,,,,,
2021-10-29,2021-11-01,IEF,below_ma,,,,,,,,,,,,
2021-10-29,2021-11-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2021-10-29,2021-11-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2021-10-29,2021-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-10-29,2021-11-01,IWM,incumbent_ineligible,,,,,,,,,,,,
2021-10-29,2021-11-01,QQQ,fill_vacancy,,,,,,,,,,,,
2021-11-30,2021-12-01,IWM,below_ma,,,,,,,,,,,,
2021-11-30,2021-12-01,VEA,below_ma,,,,,,,,,,,,
2021-11-30,2021-12-01,VWO,below_ma,,,,,,,,,,,,
2021-11-30,2021-12-01,GLD,below_ma,,,,,,,,,,,,
2021-11-30,2021-12-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2021-11-30,2021-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-11-30,2021-12-01,VEA,incumbent_ineligible,,,,,,,,,,,,
2021-11-30,2021-12-01,IEF,fill_vacancy,,,,,,,,,,,,
2021-12-31,2022-01-03,VWO,below_ma,,,,,,,,,,,,
2021-12-31,2022-01-03,QQQ,category_capped,,,,us,SPY,,,,,,,
2021-12-31,2022-01-03,IWM,category_capped,,,,us,SPY,,,,,,,
2021-12-31,2022-01-03,IEF,category_capped,,,,defensive,GLD,,,,,,,
2021-12-31,2022-01-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2021-12-31,2022-01-03,QQQ,incumbent_ineligible,,,,,,,,,,,,
2021-12-31,2022-01-03,IEF,incumbent_ineligible,,,,,,,,,,,,
2021-12-31,2022-01-03,SPY,fill_vacancy,,,,,,,,,,,,
2021-12-31,2022-01-03,VEA,fill_vacancy,,,,,,,,,,,,
2021-12-31,2022-01-03,GLD,hysteresis_block,,,,,,,-0.012567843699052974,0.04979023217770586,0.05227974378659116,VEA,,
2022-01-31,2022-02-01,QQQ,below_ma,,,,,,,,,,,,
2022-01-31,2022-02-01,IWM,below_ma,,,,,,,,,,,,
2022-01-31,2022-02-01,VEA,below_ma,,,,,,,,,,,,
2022-01-31,2022-02-01,VWO,below_ma,,,,,,,,,,,,
2022-01-31,2022-02-01,GLD,below_ma,,,,,,,,,,,,
2022-01-31,2022-02-01,IEF,below_ma,,,,,,,,,,,,
2022-01-31,2022-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2022-01-31,2022-02-01,VEA,incumbent_ineligible,,,,,,,,,,,,
2022-01-31,2022-02-01,,cash_fill,,,,,,,,,,,SGOV,0.5
2022-02-28,2022-03-01,SPY,below_ma,,,,,,,,,,,,
2022-02-28,2022-03-01,QQQ,below_ma,,,,,,,,,,,,
2022-02-28,2022-03-01,IWM,below_ma,,,,,,,,,,,,
2022-02-28,2022-03-01,VEA,below_ma,,,,,,,,,,,,
2022-02-28,2022-03-01,VWO,below_ma,,,,,,,,,,,,
2022-02-28,2022-03-01,IEF,below_ma,,,,,,,,,,,,
2022-02-28,2022-03-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
