date,symbol,close,sma10,r3m,r5m,r6m,r12m,score,sigma_60d,adjusted_score,above_ma,trend_consistent
2005-07-29,SPY,84.16209411621094,,0.0733431612660227,0.033967131762949965,0.05558157253061635,,,0.005437416941398923,,False,False
2005-07-29,QQQ,33.715213775634766,,0.1325497493638872,0.06439004845323515,0.059266806727850785,,,0.006818247547976699,,False,False
2005-07-29,IWM,51.416160583496094,,0.18093018316702603,0.08254216139008097,0.10031703088959265,,,0.00880375350558214,,False,False
2005-07-29,VWO,14.979475975036621,,0.13882808828921367,,,,,0.008798408381331273,,False,False
2005-07-29,GLD,42.81999969482422,,-0.012226039168450553,-0.01631056982272039,0.014211237725565873,,,0.006068572051219576,,False,False
2005-07-29,IEF,48.308616638183594,,0.0008759373766817902,0.021923254889511412,0.00793995187541352,,,0.00343906566967061,,False,False
2005-08-31,SPY,83.37311553955078,,0.030086721275933925,0.043360064634033746,0.024274194289159334,,,0.005606378028989474,,False,False
2005-08-31,QQQ,33.204132080078125,,0.024580475035907545,0.06688650922233141,0.04825518796214667,,,0.006952085767075522,,False,False
2005-08-31,IWM,50.38616180419922,,0.08700121205577438,0.09180637070761022,0.060856039903851356,,,0.009537860951557862,,False,False
2005-08-31,VWO,15.193466186523438,,0.12247062828747857,0.1281779500484581,,,,0.010419392732495111,,False,False
2005-08-31,GLD,43.400001525878906,,0.04201680518337203,0.01354511525428137,-0.0029863831165507504,,,0.006778375251753046,,False,False
2005-08-31,IEF,49.275028228759766,,0.0024708747904105266,0.04658889953173451,0.04236678126082838,,,0.003366824712747244,,False,False
2005-09-30,SPY,84.042236328125,,0.036783095204301786,0.07181458075103597,0.051733674096709814,,,0.005602217475984421,,False,False
2005-09-30,QQQ,33.612979888916016,,0.07286496129733822,0.1291155441546208,0.08002325408656374,,,0.007005721277496851,,False,False
2005-09-30,IWM,50.433929443359375,,0.04541717998067463,0.15837022561534653,0.09284143690200275,,,0.009604779268781683,,False,False
2005-09-30,VWO,16.443191528320312,,0.17420565292021917,0.2501083752714275,0.220975245736166,,,0.01032141745761955,,False,False
2005-09-30,GLD,46.70000076293945,,0.07504609206470048,0.07727802553022545,0.09061188920522634,,,0.0074239342297203435,,False,False
2005-09-30,IEF,48.411617279052734,,-0.01978372673603379,0.00300994307078839,0.028250273493766853,,,0.003044421128571646,,False,False
2005-10-31,SPY,82.05453491210938,81.50777816772461,-0.025041667822469416,0.013795469755955025,0.0464648583620797,,,0.007343568121769239,,True,False
2005-10-31,QQQ,33.11043167114258,32.17766094207764,-0.01793795846933799,0.021689159904805466,0.11223411899533864,,,0.008260666031550923,,True,False
2005-10-31,IWM,48.451210021972656,47.91960067749024,-0.05766573248324469,0.045257708338956926,0.11283097914312701,,,0.011309487797674782,,True,False
2005-10-31,VWO,15.513035774230957,,0.0356193901631483,0.14607995294664056,0.1793924502947395,,,0.01426660566824691,,False,False
2005-10-31,GLD,46.400001525878906,43.633000183105466,0.08360583504365171,0.11404561406915259,0.07035762766124631,,,0.008617391111103264,,True,False
2005-10-31,IEF,47.811668395996094,48.28974304199219,-0.01028694830799004,-0.027300302708936464,-0.009420021653823163,,,0.002829882941920956,,False,False
2005-11-30,SPY,85.66104125976562,82.10082778930663,0.027442008199027867,0.05675340609662016,0.058354369526897765,,,0.006931754534423304,,True,False
2005-11-30,QQQ,35.1292610168457,32.50770492553711,0.05797859531834049,0.12126188709827268,0.08398421176908744,,,0.008042284112326397,,True,False
2005-11-30,IWM,51.23917007446289,48.37066802978516,0.016929415532353165,0.06210857006400139,0.10540350725883818,,,0.010909450023551696,,True,False
2005-11-30,VWO,16.594406127929688,,0.0922067370412738,0.18500386307057748,0.22596998234653554,,,0.013098005917858759,,False,False
2005-11-30,GLD,49.099998474121094,44.32099990844726,0.1313363305953652,0.13029465990664346,0.1788714687948616,,,0.008967876424362952,,True,False
2005-11-30,IEF,48.11064910888672,48.30800094604492,-0.023630207058784602,-0.025877592520989867,-0.021217719551287595,,,0.002914591539786389,,False,False
2005-12-30,SPY,85.49710083007812,82.51081161499023,0.01731111124022111,0.015862327665276732,0.054730962697364216,,,0.006499519217856746,,True,False
2005-12-30,QQQ,34.50526809692383,32.79066982269287,0.02654594180452441,0.023433169563943812,0.10134517212405059,,,0.008222205170161506,,True,False
2005-12-30,IWM,50.88050079345703,48.7091423034668,0.008854581727548716,-0.0104181211502401,0.0546739118401971,,,0.010146068689349098,,True,False
2005-12-30,VWO,17.67792320251465,15.056158065795898,0.07509075546968735,0.1801429657469329,0.2623776424747759,,,0.012995494201988323,,True,False
2005-12-30,GLD,51.58000183105469,45.126000213623044,0.10449680917324411,0.20457735167357605,0.1873849783996273,,,0.010396596247258492,,True,False
2005-12-30,IEF,48.76778793334961,48.457554244995116,0.007357131909967896,0.009504956405708365,-0.012572146313333588,,,0.0030203314287129517,,True,False
2006-01-31,SPY,87.55023956298828,83.27500686645507,0.06697624521015788,0.050101570469151424,0.04025738050313943,0.09807652154808388,0.0692915509007244,0.005477472181411141,12.65027892535514,True,True
2006-01-31,QQQ,35.8629264831543,33.26471652984619,0.08313074378944618,0.08007420271260157,0.06370158949048799,0.1267437860109284,0.0987420360319323,0.008435318583445995,11.705786219587477,True,True
2006-01-31,IWM,55.17393112182617,49.61159973144531,0.13875238816130198,0.09502151277631032,0.07308539758093624,0.18073413855723386,0.12930656308867974,0.007807838170064787,16.56112233274,True,True
2006-01-31,VWO,19.7337589263916,15.682807922363281,0.2720758988496488,0.29883192446865037,0.31738646660791203,,,0.01035793498927501,,True,False
2006-01-31,GLD,56.70000076293945,46.51400032043457,0.22198273487805542,0.30645158454959764,0.3241476218364605,0.3429653984741212,0.3210571101194071,0.012037139325034786,26.672210186325085,True,True
2006-01-31,IEF,48.42481994628906,48.59188117980957,0.012824307765514353,-0.01725434389450986,0.0024054364664547467,0.0103644873916513,-0.006206811380045395,0.003036366314714944,-2.044157633407316,False,True
2006-02-28,SPY,88.05150604248047,84.23904037475586,0.02790609065170946,0.04770541443830845,0.05611389801920419,0.08175021197120369,0.061323333451466545,0.006029545410419722,10.170473771620168,True,True
2006-02-28,QQQ,35.094451904296875,33.797231674194336,-0.0009908865584202786,0.044074402813342406,0.05693025854914335,0.1079326268383125,0.06961769242333045,0.009518792908522741,7.31371016182079,True,False
2006-02-28,IWM,55.349327087402344,50.7926628112793,0.08021513632961663,0.09746211921804115,0.09850254723687835,0.1653530620860082,0.12461849636522797,0.008293059152821584,15.026842817445536,True,True
2006-02-28,VWO,19.309810638427734,16.298447704315187,0.16363372630297435,0.17433471508071952,0.2709285953165501,,,0.012319721296979775,,True,False
2006-02-28,GLD,56.06999969482422,47.786000442504886,0.14195522275579653,0.20064237213719016,0.2919354314167557,0.288077217256699,0.23561631018499368,0.01420214174178557,16.59019565279812,True,True
2006-02-28,IEF,48.37471008300781,48.602718353271484,0.005488617988160138,-0.0007623623857097028,-0.018271286250151286,0.02332139942276301,0.008871142337679383,0.0026228367652828626,3.3822700882884207,False,False
2006-03-31,SPY,89.50468444824219,85.0957130432129,0.04687391243977923,0.090795097968843,0.06499646319250973,0.12009264313345969,0.10251411603468968,0.005723967993863217,17.909624257961813,True,True
2006-03-31,QQQ,35.828285217285156,34.139306259155276,0.03834246749351511,0.08208450959312996,0.06590624620876429,0.15120353258158348,0.10973211878851137,0.00926827996199983,11.839534329823408,True,True
2006-03-31,IWM,58.06634521484375,51.96396102905273,0.1412298288996161,0.19844984652623987,0.15133494168952422,0.2582265320314634,0.2223605207283293,0.008670523133096597,25.64557147417647,True,True
2006-03-31,VWO,19.536306381225586,16.898504734039307,0.10512451929005917,0.25934772958351404,0.1881091543316249,0.4506518666714443,0.33586938441868613,0.01360473243923052,24.68768760568751,True,True
2006-03-31,GLD,58.099998474121094,49.4310001373291,0.1264055139901319,0.25215509835094907,0.24411129603724846,0.3568425709527461,0.2940300873916679,0.013666848383071495,21.51411057986636,True,True
2006-03-31,IEF,47.71788024902344,48.45914878845215,-0.021528712472279277,-0.0019616162773460344,-0.014329970139821624,0.013515477778337726,0.00422922134492747,0.0026437256053066962,1.59972023436859,False,False
2006-04-28,SPY,90.63531494140625,86.05318679809571,0.03523777197889211,0.058069264726262615,0.10457411084576806,0.15589799045663688,0.09720075501841233,0.00547861605735675,17.741844655803177,True,True
2006-04-28,QQQ,35.759925842285156,34.58228759765625,-0.0028720645794905186,0.017952692632419165,0.08001992234525135,0.20123500682708473,0.0912656183102854,0.008577245932501186,10.640433890843525,True,False
2006-04-28,IWM,58.24213409423828,52.96388702392578,0.0556096495215721,0.13667208133149678,0.20207800935880527,0.3377096481611803,0.2170871080633702,0.009470018022005328,22.923621429117492,True,True
2006-04-28,VWO,21.060768127441406,17.6042142868042,0.06724563758986046,0.2691486495557367,0.35761745373048837,0.6011637753181056,0.4019546998606843,0.013194422166544467,30.463986583654506,True,True
2006-04-28,GLD,65.08999633789062,51.59599990844727,0.14797170127085923,0.32566188107311866,0.40280159908157875,0.5014993916723616,0.39599688531281585,0.016138493557120426,24.53741322950797,True,True
2006-04-28,IEF,47.418575286865234,48.2621353149414,-0.020779522991307253,-0.014385044368350641,-0.00822169822385399,-0.017564271302377366,-0.01565673514196133,0.002763189045627191,-5.66618312516057,False,False
2006-05-31,SPY,87.90531158447266,86.42750854492188,-0.0016603288754343248,0.028167162757726016,0.026199428488165477,0.08608264914645525,0.05133335731321771,0.006874378953078882,7.467344710495868,True,False
2006-05-31,QQQ,33.17085647583008,34.52785186767578,-0.05481195243374859,-0.03867269245222049,-0.055748526565261414,0.023553689142954637,-0.013782139814150437,0.00869274768151102,-1.5854756538561754,False,False
2006-05-31,IWM,54.932586669921875,53.31552963256836,-0.007529277037503834,0.07963926874292726,0.0720818973080859,0.18508308935306772,0.12181679698698344,0.011396336328756234,10.689119158374137,True,False
2006-05-31,VWO,18.682605743408203,17.974527263641356,-0.03248115203011648,0.05683261146595786,0.12583756233155663,0.380243056416685,0.18619678944624873,0.017186202228951737,10.8340857954402,True,False
2006-05-31,GLD,64.2300033569336,53.7370002746582,0.14553243635673896,0.24525011781334882,0.3081467485337499,0.5421368788432044,0.36400482222529107,0.017428097454269206,20.886090589086308,True,True
2006-05-31,IEF,47.36796188354492,48.16806983947754,-0.02081145701411702,-0.028703907007588958,-0.015437065163284469,-0.03632724539524257,-0.031753242362650404,0.0028813275157794204,-11.020351622214289,False,False
2006-06-30,SPY,88.13459014892578,86.90365600585938,-0.015307514995024585,0.0066744601597243935,0.030848874327207287,0.08726822561462977,0.038911966341686546,0.008409645189468198,4.627063980109157,True,False
2006-06-30,QQQ,33.15041732788086,34.52248039245605,-0.07474172635290888,-0.0756354659608599,-0.03926504107248929,0.05810080870561207,-0.02214095609427111,0.011215793946570941,-1.9740872736914334,False,False
2006-06-30,IWM,54.909645080566406,53.76787796020508,-0.054363678695424134,-0.004790052763799069,0.07918837716368343,0.13819182735569613,0.05240269928399901,0.014479649497008534,3.6190585479866275,True,False
2006-06-30,VWO,18.665191650390625,18.321699810028075,-0.04458953058148718,-0.05414920086876562,0.055847535740823906,0.33287832298130304,0.10066180867126187,0.021271462607125244,4.732246697391813,True,False
2006-06-30,GLD,61.22999954223633,55.52000007629395,0.05387265318964518,0.07989415728999072,0.18708796759622603,0.4095304207627024,0.21174866267907538,0.021239296843862086,9.969664449615165,True,True
2006-06-30,IEF,47.47669982910156,47.98823699951172,-0.005054298696070214,-0.019579218224024753,-0.0264741986249728,-0.03871350743966495,-0.02723293391028083,0.0029101322957755795,-9.357971096301304,False,False
2006-07-31,SPY,88.52925872802734,87.35235824584962,-0.0232365961848362,0.005425832072836867,0.011182369916129087,0.05188992333990927,0.02401146857966583,0.009030855704392852,2.6588254054359437,True,False
2006-07-31,QQQ,31.722501754760742,34.333432579040526,-0.112903592287383,-0.09608214309006713,-0.11545139045856767,-0.059104238049177416,-0.08129098107371124,0.012401399491435308,-6.554984470087644,False,False
2006-07-31,IWM,53.34035110473633,54.05852012634277,-0.08416214594009652,-0.03629630364780467,-0.033232723857236635,0.03742384688789602,-0.006808243433524397,0.015771595220911178,-0.4316775404239079,False,False
2006-07-31,VWO,19.010732650756836,18.578453922271727,-0.09733906495145583,-0.0154883956798475,-0.03663905484665686,0.26911867160362135,0.09835443123354004,0.024359780064717746,4.0375746813902795,True,False
2006-07-31,GLD,63.15999984741211,57.16599998474121,-0.029651199862720135,0.12644908491487583,0.11393296291973032,0.4750116837354028,0.26587412444308667,0.019322972399632,13.75948373492218,True,False
2006-07-31,IEF,48.27305221557617,47.97438049316406,0.018019877728119527,-0.0021014672182468885,-0.003134089726739786,-0.0007361921140028871,-0.001555357176549288,0.0026607280542262834,-0.5845607461005903,True,False
2006-08-31,SPY,90.46119689941406,88.19302444458008,0.029075436613239525,0.010686730611569217,0.02736683295083031,0.0850163906433461,0.04041859462427997,0.00736628935844399,5.486968086306312,True,True
2006-08-31,QQQ,33.235931396484375,34.34598255157471,0.0019618100817417883,-0.07235495098576794,-0.052957672992891114,0.0009576915406057651,-0.04302989397521846,0.011835610371571475,-3.635629479538634,False,False
2006-08-31,IWM,54.940250396728516,54.70742416381836,0.00013951148619106846,-0.053836603742646094,-0.007390815971942244,0.09038371706554083,0.003851524580628672,0.014479246984479095,0.2660030997991319,True,False
2006-08-31,VWO,19.292396545410156,18.95638999938965,0.032639494210656705,-0.012484951405646871,-0.0009018261931021954,0.26978243861973117,0.10042200460450434,0.019891240646706665,5.048554104197162,True,False
2006-08-31,GLD,62.290000915527344,58.75499992370605,-0.030203990970161243,0.07211708350169,0.11093278499299308,0.4352534268549404,0.21737162084299017,0.016881829980503957,12.876069779995568,True,False
2006-08-31,IEF,49.124359130859375,48.10564956665039,0.03707985687947879,0.029474881836661693,0.01549671401782482,-0.0030577171300827377,0.01646184224996392,0.0023368381848726566,7.0444938620604525,True,False
2006-09-29,SPY,92.90379333496094,88.91729965209962,0.0541127289294292,0.025028636961444972,0.03797688252489562,0.10544170876460113,0.057193865682707436,0.005924053365805791,9.65451560798489,True,True
2006-09-29,QQQ,34.77793884277344,34.31085033416748,0.04909505357942412,-0.027460543510147484,-0.02931612183339949,0.0346580088319266,-0.002613122573317847,0.01027967358568724,-0.2542028743943963,True,False
2006-09-29,IWM,55.292755126953125,55.112782669067386,0.006977099302401202,-0.05063995358605733,-0.04776588017772476,0.09634041482035482,0.00815219377650754,0.012258604261384271,0.6650181050535826,True,False
2006-09-29,VWO,19.49565887451172,19.24651527404785,0.04449283134490156,-0.0743139682018723,-0.002080613700496059,0.18563715814743764,0.02966648233785167,0.01576425327399515,1.8818831328211254,True,False
2006-09-29,GLD,59.470001220703125,59.792000198364256,-0.028744052501897488,-0.08634191785805878,0.023580082316047912,0.27344754280813177,0.05757386640841744,0.013789880839791617,4.175080776788457,False,False
2006-09-29,IEF,49.71754455566406,48.26633911132812,0.04719883089238941,0.048482461881043326,0.04190597520688377,0.026975493693667474,0.039879674606092985,0.0022758878765706606,17.522688624794746,True,True
2006-10-31,SPY,95.83181762695312,89.95077133178711,0.08248751885927486,0.09017095667607622,0.05733419350841662,0.16790397666138657,0.12126416467020035,0.004226369275291384,28.692278589839944,True,True
2006-10-31,QQQ,36.429134368896484,34.50323696136475,0.14836889758952876,0.09822712583380389,0.01871392378056913,0.10023133285351649,0.09902880864168892,0.009018825569819833,10.980233277054852,True,True
2006-10-31,IWM,58.54119873046875,55.878852462768556,0.09750306321606894,0.06569164642164504,0.005134850239975286,0.2082504999136301,0.12271518781843907,0.009715626520123642,12.63070246311582,True,True
2006-10-31,VWO,20.485828399658203,19.527305793762206,0.07759278803190384,0.09651879834194066,-0.02729908635355416,0.32055573762600753,0.1861335740555674,0.011259377969871143,16.53142603025144,True,False
2006-10-31,GLD,60.2400016784668,60.65800018310547,-0.04623176339454904,-0.06212052732262663,-0.07451213600085138,0.29827585554860025,0.08203802582586413,0.01294452117269277,6.337663999416848,False,False
2006-10-31,IEF,49.98530960083008,48.388091278076175,0.035470253208920166,0.05525565410054911,0.05412930056284959,0.045462567564699574,0.05133841948620929,0.0025503255347789325,20.130143695816233,True,True
2006-11-30,SPY,97.73750305175781,90.96949768066406,0.08043566083294751,0.10895736721082461,0.11184979940417938,0.14097962871325054,0.12176627181179497,0.004576894822815639,26.60455975627732,True,True
2006-11-30,QQQ,37.67824935913086,34.684769248962404,0.13366010146225005,0.13658446548248748,0.13588412727856736,0.07256026083391931,0.11097478362306021,0.008337793201332034,13.309850813441983,True,True
2006-11-30,IWM,59.95425033569336,56.35688438415527,0.0912627791602385,0.09187102279982384,0.09141502285238423,0.17008628845013196,0.12315712905994708,0.009413980438837344,13.08236509095162,True,True
2006-11-30,VWO,21.98705291748047,19.752635192871093,0.13967452751282972,0.17797091662974296,0.17687292765561757,0.32496774804580286,0.23676964919616694,0.010730326486911836,22.065465527536688,True,True
2006-11-30,GLD,64.38999938964844,61.42700004577637,0.03371325161752603,0.051608686445152596,0.0024909858999342394,0.31140532363939233,0.1555273413228485,0.012906591134811738,12.050226097529285,True,True
2006-11-30,IEF,50.64082717895508,48.60969200134277,0.030869981307157124,0.06664589917250341,0.0690944926753776,0.05259081132623922,0.06102386403399773,0.002811709225368331,21.70347612171869,True,True
2006-12-29,SPY,99.04429626464844,92.06877670288085,0.06609528749324767,0.11877471570076703,0.12378461279831154,0.15845210308937596,0.13464567065621058,0.004400623346646711,30.596954124422172,True,True
2006-12-29,QQQ,36.9703483581543,34.872358894348146,0.06304023724040864,0.1654297836899319,0.11523025464481007,0.07144069289089905,0.12783414737031876,0.007555072001275057,16.920308284122825,True,True
2006-12-29,IWM,60.17782211303711,56.83973388671875,0.08834913317066206,0.12818571431738568,0.09594265314847594,0.18272857331576553,0.15000285791673762,0.008543497840180918,17.55754618573897,True,True
2006-12-29,VWO,22.869144439697266,20.108568572998045,0.1730377817389892,0.20295965756936907,0.2252295539230995,0.29365560522653333,0.23923803663223478,0.009249909653217751,25.863824145461944,True,True
2006-12-29,GLD,63.209999084472656,62.140999984741214,0.06288881430975213,0.0007916282010977937,0.032337082427553066,0.22547492905314148,0.09066494854191527,0.00965503730636788,9.390429644649652,True,True
2006-12-29,IEF,49.994815826416016,48.77170257568359,0.005576930100430033,0.03566717934368113,0.05303898557352826,0.02516062230961502,0.031464556530054685,0.0027437547429243485,11.467700096444894,True,True
2007-01-31,SPY,100.53398895263672,93.17170715332031,0.04906691161789145,0.11134931217439936,0.13560183827461336,0.14830055810763643,0.12612981054769418,0.004857559116883022,25.965676899188953,True,True
2007-01-31,QQQ,37.74983596801758,35.064513969421384,0.03625399345883773,0.13581399352661672,0.19000185609107212,0.0526144871570815,0.10253419097880263,0.008162793714023793,12.561164053753737,True,True
2007-01-31,IWM,61.19581604003906,57.15268096923828,0.04534613856802827,0.11386125105252609,0.1472705891995003,0.10914366251910401,0.11197421563915727,0.008321215783888773,13.456473013950385,True,True
2007-01-31,VWO,22.88688087463379,20.44362602233887,0.11720553487676622,0.1863161127111912,0.20389262713252876,0.15978313913753417,0.17570292328172837,0.011117094585029375,15.804752036412049,True,True
2007-01-31,GLD,64.83000183105469,62.81400032043457,0.07619521953347852,0.04077702485462931,0.02644081677766197,0.14338626029488877,0.0818207190307331,0.010356597807816418,7.90034725196924,True,True
2007-01-31,IEF,49.794715881347656,48.97938613891601,-0.0038129946779255075,0.013646116964143085,0.03152201064428439,0.02828912810781814,0.01950332142161311,0.0025294018017916263,7.710645816650606,True,False
2007-02-28,SPY,98.561767578125,93.96435241699218,0.00843345185451172,0.06090143405409143,0.08954746296047955,0.11936492637132012,0.08428683098098291,0.006799504356914489,12.39602573315079,True,True
2007-02-28,QQQ,37.115970611572266,35.200118446350096,-0.01492316541034655,0.0672274391926666,0.11674230424901877,0.05760223048327129,0.06337735570890848,0.009407887947721676,6.7366188948133345,True,False
2007-02-28,IWM,60.794803619384766,57.40794792175293,0.014019911498934778,0.0995075843082669,0.10656218674614681,0.098383789262396,0.09905806628991853,0.009603050795724244,10.315270469466236,True,True
2007-02-28,VWO,22.354970932006836,20.57304630279541,0.01673339377983929,0.14666403817894724,0.1587451501625543,0.15770016343500748,0.15107848828137133,0.014552750855123794,10.381438518764922,True,True
2007-02-28,GLD,66.4800033569336,62.95300102233887,0.03245851820307921,0.11787459210258255,0.06726605201191749,0.18566084749007605,0.14498909425757994,0.011792298035974173,12.295236587073102,True,True
2007-02-28,IEF,50.81795883178711,49.3193244934082,0.0034978033081110027,0.022133319051809153,0.03447576173800582,0.050506736776031236,0.03348268614149799,0.002689484295077545,12.449481933313388,True,True
2007-03-30,SPY,99.70399475097656,95.14422073364258,0.006660640856747557,0.04040596557499043,0.07319616532231099,0.1139528100189251,0.0698247033525643,0.008194222329713783,8.521211720039236,True,True
2007-03-30,QQQ,37.3107795715332,35.61411075592041,0.009208223035415797,0.024201651175919103,0.07282894884053981,0.04137776466993248,0.031072096573524454,0.010283911258896945,3.021427916994419,True,True
2007-03-30,IWM,61.390724182128906,58.053761672973636,0.020155300183737124,0.04867555693178982,0.11028513665442685,0.05725138985388267,0.05210589010062697,0.011292778835363691,4.614089309661829,True,True
2007-03-30,VWO,23.30649757385254,21.035435485839844,0.019124158112189704,0.13768880218880475,0.19547114174853797,0.19298382811246806,0.15980681255827006,0.01809167486948859,8.833168499384348,True,True
2007-03-30,GLD,65.73999786376953,63.10400047302246,0.0400252937184169,0.091301394954455,0.10543125129251973,0.13149741119272917,0.10737980144976467,0.012093127727760333,8.879406871993039,True,True
2007-03-30,IEF,50.747745513916016,49.65730285644531,0.01506015523917914,0.015253199773584525,0.020721074772679815,0.06349538682524747,0.034550074594249705,0.002512030598580027,13.753843051824207,True,True
2007-04-30,SPY,104.12043762207031,96.74280548095703,0.035673991520651205,0.06530691260786914,0.08649131572754376,0.1487844190686809,0.09869791519219384,0.008196035491144654,12.042153221375296,True,True
2007-04-30,QQQ,39.393592834472656,36.23842830657959,0.043543417456110234,0.04552609275956465,0.08137603368657742,0.10161282235912217,0.06796078459938766,0.009567559020147335,7.103252193822485,True,True
2007-04-30,IWM,62.38749694824219,58.80154685974121,0.01947324155990393,0.04058505608734486,0.06570241643807617,0.07117463874686547,0.05282088915115311,0.011012612448651957,4.7963995280355896,True,True
2007-04-30,VWO,24.193012237548828,21.588217544555665,0.05706899817714617,0.10032992272077279,0.1809633355101461,0.14872411543367314,0.11968759980593294,0.016968659948384663,7.053450311927939,True,True
2007-04-30,GLD,67.08999633789062,63.69000015258789,0.03486031841747317,0.04193193001763329,0.11371172756577796,0.03072668785565358,0.03744983315284141,0.011422483241552463,3.278606968457368,True,True
2007-04-30,IEF,51.05556106567383,50.015188980102536,0.02532086310785564,0.008189713909158014,0.021411320113659427,0.07669960045838886,0.035593668528850354,0.0025154850563486467,14.14982308840123,True,True
2007-05-31,SPY,107.65218353271484,98.65509796142578,0.092230650666693,0.08690946972924074,0.10144192527311269,0.22463798367026344,0.14200087530564984,0.005822700724569267,24.387459019912846,True,True
2007-05-31,QQQ,40.63644027709961,37.129822158813475,0.0948505348915678,0.09916303420864869,0.07851189925977464,0.22506454745023907,0.14952363950528486,0.007666285511637688,19.50405307476519,True,True
2007-05-31,IWM,65.11508178710938,59.97901992797851,0.0710632802561939,0.08204450577819511,0.08607949265514447,0.18536347429572042,0.12337209318520523,0.008367353315777235,14.744458436167436,True,True
2007-05-31,VWO,25.803518295288086,22.26749610900879,0.15426311104452273,0.12831148376924872,0.1735778502071732,0.3811520004051019,0.22944769042359,0.01266303127518909,18.119491726530843,True,True
2007-05-31,GLD,65.54000091552734,63.92800025939941,-0.014139626864327015,0.03686128563205515,0.017859940002791452,0.02039541476144624,0.030274937283811587,0.008102459504634707,3.7365120142216015,True,False
2007-05-31,IEF,50.3441276550293,50.22229652404785,-0.009324089114366885,0.006986961004639136,-0.005858899636005166,0.06283077534138659,0.02932448673933812,0.002097785035668197,13.978785357288782,True,False
2007-06-29,SPY,106.07826232910156,100.21680450439453,0.06393191761318628,0.05514824821162567,0.07101838601243848,0.2035939822248607,0.11452654181691968,0.006755622499126045,16.9527740532772,True,True
2007-06-29,QQQ,40.831172943115234,37.889346313476565,0.09435325158062269,0.08162517521157509,0.10443030040070966,0.23169408515332757,0.1416527391882761,0.007461760038474792,18.98382398494154,True,True
2007-06-29,IWM,64.17859649658203,60.90285453796387,0.04541194702610607,0.04874157498923459,0.06648253863408238,0.1688037029271583,0.09676642616440408,0.009132840574488993,10.59543582034097,True,True
2007-06-29,VWO,26.976675033569336,23.035923957824707,0.1574744316724086,0.17869600411423425,0.17961015571452843,0.4452932248892696,0.2853348924242484,0.011945682881021743,23.886026045238783,True,True
2007-06-29,GLD,64.2699966430664,64.12599983215333,-0.022360834628400106,-0.0086380560260918,0.016769460116226043,0.049648817957822944,0.0146766935674741,0.008667526087675365,1.693296728387511,True,False
