,nav_dc,nav_spy,relative_nav,relative_peak,relative_drawdown
2005-02-01,1.0,1.0,1.0,1.0,0.0
2005-02-02,1.0,1.0030271602914465,0.9969819757517165,1.0,-0.0030180242482834574
2005-02-03,1.0,1.0004196148500488,0.9995805611527202,1.0,-0.0004194388472797961
2005-02-04,1.0,1.011100538596056,0.98902133054793,1.0,-0.010978669452070045
2005-02-07,1.0,1.0097548804592125,0.9903393579491528,1.0,-0.009660642050847157
2005-02-08,1.0,1.0109319509846495,0.9891862642445896,1.0,-0.010813735755410447
2005-02-09,1.0,1.0033636699117325,0.9966476064336389,1.0,-0.003352393566361078
2005-02-10,1.0,1.0069793179228599,0.9930690553434043,1.0,-0.006930944656595717
2005-02-11,1.0,1.0156413741193009,0.9845995106955306,1.0,-0.015400489304469356
2005-02-14,1.0,1.0148847742185898,0.985333532833764,1.0,-0.014666467166235986
2005-02-15,1.0,1.0186690098411235,0.9816731345895805,1.0,-0.0183268654104195
2005-02-16,1.0,1.0193420290816957,0.9810249861872953,1.0,-0.018975013812704722
2005-02-17,1.0,1.011100538596056,0.98902133054793,1.0,-0.010978669452070045
2005-02-18,1.0,1.0124453409582224,0.9877076416328376,1.0,-0.01229235836716236
2005-02-22,1.0,0.997392644730753,1.0026141713426722,1.0026141713426722,0.0
2005-02-23,1.0,1.0045406453510943,0.9954798789156936,1.0026141713426722,-0.007115690792026785
2005-02-24,1.0,1.01118421434227,0.9889394887858838,1.0026141713426722,-0.013639027801168657
2005-02-25,1.0,1.0211922139337803,0.9792475758778606,1.0026141713426722,-0.023305670449002003
2005-02-28,1.0,1.0144640183356382,0.9857422066488191,1.0026141713426722,-0.01682797348780607
2005-03-01,1.0,1.0195100461766509,0.980863311499659,1.0026141713426722,-0.0216941476239908
2005-03-02,1.0,1.0190053292892594,0.9813491365128431,1.0026141713426722,-0.021209589329214795
2005-03-03,1.0,1.0194257999139853,0.9809443709236862,1.0026141713426722,-0.02161329955067992
2005-03-04,1.0,1.0321247354348817,0.968875142381559,1.0026141713426722,-0.03365105932617207
2005-03-07,1.0,1.0326295474083484,0.9684014974293146,1.0026141713426722,-0.03412346931775456
2005-03-08,1.0,1.0287603999206225,0.9720436362802829,1.0026141713426722,-0.03049082681671067
2005-03-09,1.0,1.017324017306807,0.982970993496576,1.0026141713426722,-0.019591961102834343
2005-03-10,1.0,1.019594007181091,0.9807825398706852,1.0026141713426722,-0.021774708652632202
2005-03-11,1.0,1.0124453409582226,0.9877076416328374,1.0026141713426722,-0.014867663091049588
2005-03-14,1.0,1.0187532561037895,0.9815919546843844,1.0026141713426722,-0.020967404270912482
2005-03-15,1.0,1.01034384360927,0.9897620560815035,1.0026141713426722,-0.012818605230721536
2005-03-16,1.0,1.0017656533311936,0.998237458705714,1.0026141713426722,-0.004365300992202226
2005-03-17,1.0,1.0037839503643085,0.9962303139406292,1.0026141713426722,-0.006367212417807577
2005-03-18,1.0,1.0008033822497313,0.9991972626552027,1.0026141713426722,-0.0034079995925986317
2005-03-21,1.0,0.9970889398064261,1.0029195592061617,1.0029195592061617,0.0
2005-03-22,1.0,0.9869574234031747,1.0132149333776248,1.0132149333776248,0.0
2005-03-23,1.0,0.9878016926652602,1.0123489435433408,1.0132149333776248,-0.0008546950955382604
2005-03-24,1.0,0.988983327322309,1.0111393917099885,1.0132149333776248,-0.0020484712564563523
2005-03-28,1.0,0.990418651628107,1.009674038706907,1.0132149333776248,-0.003494712280753709
2005-03-29,1.0,0.9838336556592812,1.0164319895418557,1.0164319895418557,0.0
2005-03-30,1.0,0.9977643361988794,1.0022406731930684,1.0164319895418557,-0.01396189464204467
2005-03-31,1.0,0.9959067346329258,1.0041100890522474,1.0164319895418557,-0.012122700403361164
2005-04-01,1.0,0.991432364276276,1.0086416744423894,1.0164319895418557,-0.0076643741830455525
2005-04-04,1.0,0.9931208077143716,1.0069268433731244,1.0164319895418557,-0.009351482702758651
2005-04-05,1.0,0.997848582461545,1.0021560561153957,1.0164319895418557,-0.014045143770902602
2005-04-06,1.0,1.0013103812029285,0.998691333648859,1.0164319895418557,-0.01745385434100033
2005-04-07,1.0,1.0067132670843293,0.9933315003349737,1.0164319895418557,-0.022727038743924344
2005-04-08,1.0,0.9962442902000395,1.0037698683313974,1.0164319895418557,-0.012457420998886137
2005-04-11,1.0,0.9970039328551583,1.0030050705379483,1.0164319895418557,-0.013209854807855193
2005-04-12,1.0,1.0021543652067881,0.9978502661051188,1.0164319895418557,-0.018281324897214568
2005-04-13,1.0,0.9903343102793659,1.0097600271143867,1.0164319895418557,-0.006564101185438154
2005-04-14,1.0,0.9774171522157862,1.0231046158060753,1.0231046158060753,0.0
2005-04-15,1.0,0.9637395908084857,1.0376246960665954,1.0376246960665954,0.0
2005-04-18,1.0,0.9666949611131235,1.0344524800755417,1.0376246960665954,-0.0030571901411742264
2005-04-19,1.0,0.9743775356484831,1.0262962387925583,1.0376246960665954,-0.010917682777771942
2005-04-20,1.0,0.9607851713646005,1.040815397452172,1.040815397452172,0.0
2005-04-21,1.0,0.979443246307071,1.0209882030127186,1.040815397452172,-0.01904967440718952
2005-04-22,1.0,0.9757283284333896,1.024875440078265,1.040815397452172,-0.015314874677033852
2005-04-25,1.0,0.9821449269629595,1.0181796724158143,1.040815397452172,-0.021748068958019062
2005-04-26,1.0,0.9726051312059475,1.0281664859819166,1.040815397452172,-0.012152886574525068
2005-04-27,1.0,0.9764039149979935,1.0241663154352008,1.040815397452172,-0.015996191118739067
2005-04-28,1.0,0.9641618680686413,1.037170244041229,1.040815397452172,-0.00350220934458334
2005-04-29,1.0,0.9772479940879284,1.0232817115509214,1.040815397452172,-0.01684610541328624
2005-05-02,1.0,0.9827361721788226,1.017567103267301,1.040815397452172,-0.022336616312345958
2005-05-03,1.0,0.9844248057890688,1.015821618999581,1.040815397452172,-0.024013651713621575
2005-05-04,1.0,0.9920233242339132,1.0080408147381483,1.040815397452172,-0.03148933306929658
2005-05-05,1.0,0.9916854834085737,1.00838422738916,1.040815397452172,-0.03115938728654566
2005-05-06,1.0,0.9885614304064543,1.01157092441776,1.040815397452172,-0.02809765603583514
2005-05-09,1.0,0.9947251950619522,1.0053027760473277,1.040815397452172,-0.03412000004205962
2005-05-10,1.0,0.9844248057890688,1.015821618999581,1.040815397452172,-0.024013651713621575
2005-05-11,1.0,0.9898280720147706,1.0102764593900886,1.040815397452172,-0.029341358839271803
2005-05-12,1.0,0.9789366276981747,1.0215165841238905,1.040815397452172,-0.018542013670746482
2005-05-13,1.0,0.9769952552999318,1.0235464241768564,1.040815397452172,-0.016591773447614977
2005-05-16,1.0,0.9861132492271646,1.0140823082782011,1.040815397452172,-0.025684755663118897
2005-05-17,1.0,0.9926987206263665,1.0073549801384116,1.040815397452172,-0.03214827278273236
2005-05-18,1.0,1.0029140078619072,0.9970944589076789,1.040815397452172,-0.04200642943169208
2005-05-19,1.0,1.0071356394305604,0.9929149171658795,1.040815397452172,-0.04602207116031232
2005-05-20,1.0,1.0057007905551387,0.9943315242379476,1.040815397452172,-0.04466101609181905
2005-05-23,1.0,1.0112725493061716,0.9888531046215923,1.040815397452172,-0.049924600421726195
2005-05-24,1.0,1.0089087094756226,0.9911699548314407,1.040815397452172,-0.047698605095830904
2005-05-25,1.0,1.0081488766483533,0.9919169907965928,1.040815397452172,-0.046980864018036694
2005-05-26,1.0,1.013552142874055,0.9866290619882404,1.040815397452172,-0.0520614276043333
2005-05-27,1.0,1.0152407764843012,0.9849880177812805,1.040815397452172,-0.05363811854393419
2005-05-31,1.0,1.00873964643384,0.9913360732229203,1.040815397452172,-0.04753900100860631
2005-06-01,1.0,1.017351307010402,0.9829446260197072,1.040815397452172,-0.05560137904774243
2005-06-02,1.0,1.0195464641434695,0.980828275286217,1.040815397452172,-0.05763473744988645
2005-06-03,1.0,1.0143962219639902,0.9858080879519471,1.040815397452172,-0.05285020728447931
2005-06-06,1.0,1.013467611353164,0.9867113549537293,1.040815397452172,-0.051982361743384
2005-06-07,1.0,1.014227349094358,0.9859722289020679,1.040815397452172,-0.05269250309358953
2005-06-08,1.0,1.0123700327866303,0.98778111521873,1.040815397452172,-0.05095455194385623
2005-06-09,1.0,1.0171828144850712,0.9831074471172916,1.040815397452172,-0.055444942951598075
2005-06-10,1.0,1.0148184041380708,0.985397974575898,1.040815397452172,-0.05324423813476564
2005-06-13,1.0,1.01802641814463,0.9822927796142232,1.040815397452172,-0.056227663408138784
2005-06-14,1.0,1.0203905432334046,0.9800169225708509,1.040815397452172,-0.058414273107556536
2005-06-15,1.0,1.0223325812341741,0.9781552680173667,1.040815397452172,-0.06020292319674747
2005-06-16,1.0,1.024950300885623,0.9756570627238568,1.040815397452172,-0.06260316179777647
2005-06-17,1.0,1.0287474682143898,0.9720558552000258,1.040815397452172,-0.06606314858567985
2005-06-20,1.0,1.0290866402447827,0.9717354796891892,1.040815397452172,-0.06637096062576009
2005-06-21,1.0,1.029679977354301,0.9711755321973319,1.040815397452172,-0.06690894987267937
2005-06-22,1.0,1.0305273844568694,0.9703769303782659,1.040815397452172,-0.06767623465826278
2005-06-23,1.0,1.016032368060702,0.9842206128813564,1.040815397452172,-0.05437542979221377
2005-06-24,1.0,1.008572770371788,0.9915000973418826,1.040815397452172,-0.04738140906736121
2005-06-27,1.0,1.0100137047560254,0.9900855753650945,1.040815397452172,-0.0487404608072286
2005-06-28,1.0,1.0184905332778924,0.9818451594062609,1.040815397452172,-0.05665773026635201
2005-06-29,1.0,1.015778012809426,0.9844670660218492,1.040815397452172,-0.05413864126939216
2005-06-30,1.0,1.0102678698351506,0.9898364877853375,1.040815397452172,-0.048979780460230216
2005-07-01,1.0,1.013234745554893,0.986938125036716,1.040815397452172,-0.051764484410341316
2005-07-05,1.0,1.0213727823906678,0.9790744547346937,1.040815397452172,-0.059319782229024454
2005-07-06,1.0,1.012810851831458,0.9873511901967754,1.040815397452172,-0.05136761752974883
2005-07-07,1.0,1.016795243642379,0.9834821772157245,1.040815397452172,-0.05508490782975972
2005-07-08,1.0,1.0284081060118462,0.9723766218432365,1.040815397452172,-0.06575496075141463
2005-07-11,1.0,1.0336642740791466,0.967432100612032,1.040815397452172,-0.07050558342985336
2005-07-12,1.0,1.0363766994615378,0.9649001183831731,1.040815397452172,-0.07293827440949963
2005-07-13,1.0,1.037817919104001,0.96356015982394,1.040815397452172,-0.07422568672345387
2005-07-14,1.0,1.0418865571775875,0.9597973916747176,1.040815397452172,-0.07784089856450982
2005-07-15,1.0,1.041292744637693,0.960344730288061,1.040815397452172,-0.07731502374109422
2005-07-18,1.0,1.0371391946989141,0.9641907326531076,1.040815397452172,-0.07361984169972424
2005-07-19,1.0,1.0428186859731978,0.9589394718860088,1.040815397452172,-0.07866517517572147
2005-07-20,1.0,1.0463790889746087,0.9556765903836462,1.040815397452172,-0.08180010333911136
2005-07-21,1.0,1.0402761794072666,0.9612831859418185,1.040815397452172,-0.07641336946498078
2005-07-22,1.0,1.047226781335403,0.9549030046050003,1.040815397452172,-0.08254335308401284
2005-07-25,1.0,1.0442601908738867,0.9576157443703301,1.040815397452172,-0.07993699294371281
