bps,dc_cagr,dc_sharpe,dc_max_drawdown,a_cagr,a_sharpe,cagr_gap,sharpe_gap
5.0,0.09525844301482889,0.7457226147238899,-0.1796558626144723,0.09690314844830028,0.717196968310336,-0.001644705433471394,0.02852564641355393
10.0,0.09143885828457554,0.7195537072810619,-0.17965586261447197,0.09384179155395311,0.6976172019883958,-0.002402933269377572,0.02193650529266611
20.0,0.08383261758074334,0.6670148536869343,-0.1796558626144723,0.08773904735902582,0.6583117965146844,-0.003906429778282483,0.00870305717224984
