variant,one_way_bps,net_cagr,net_sharpe,net_max_drawdown,annualized_turnover
baseline_6,0.0,293.3358170464176,11.345873120735579,-0.18499085751810962,2.767397809754234
own_v1,0.0,295503.0911208534,14.832829923174272,-0.20065731548001964,3.3952947917993126
baseline_6,5.0,292.53420208093166,11.340621403583729,-0.18549085751810956,2.767397809754234
own_v1,5.0,294540.9729834464,14.829078253847277,-0.20165731548001942,3.3952947917993126
baseline_6,10.0,291.73430093967664,11.335301519767263,-0.18599085751810962,2.767397809754234
own_v1,10.0,293581.3966162567,14.825287397155961,-0.20265731548001964,3.3952947917993126
baseline_6,20.0,290.1396292330468,11.324457635166912,-0.18699085751810962,2.767397809754234
own_v1,20.0,291669.8481994836,14.817588242589887,-0.20465731548001953,3.3952947917993126
