date,signal_date,turnover,cost,one_way_bps
1999-01-04,1998-12-31,1.0,0.0005,5.0
1999-02-01,1999-01-29,0.04823916623085048,2.411958311542524e-05,5.0
1999-03-01,1999-02-26,0.026234127393708465,1.3117063696854232e-05,5.0
1999-04-01,1999-03-31,0.039109693975403814,1.9554846987701908e-05,5.0
1999-05-03,1999-04-30,0.064511471831666,3.2255735915833e-05,5.0
1999-06-01,1999-05-28,0.02520002921292616,1.2600014606463081e-05,5.0
1999-07-01,1999-06-30,0.012987749603952728,6.493874801976364e-06,5.0
1999-08-02,1999-07-30,0.018389080220958018,9.19454011047901e-06,5.0
1999-09-01,1999-08-31,0.03309354232742706,1.654677116371353e-05,5.0
1999-10-01,1999-09-30,0.02522723668865659,1.2613618344328295e-05,5.0
1999-11-01,1999-10-29,0.04394079293976805,2.1970396469884024e-05,5.0
1999-12-01,1999-11-30,0.02591918125419171,1.2959590627095855e-05,5.0
2000-01-03,1999-12-31,0.05861573790903096,2.9307868954515482e-05,5.0
2000-02-01,2000-01-31,0.04359528398463247,2.1797641992316237e-05,5.0
2000-03-01,2000-02-29,0.042898645889676,2.1449322944838e-05,5.0
2000-04-03,2000-03-31,0.035897548934367,1.79487744671835e-05,5.0
2000-05-01,2000-04-28,0.0358416032177801,1.792080160889005e-05,5.0
2000-06-01,2000-05-31,0.05458905081312658,2.729452540656329e-05,5.0
2000-07-03,2000-06-30,0.03723588125427772,1.8617940627138864e-05,5.0
2000-08-01,2000-07-31,0.027231543561300336,1.3615771780650169e-05,5.0
2000-09-01,2000-08-31,0.04583007806555868,2.2915039032779338e-05,5.0
2000-10-02,2000-09-29,0.06247931786340201,3.1239658931701e-05,5.0
2000-11-01,2000-10-31,0.0457355716129839,2.2867785806491952e-05,5.0
2000-12-01,2000-11-30,0.04363500255165402,2.181750127582701e-05,5.0
2001-01-02,2000-12-29,0.05509744234518221,2.7548721172591105e-05,5.0
2001-02-01,2001-01-31,0.06977836381718727,3.4889181908593634e-05,5.0
2001-03-01,2001-02-28,0.05854823246115072,2.927411623057536e-05,5.0
2001-04-02,2001-03-30,0.02614249942152501,1.3071249710762505e-05,5.0
2001-05-01,2001-04-30,0.027408443938607932,1.3704221969303965e-05,5.0
2001-06-01,2001-05-31,0.02289270554975513,1.1446352774877564e-05,5.0
2001-07-02,2001-06-29,0.028322962274542132,1.4161481137271065e-05,5.0
2001-08-01,2001-07-31,0.019304466747464027,9.652233373732013e-06,5.0
2001-09-04,2001-08-31,0.033549152078728564,1.6774576039364282e-05,5.0
2001-10-01,2001-09-28,0.05237438825334226,2.618719412667113e-05,5.0
2001-11-01,2001-10-31,0.033910026588025735,1.6955013294012866e-05,5.0
2001-12-03,2001-11-30,0.051828618383655295,2.5914309191827645e-05,5.0
2002-01-02,2001-12-31,0.024588093145611237,1.2294046572805618e-05,5.0
2002-02-01,2002-01-31,0.02418710334606894,1.209355167303447e-05,5.0
2002-03-01,2002-02-28,0.030882812186445327,1.5441406093222665e-05,5.0
2002-04-01,2002-03-28,0.0180257259987648,9.0128629993824e-06,5.0
2002-05-01,2002-04-30,0.02956997830749651,1.4784989153748257e-05,5.0
2002-06-03,2002-05-31,0.017233895431512852,8.616947715756426e-06,5.0
2002-07-01,2002-06-28,0.02910020880298958,1.455010440149479e-05,5.0
2002-08-01,2002-07-31,0.038442594168555666,1.9221297084277834e-05,5.0
2002-09-03,2002-08-30,0.015332344022692124,7.666172011346062e-06,5.0
2002-10-01,2002-09-30,0.029508595589511924,1.4754297794755961e-05,5.0
2002-11-01,2002-10-31,0.04205925567300059,2.1029627836500296e-05,5.0
2002-12-02,2002-11-29,0.04303478548788163,2.1517392743940818e-05,5.0
2003-01-02,2002-12-31,0.043293900037463556,2.164695001873178e-05,5.0
2003-02-03,2003-01-31,0.013013925528809228,6.506962764404614e-06,5.0
2003-03-03,2003-02-28,0.016996872554996045,8.498436277498022e-06,5.0
2003-04-01,2003-03-31,0.016688367041955574,8.344183520977786e-06,5.0
2003-05-01,2003-04-30,0.030954393495613935,1.5477196747806968e-05,5.0
2003-06-02,2003-05-30,0.022728030861772178,1.1364015430886088e-05,5.0
2003-07-01,2003-06-30,0.008810557415083325,4.405278707541663e-06,5.0
2003-08-01,2003-07-31,0.0358150259480637,1.7907512974031847e-05,5.0
2003-09-02,2003-08-29,0.026623403966006168,1.3311701983003083e-05,5.0
2003-10-01,2003-09-30,0.0254475466674806,1.2723773333740301e-05,5.0
2003-11-03,2003-10-31,0.027007978431216245,1.3503989215608123e-05,5.0
2003-12-01,2003-11-28,0.008345950665388055,4.172975332694028e-06,5.0
2004-01-02,2003-12-31,0.026045338966342813,1.3022669483171407e-05,5.0
2004-02-02,2004-01-30,0.021851179529854117,1.0925589764927058e-05,5.0
2004-03-01,2004-02-27,0.021885636207077813,1.0942818103538906e-05,5.0
2004-04-01,2004-03-31,0.010168749575694094,5.0843747878470474e-06,5.0
2004-05-03,2004-04-30,0.027371234166543426,1.3685617083271712e-05,5.0
2004-06-01,2004-05-28,0.010106265117053204,5.053132558526602e-06,5.0
2004-07-01,2004-06-30,0.02201474707443833,1.1007373537219166e-05,5.0
2004-08-02,2004-07-30,0.024979325147425957,1.2489662573712979e-05,5.0
2004-09-01,2004-08-31,0.019043190448293293,9.521595224146646e-06,5.0
2004-10-01,2004-09-30,0.02848038859315502,1.424019429657751e-05,5.0
2004-11-01,2004-10-29,0.019483531205190613,9.741765602595307e-06,5.0
2004-12-01,2004-11-30,0.015117604341355145,7.5588021706775726e-06,5.0
2005-01-03,2004-12-31,0.01799373357578163,8.996866787890814e-06,5.0
2005-02-01,2005-01-31,0.02882780563903968,1.4413902819519841e-05,5.0
2005-03-01,2005-02-28,0.03837678787974154,1.918839393987077e-05,5.0
2005-04-01,2005-03-31,0.015114994932454232,7.557497466227116e-06,5.0
2005-05-02,2005-04-29,0.030216692739793993,1.5108346369896996e-05,5.0
2005-06-01,2005-05-31,0.016558448818819044,8.279224409409522e-06,5.0
2005-07-01,2005-06-30,0.026513130588401115,1.3256565294200557e-05,5.0
2005-08-01,2005-07-29,0.015524929129236309,7.762464564618155e-06,5.0
2005-09-01,2005-08-31,0.021326082005426808,1.0663041002713404e-05,5.0
2005-10-03,2005-09-30,0.021100015737616495,1.0550007868808248e-05,5.0
2005-11-01,2005-10-31,0.028837065998563297,1.4418532999281646e-05,5.0
2005-12-01,2005-11-30,0.022553520334129426,1.1276760167064714e-05,5.0
2006-01-03,2005-12-30,0.017017533017264524,8.508766508632262e-06,5.0
2006-02-01,2006-01-31,0.027849709600893863,1.3924854800446932e-05,5.0
2006-03-01,2006-02-28,0.02432489070793689,1.2162445353968445e-05,5.0
2006-04-03,2006-03-31,0.02290710745291319,1.1453553726456594e-05,5.0
2006-05-01,2006-04-28,0.019226272145080603,9.613136072540301e-06,5.0
2006-06-01,2006-05-31,0.022362662512124876,1.1181331256062438e-05,5.0
2006-07-03,2006-06-30,0.014103961912753898,7.0519809563769495e-06,5.0
2006-08-01,2006-07-31,0.03737137059006081,1.8685685295030404e-05,5.0
2006-09-01,2006-08-31,0.017439614177629847,8.719807088814923e-06,5.0
2006-10-02,2006-09-29,0.02673629966602223,1.3368149833011114e-05,5.0
2006-11-01,2006-10-31,0.016077090474225383,8.038545237112692e-06,5.0
2006-12-01,2006-11-30,0.017855241370279676,8.927620685139839e-06,5.0
2007-01-03,2006-12-29,0.013437505483872306,6.718752741936153e-06,5.0
2007-02-01,2007-01-31,0.011494675973292887,5.747337986646443e-06,5.0
2007-03-01,2007-02-28,0.019615138004920082,9.80756900246004e-06,5.0
2007-04-02,2007-03-30,0.017070397265943116,8.535198632971557e-06,5.0
2007-05-01,2007-04-30,0.012682207371619805,6.341103685809902e-06,5.0
2007-06-01,2007-05-31,0.019844903024563237,9.922451512281618e-06,5.0
2007-07-02,2007-06-29,0.014151262667638859,7.0756313338194295e-06,5.0
2007-08-01,2007-07-31,0.026471875517707508,1.3235937758853756e-05,5.0
2007-09-04,2007-08-31,0.009435132789720857,4.717566394860428e-06,5.0
2007-10-01,2007-09-28,0.01755311815507936,8.776559077539679e-06,5.0
2007-11-01,2007-10-31,0.02482403742690567,1.2412018713452836e-05,5.0
2007-12-03,2007-11-30,0.03623687000052149,1.8118435000260745e-05,5.0
2008-01-02,2007-12-31,0.03153951147724411,1.5769755738622054e-05,5.0
2008-02-01,2008-01-31,0.033595910928351486,1.6797955464175743e-05,5.0
2008-03-03,2008-02-29,0.0374534457340393,1.872672286701965e-05,5.0
2008-04-01,2008-03-31,0.025496144100772278,1.2748072050386139e-05,5.0
2008-05-01,2008-04-30,0.021592403655572134,1.0796201827786068e-05,5.0
2008-06-02,2008-05-30,0.025544387918861572,1.2772193959430786e-05,5.0
2008-07-01,2008-06-30,0.05425178477218712,2.7125892386093557e-05,5.0
2008-08-01,2008-07-31,0.052532126562465184,2.6266063281232592e-05,5.0
2008-09-02,2008-08-29,0.025885812386687135,1.2942906193343567e-05,5.0
2008-10-01,2008-09-30,0.04262694621216054,2.131347310608027e-05,5.0
2008-11-03,2008-10-31,0.0468221325102811,2.341106625514055e-05,5.0
2008-12-01,2008-11-28,0.050721216758542284,2.5360608379271143e-05,5.0
2009-01-02,2008-12-31,0.022962733614910122,1.148136680745506e-05,5.0
2009-02-02,2009-01-30,0.06292390905685678,3.1461954528428394e-05,5.0
2009-03-02,2009-02-27,0.041879714098075796,2.0939857049037897e-05,5.0
2009-04-01,2009-03-31,0.049612944010383575,2.4806472005191787e-05,5.0
2009-05-01,2009-04-30,0.058369261295797545,2.9184630647898775e-05,5.0
2009-06-01,2009-05-29,0.03532878635262665,1.7664393176313324e-05,5.0
2009-07-01,2009-06-30,0.03352484036451832,1.6762420182259158e-05,5.0
2009-08-03,2009-07-31,0.023558677577779324,1.1779338788889663e-05,5.0
2009-09-01,2009-08-31,0.021618395498863144,1.0809197749431572e-05,5.0
2009-10-01,2009-09-30,0.015113542873566907,7.556771436783453e-06,5.0
2009-11-02,2009-10-30,0.02082729744097457,1.0413648720487285e-05,5.0
2009-12-01,2009-11-30,0.023193171597502005,1.1596585798751003e-05,5.0
2010-01-04,2009-12-31,0.019997484118408237,9.99874205920412e-06,5.0
2010-02-01,2010-01-29,0.029472365840572612,1.4736182920286305e-05,5.0
2010-03-01,2010-02-26,0.015322086983405439,7.66104349170272e-06,5.0
2010-04-01,2010-03-31,0.023133953033163734,1.1566976516581868e-05,5.0
2010-05-03,2010-04-30,0.022653785639671034,1.1326892819835517e-05,5.0
2010-06-01,2010-05-28,0.023360197961870985,1.1680098980935493e-05,5.0
2010-07-01,2010-06-30,0.021672564631941796,1.0836282315970898e-05,5.0
2010-08-02,2010-07-30,0.020114126947411506,1.0057063473705754e-05,5.0
2010-09-01,2010-08-31,0.022461706929709127,1.1230853464854564e-05,5.0
2010-10-01,2010-09-30,0.0227639446962513,1.1381972348125651e-05,5.0
2010-11-01,2010-10-29,0.017306511287424275,8.653255643712137e-06,5.0
2010-12-01,2010-11-30,0.02418662609182548,1.209331304591274e-05,5.0
2011-01-03,2010-12-31,0.023260299616931948,1.1630149808465973e-05,5.0
2011-02-01,2011-01-31,0.019710687930959273,9.855343965479637e-06,5.0
2011-03-01,2011-02-28,0.015054948836621007,7.527474418310503e-06,5.0
2011-04-01,2011-03-31,0.012951971570460158,6.475985785230079e-06,5.0
2011-05-02,2011-04-29,0.016207831934544864,8.103915967272432e-06,5.0
2011-06-01,2011-05-31,0.023297937939023905,1.1648968969511952e-05,5.0
2011-07-01,2011-06-30,0.011011249224464018,5.5056246122320084e-06,5.0
2011-08-01,2011-07-29,0.019569324828697873,9.784662414348937e-06,5.0
2011-09-01,2011-08-31,0.0370631118333337,1.8531555916666852e-05,5.0
2011-10-03,2011-09-30,0.051895850469122345,2.5947925234561175e-05,5.0
2011-11-01,2011-10-31,0.03397840605779079,1.6989203028895395e-05,5.0
2011-12-01,2011-11-30,0.015350102752850092,7.675051376425046e-06,5.0
2012-01-03,2011-12-30,0.012758132300664929,6.3790661503324645e-06,5.0
2012-02-01,2012-01-31,0.03337700227379317,1.6688501136896585e-05,5.0
2012-03-01,2012-02-29,0.0202895499456983,1.0144774972849151e-05,5.0
