asof,portfolio_id,event,symbol,target_weight,lookthrough_targets,side,shares,price,notional,commission,spread_bps_cost,theoretical_weight,theoretical_shares,nav,cash,theoretical_weights,final_weights,order_notional,min_order_notional
2005-03-01,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2005-03-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",BUY,735.9662109262579,81.52548188929269,60000.0,3.6798310546312893,30.0,0.6,735.9662109262579,,,,,,
2005-03-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 735.9662109262579},,,,,,,99966.32016894537,39966.32016894537,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.6002021470691191, 'BIL': 0.0}",,
2005-04-01,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2005-04-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",BUY,4.010006481855044,80.3621786330994,322.2528572147215,1.0,0.16112642860736073,0.6,739.9762174081129,,,,,,
2005-04-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 739.9762174081129},,,,,,,99109.007152898,39642.90618530204,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.6000070293899332, 'BIL': 0.0}",,
2005-05-02,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2005-05-02,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",BUY,6.519449447786087,78.62797497951495,512.611108060737,1.0,0.25630555403036853,0.6,746.495666855899,,,,,,
2005-05-02,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 746.495666855899},,,,,,,97824.48138754923,39129.03877168727,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.6000077054671973, 'BIL': 0.0}",,
2005-06-01,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2005-06-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",SELL,-8.628442601537927,80.96505673504404,698.6023447685893,1.0,0.34930117238429464,0.6,737.8672242543611,,,,,,
2005-06-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 737.8672242543611},,,,,,,99567.75348996729,39826.291815283475,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.600008130952794, 'BIL': 0.0}",,
2005-07-01,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2005-07-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",SELL,-1.0241056642224748,81.24421631382911,83.20266211230839,1.0,0.0416013310561542,0.6,736.8431185901386,,,,,,
2005-07-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 736.8431185901386},,,,,,,99772.6945921584,39908.45287606473,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.600006263846047, 'BIL': 0.0}",,
2005-08-01,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2005-08-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",SELL,-10.432632301702483,84.22329589803947,878.6706773417328,1.0,0.43933533867086644,0.6,726.4104862884361,,,,,,
2005-08-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 726.4104862884361},,,,,,,101966.36954817749,40785.68421806779,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.6000084694709347, 'BIL': 0.0}",,
2005-09-01,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2005-09-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",BUY,3.096504087640028,83.33226287090726,258.0386926120577,1.0,0.12901934630602885,0.6,729.5069903760761,,,,,,
2005-09-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 729.5069903760761},,,,,,,101317.98479429302,40526.51650610943,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.6000066859956715, 'BIL': 0.0}",,
2005-10-03,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2005-10-03,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",SELL,-2.284903046821796,83.98758930925148,191.90349870792642,1.0,0.09595174935396321,0.6,727.2220873292544,,,,,,
2005-10-03,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 727.2220873292544},,,,,,,101794.95406029403,40717.324053068005,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.6000064597607581, 'BIL': 0.0}",,
2005-11-01,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2005-11-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",BUY,5.733604978294579,82.36192258162828,472.23072933593664,1.0,0.23611536466796834,0.6,732.9556923075489,,,,,,
2005-11-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 732.9556923075489},,,,,,,100611.49719396551,40243.8572083674,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.6000073716149693, 'BIL': 0.0}",,
2005-12-01,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2005-12-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",SELL,-12.66455327867277,86.07767812786847,1090.1353407548359,1.0,0.5450676703774179,0.6,720.2911390288762,,,,,,
2005-12-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 720.2911390288762},,,,,,,103333.43630513523,41332.44748145186,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.6000089713517267, 'BIL': 0.0}",,
2006-01-03,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2006-01-03,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",BUY,0.3701029173325878,85.96403456484859,31.81553997812988,1.0,0.01590776998906494,0.6,720.6612419462087,,,,,,
2006-01-03,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 720.6612419462087},,,,,,,103250.56394591434,41299.61603370374,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.6000059035480165, 'BIL': 0.0}",,
2006-02-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'GLD': 0.2, 'IWM': 0.2}",SELL,-5.938303996979812,87.76999886581429,521.2049350797786,1.0,0.2606024675398893,0.6,714.7229379492289,,,,,,
2006-02-01,shadow_60_40_dc,FILL,GLD,,"{'SPY': 0.6, 'GLD': 0.2, 'IWM': 0.2}",BUY,368.2058486932424,56.790000915527344,20910.41048439176,1.8410292434662119,10.45520524219588,0.2,368.2058486932424,,,,,,
2006-02-01,shadow_60_40_dc,PARTIAL_FILL,IWM,,"{'SPY': 0.6, 'GLD': 0.2, 'IWM': 0.2}",BUY,377.25191937006,55.356976473176786,20883.525625029197,1.8862595968503002,10.441762812514598,0.2,377.7375828053741,,,,,,
2006-02-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'GLD': 0.2, 'IWM': 0.2}",,"{'SPY': 714.7229379492289, 'GLD': 368.2058486932424, 'IWM': 377.25191937006}",,,,,,,104526.16756259624,1.000000000003638,"{'SPY': 0.6, 'GLD': 0.2, 'IWM': 0.2}","{'GLD': 0.20004952799852163, 'SPY': 0.6001485839955649, 'IWM': 0.19979232102356523}",,
2006-03-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'GLD': 0.2, 'IWM': 0.2}",SELL,-3.4844171726296054,88.30557758283905,307.6934709686203,1.0,0.15384673548431016,0.6,711.2385207765993,,,,,,
2006-03-01,shadow_60_40_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.6, 'GLD': 0.2, 'IWM': 0.2}",BUY,5.468745063440752,56.02000045776367,306.35910095734374,1.0,0.15317955047867188,0.2,373.7137204755682,,,,,,
2006-03-01,shadow_60_40_dc,ORDER_REJECT_MIN_NOTIONAL,IWM,,"{'SPY': 0.6, 'GLD': 0.2, 'IWM': 0.2}",,,,,,,,,,,,,0.14249120143620125,1.0
2006-03-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'GLD': 0.2, 'IWM': 0.2}",,"{'SPY': 711.2385207765993, 'GLD': 373.6745937566831, 'IWM': 377.25191937006}",,,,,,,104674.9069342835,0.02734372531722329,"{'SPY': 0.6, 'GLD': 0.2, 'IWM': 0.2}","{'GLD': 0.19998346811472456, 'SPY': 0.6000132239503442, 'IWM': 0.20000304670971392}",,
2006-04-03,shadow_60_40_dc,FILL,GLD,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",SELL,-6.459958843645097,58.619998931884766,378.68278051449516,1.0,0.18934139025724758,0.2,367.214634913038,,,,,,
2006-04-03,shadow_60_40_dc,FILL,IWM,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",SELL,-377.25191937006,58.18100416675293,21948.895492785003,1.8862595968503002,10.974447746392501,0.0,0.0,,,,,,
2006-04-03,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",BUY,8.938135099015653,89.6701718838799,801.4841106500736,1.0,0.4007420553250368,0.6,720.176655875615,,,,,,
2006-04-03,shadow_60_40_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",BUY,1084.2283471218598,19.82377870814271,21493.502822439088,5.421141735609299,10.746751411219543,0.2,1085.8737793280948,,,,,,
2006-04-03,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",,"{'SPY': 720.176655875615, 'GLD': 367.214634913038, 'VWO': 1084.2283471218598}",,,,,,,107598.98884793806,0.999999999996362,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2, 'IWM': 0.0}","{'VWO': 0.19975562087125479, 'GLD': 0.20005877134027783, 'SPY': 0.6001763140208334, 'IWM': 0.0}",,
2006-05-01,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",SELL,-24.518982119574957,21.211762410777077,520.0908232745153,1.0,0.26004541163725764,0.2,1059.7093650022848,,,,,,
2006-05-01,shadow_60_40_dc,FILL,GLD,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",SELL,-24.974939869483762,65.68000030517578,1640.3540582494402,1.0,0.8201770291247201,0.2,342.23969504355426,,,,,,
2006-05-01,shadow_60_40_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",BUY,23.78947698132059,90.63535232730656,2156.167627884341,1.0,1.0780838139421705,0.6,744.0243579700301,,,,,,
2006-05-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",,"{'SPY': 743.9661328569356, 'GLD': 342.23969504355426, 'VWO': 1059.7093650022848}",,,,,,,112386.35806826485,0.11894738490627788,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}","{'VWO': 0.20000917959500308, 'GLD': 0.2000091795950031, 'SPY': 0.5999805824307833}",,
2006-06-01,shadow_60_40_dc,PRICE_MISSING,BIL,0.2,"{'SPY': 0.6, 'GLD': 0.2, 'BIL': 0.2}",,,,,,,,,,,,,,
2006-06-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'GLD': 0.2, 'BIL': 0.2}",SELL,-16.86043386556173,87.81569550952669,1480.610726496681,1.0,0.7403053632483405,0.6,727.1056989913739,,,,,,
2006-06-01,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'GLD': 0.2, 'BIL': 0.2}",SELL,-1059.7093650022848,18.700034042649502,19816.601200857214,5.2985468250114245,9.908300600428607,0.0,0.0,,,,,,
2006-06-01,shadow_60_40_dc,FILL,GLD,,"{'SPY': 0.6, 'GLD': 0.2, 'BIL': 0.2}",BUY,0.21828885679343557,62.150001525878906,13.566652782794383,1.0,0.006783326391397192,0.2,342.4579839003477,,,,,,
2006-06-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'GLD': 0.2, 'BIL': 0.2}",,"{'SPY': 727.1056989913739, 'GLD': 342.4579839003477}",,,,,,,106400.867173665,21265.810285840926,"{'SPY': 0.6, 'GLD': 0.2, 'BIL': 0.2}","{'GLD': 0.20003374772516808, 'SPY': 0.6001012431755041, 'BIL': 0.0}",,
2006-07-03,shadow_60_40_dc,PRICE_MISSING,BIL,0.2,"{'SPY': 0.6, 'GLD': 0.2, 'BIL': 0.2}",,,,,,,,,,,,,,
2006-07-03,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'GLD': 0.2, 'BIL': 0.2}",SELL,-1.9579744096021159,88.2384523325701,172.7686316100684,1.0,0.08638431580503421,0.6,725.1477245817717,,,,,,
2006-07-03,shadow_60_40_dc,FILL,GLD,,"{'SPY': 0.6, 'GLD': 0.2, 'BIL': 0.2}",BUY,1.7743911536807104,61.959999084472656,109.9412742575532,1.0,0.0549706371287766,0.2,344.2323750540284,,,,,,
2006-07-03,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'GLD': 0.2, 'BIL': 0.2}",,"{'SPY': 725.1477245817717, 'GLD': 344.2323750540284}",,,,,,,106641.0468610143,21326.496288240505,"{'SPY': 0.6, 'GLD': 0.2, 'BIL': 0.2}","{'GLD': 0.20000401600512369, 'SPY': 0.600012048015371, 'BIL': 0.0}",,
2006-08-01,shadow_60_40_dc,PRICE_MISSING,BIL,0.4,"{'SPY': 0.6, 'BIL': 0.4}",,,,,,,,,,,,,,
2006-08-01,shadow_60_40_dc,FILL,GLD,,"{'SPY': 0.6, 'BIL': 0.4}",SELL,-344.2323750540284,62.91999816894531,21659.100408091163,1.721161875270142,10.829550204045582,0.0,0.0,,,,,,
2006-08-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",BUY,2.4391693381654704,88.1761077515746,215.07645838641542,1.0,0.10753822919320771,0.6,727.5868939199372,,,,,,
2006-08-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,{'SPY': 727.5868939199372},,,,,,,106912.64234455461,42756.861987636745,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.6000766508993266, 'BIL': 0.0}",,
2006-09-01,shadow_60_40_dc,PRICE_MISSING,BIL,0.2,"{'SPY': 0.8, 'BIL': 0.2}",,,,,,,,,,,,,,
2006-09-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.8, 'BIL': 0.2}",BUY,231.16421479005692,90.80743570600198,20991.429572076526,1.1558210739502845,10.495714786038263,0.8,958.7511087099941,,,,,,
2006-09-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'BIL': 0.2}",,{'SPY': 958.7511087099941},,,,,,,108815.51054194113,21753.78087970023,"{'SPY': 0.8, 'BIL': 0.2}","{'SPY': 0.800085660845973, 'BIL': 0.0}",,
2006-10-02,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.2}",SELL,-4.371031453226351,92.87597345756572,405.9638012320355,1.0,0.20298190061601776,0.8,954.3800772567678,,,,,,
2006-10-02,shadow_60_40_dc,PARTIAL_FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.2}",BUY,445.52996394455687,49.703148430670986,22144.241928247804,2.2276498197227843,11.072120964123902,0.2,445.84187079903097,,,,,,
2006-10-02,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.2}",,"{'SPY': 954.3800772567678, 'IEF': 445.52996394455687}",,,,,,,110784.2206519769,0.999999999996362,"{'SPY': 0.8, 'IEF': 0.2}","{'IEF': 0.19988624551336454, 'SPY': 0.8001047279303793}",,
2006-11-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'IWM': 0.2, 'IEF': 0.2}",SELL,-242.6173347110314,96.13088213603434,23323.018407264954,1.2130866735551569,11.661509203632477,0.6,711.7627425457364,,,,,,
2006-11-01,shadow_60_40_dc,FILL,IWM,,"{'SPY': 0.6, 'IWM': 0.2, 'IEF': 0.2}",BUY,388.47550946771685,58.71016202646085,22807.460104161582,1.9423775473385843,11.40373005208079,0.2,388.47550946771685,,,,,,
2006-11-01,shadow_60_40_dc,PARTIAL_FILL,IEF,,"{'SPY': 0.6, 'IWM': 0.2, 'IEF': 0.2}",BUY,9.774564027680752,50.03232914729879,489.04420470426993,1.0,0.24452210235213498,0.2,455.8544543671907,,,,,,
2006-11-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'IWM': 0.2, 'IEF': 0.2}",,"{'SPY': 711.7627425457364, 'IEF': 455.3045279722376, 'IWM': 388.47550946771685}",,,,,,,114009.83529522897,0.04887282013845606,"{'SPY': 0.6, 'IWM': 0.2, 'IEF': 0.2}","{'IEF': 0.19980684952990002, 'SPY': 0.6001445413486011, 'IWM': 0.2000481804495337}",,
2006-12-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",SELL,-0.07818987528094112,97.73746661535976,7.642080324930126,1.0,0.003821040162465063,0.6,711.6845526704554,,,,,,
2006-12-01,shadow_60_40_dc,FILL,IEF,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",SELL,-455.3045279722376,50.625137256503564,23049.854222102094,2.276522639861188,11.524927111051047,0.0,0.0,,,,,,
2006-12-01,shadow_60_40_dc,FILL,IWM,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",SELL,-388.47550946771685,60.01567081597691,23314.618296283417,1.9423775473385843,11.657309148141708,0.0,0.0,,,,,,
2006-12-01,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",BUY,1050.7866272133379,22.06545185796117,23186.081735765296,5.253933136066689,11.593040867882648,0.2,1050.7866272133379,,,,,,
2006-12-01,shadow_60_40_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",BUY,360.22533557936015,64.19999694824219,23126.46544487444,1.8011266778968007,11.56323272243722,0.2,361.1539382853528,,,,,,
2006-12-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",,"{'SPY': 711.6845526704554, 'VWO': 1050.7866272133379, 'GLD': 360.22533557936015}",,,,,,,115871.79238793562,1.0,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}","{'VWO': 0.200101174392288, 'GLD': 0.19958667220273646, 'SPY': 0.600303523176864}",,
2007-01-03,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'VWO': 0.2, 'IWM': 0.2}",SELL,-30.34567912689988,23.12918906381302,701.8709497958718,1.0,0.35093547489793586,0.2,1020.440948086438,,,,,,
2007-01-03,shadow_60_40_dc,FILL,GLD,,"{'SPY': 0.6, 'VWO': 0.2, 'IWM': 0.2}",SELL,-360.22533557936015,63.58000183105469,22903.127495728007,1.8011266778968007,11.451563747864004,0.0,0.0,,,,,,
2007-01-03,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'VWO': 0.2, 'IWM': 0.2}",BUY,0.040476771400676625,99.48493016435067,4.026828776074701,1.0,0.0020134143880373503,0.6,711.7250294418561,,,,,,
2007-01-03,shadow_60_40_dc,PARTIAL_FILL,IWM,,"{'SPY': 0.6, 'VWO': 0.2, 'IWM': 0.2}",BUY,388.4637627905323,60.67911629741709,23571.637839698957,1.9423188139526617,11.78581891984948,0.2,388.9636675172293,,,,,,
2007-01-03,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'VWO': 0.2, 'IWM': 0.2}",,"{'SPY': 711.7250294418561, 'VWO': 1020.440948086438, 'IWM': 388.4637627905323}",,,,,,,117980.52430669028,1.0,"{'SPY': 0.6, 'VWO': 0.2, 'IWM': 0.2}","{'VWO': 0.20004972647345187, 'SPY': 0.6001491794203556, 'IWM': 0.19979261813097646}",,
2007-02-01,shadow_60_40_dc,FILL,IWM,,"{'SPY': 0.8, 'VWO': 0.2}",SELL,-388.4637627905323,61.442606474833006,23868.226106871552,1.9423188139526617,11.934113053435777,0.0,0.0,,,,,,
2007-02-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.8, 'VWO': 0.2}",BUY,233.52186739154865,100.81370836644344,23542.205436398865,1.1676093369577434,11.771102718199431,0.8,945.2468968334048,,,,,,
2007-02-01,shadow_60_40_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'VWO': 0.2}",BUY,12.985063262878548,23.02577196799153,298.9911056809855,1.0,0.14949555284049276,0.2,1034.6433240557353,,,,,,
2007-02-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'VWO': 0.2}",,"{'SPY': 945.2468968334048, 'VWO': 1033.4260113493165}",,,,,,,119089.34160008522,0.06492531631431575,"{'SPY': 0.8, 'VWO': 0.2}","{'VWO': 0.19981159827911388, 'SPY': 0.8001878565392986}",,
2007-03-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",SELL,-238.038768705778,97.44979305619924,23196.828749730543,1.1901938435288901,11.598414374865271,0.6,707.2081281276268,,,,,,
2007-03-01,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",BUY,10.19731151881524,22.012183969562802,224.46509714710294,1.0,0.11223254857355146,0.2,1043.6233228681317,,,,,,
2007-03-01,shadow_60_40_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",BUY,346.4339761828967,66.2300033569336,22944.3234055491,1.7321698809144834,11.472161702774551,0.2,346.85833328581253,,,,,,
2007-03-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",,"{'SPY': 707.2081281276268, 'VWO': 1043.6233228681317, 'GLD': 346.4339761828967}",,,,,,,114835.03771714812,0.999999999996362,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}","{'VWO': 0.20004720714668534, 'GLD': 0.19980246326964773, 'SPY': 0.600141621440056}",,
2007-04-02,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",SELL,-35.21394521604384,23.35082764073564,822.2747652901471,1.0,0.41113738264507355,0.2,1008.4093776520879,,,,,,
2007-04-02,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",BUY,0.5074324302951254,99.81634521484375,50.65005063554538,1.0,0.025325025317772688,0.6,707.7155605579219,,,,,,
2007-04-02,shadow_60_40_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",BUY,11.693724306360417,65.73999786376953,768.7454109196437,1.0,0.3843727054598219,0.2,358.1867102833095,,,,,,
2007-04-02,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}",,"{'SPY': 707.7155605579219, 'VWO': 1008.4093776520879, 'GLD': 358.1277004892571}",,,,,,,117732.14700916357,0.058468621531801546,"{'SPY': 0.6, 'VWO': 0.2, 'GLD': 0.2}","{'VWO': 0.2000064907252785, 'GLD': 0.19997354047478627, 'SPY': 0.6000194721758355}",,
2007-05-01,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.8, 'VWO': 0.2}",SELL,-4.995386668837455,24.382134616024707,121.79819021869005,1.0,0.060899095109345026,0.2,1003.4139909832504,,,,,,
2007-05-01,shadow_60_40_dc,FILL,GLD,,"{'SPY': 0.8, 'VWO': 0.2}",SELL,-358.1277004892571,66.9800033569336,23987.39458098135,1.7906385024462856,11.993697290490674,0.0,0.0,,,,,,
2007-05-01,shadow_60_40_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'VWO': 0.2}",BUY,231.07010281252113,104.21171002240123,24080.210549144893,1.1553505140626057,12.040105274572445,0.8,939.0643334994566,,,,,,
2007-05-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'VWO': 0.2}",,"{'SPY': 938.785663370443, 'VWO': 1003.4139909832504}",,,,,,,122298.83432810439,0.999999999996362,"{'SPY': 0.8, 'VWO': 0.2}","{'VWO': 0.20004585602279976, 'SPY': 0.7999459672843847}",,
2007-06-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}",SELL,-229.7510309685191,108.04544889682066,24823.55327550099,1.1487551548425956,12.411776637750496,0.6,709.0346324019239,,,,,,
2007-06-01,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}",SELL,-27.197486197093554,26.158119899860843,711.4351049183834,1.0,0.35571755245919173,0.2,976.2165047861569,,,,,,
2007-06-01,shadow_60_40_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}",BUY,625.3761101410623,40.782167307596396,25504.193153946635,3.126880550705312,12.752096576973317,0.2,626.1557456673677,,,,,,
2007-06-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}",,"{'SPY': 709.0346324019239, 'VWO': 976.2165047861569, 'QQQ': 625.3761101410623}",,,,,,,127649.14667562408,1.000000000003638,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}","{'VWO': 0.2000482497960617, 'SPY': 0.600144749388185, 'QQQ': 0.19979916684250676}",,
2007-07-02,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}",SELL,-41.28883754662331,27.316517238825757,1127.867242613412,1.0,0.563933621306706,0.2,934.9276672395335,,,,,,
2007-07-02,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}",SELL,-1.3411497323379535,40.92554000897098,54.887277028817635,1.0,0.027443638514408814,0.2,624.0349604087244,,,,,,
