asof,portfolio_id,event,side,symbol,shares,price,notional,commission,spread_bps_cost,theoretical_weight,theoretical_shares,nav,cash,theoretical_weights,final_weights
2005-07-01,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 745.0336515620841, 'IEF': 818.9555550961492}",,,,,,,100880.72036691575,0.007156298530588856,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.39998760828891305, 'SPY': 0.6000123207728689}"
2005-08-01,traditional_60_40_ief,FILL,SELL,SPY,-16.402532333356703,84.22329589803947,1381.4753341894614,1.0,0.6907376670947306,0.6,728.6311192287274,,,,
2005-08-01,traditional_60_40_ief,PARTIAL_FILL,BUY,IEF,28.54739915884906,48.26919706904586,1377.9600358071993,1.0,0.6889800179035996,0.4,847.575929462681,,,,
2005-08-01,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 728.6311192287274, 'IEF': 847.5029542549983}",,,,,,,102276.14420784965,0.1427369957943938,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.3999787773813376, 'SPY': 0.600019827014664}"
2005-09-01,traditional_60_40_ief,FILL,SELL,IEF,-15.342427816267673,49.24868470891621,755.5943901926724,1.0,0.37779719509633625,0.4,832.1605264387306,,,,
2005-09-01,traditional_60_40_ief,PARTIAL_FILL,BUY,SPY,9.03536827598497,83.33226287090726,752.9376843098356,1.0,0.3764688421549178,0.6,737.7000812507861,,,,
2005-09-01,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 737.6664875047123, 'IEF': 832.1605264387306}",,,,,,,102454.27421842967,0.045176841379884536,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.4000107531523044, 'SPY': 0.5999888059013152}"
2005-10-03,traditional_60_40_ief,FILL,SELL,SPY,-7.275338202546095,83.98758930925148,611.0381170413492,1.0,0.3055190585206746,0.6,730.3911493021662,,,,
2005-10-03,traditional_60_40_ief,PARTIAL_FILL,BUY,IEF,12.567908250270392,48.40986406030681,608.4107299179981,1.0,0.3042053649589991,0.4,844.7836417013857,,,,
2005-10-03,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 730.3911493021662, 'IEF': 844.728434689001}",,,,,,,102237.04341341407,0.06283954125137825,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.39998406962739774, 'SPY': 0.6000153157270769}"
2005-11-01,traditional_60_40_ief,FILL,SELL,IEF,-3.971321094484665,47.85092908997787,190.031404085719,1.0,0.0950157020428595,0.4,840.7571135945163,,,,
2005-11-01,traditional_60_40_ief,PARTIAL_FILL,BUY,SPY,2.281319674187325,82.36192258162828,187.8938743893619,1.0,0.09394693719468096,0.6,732.6991848320384,,,,
2005-11-01,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 732.6724689763536, 'IEF': 840.7571135945163}",,,,,,,100575.33359862491,0.01140659837091107,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.4000087057633753, 'SPY': 0.5999911808231468}"
2005-12-01,traditional_60_40_ief,FILL,SELL,SPY,-11.006809875948647,86.07767812786847,947.4406377165516,1.0,0.4737203188582758,0.6,721.6656591004049,,,,
2005-12-01,traditional_60_40_ief,PARTIAL_FILL,BUY,IEF,19.622131711265034,48.12973550629356,944.4080093328414,1.0,0.47220400466642065,0.4,860.4424917572749,,,,
2005-12-01,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 721.6656591004049, 'IEF': 860.3792453057814}",,,,,,,103529.22794231097,0.09811065855649304,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.39998197933772184, 'SPY': 0.6000170730008255}"
2006-01-03,traditional_60_40_ief,FILL,SELL,IEF,-6.050973685465351,48.63993605074679,294.3189731057863,1.0,0.14715948655289315,0.4,854.3282716203161,,,,
2006-01-03,traditional_60_40_ief,PARTIAL_FILL,BUY,SPY,3.3980126951064764,85.96403456484859,292.10688077392746,1.0,0.14605344038696375,0.6,725.0905458597886,,,,
2006-01-03,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 725.0636717955114, 'IEF': 854.3282716203161}",,,,,,,103883.88803196605,0.016990063475532224,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.400008829907969, 'SPY': 0.5999910065434404}"
2006-02-01,traditional_60_40_ief,FILL,SELL,SPY,-7.403657425767392,87.76999886581429,649.8190038624815,1.0,0.32490950193124074,0.6,717.660014369744,,,,
2006-02-01,traditional_60_40_ief,PARTIAL_FILL,BUY,IEF,13.372410681479572,48.39222167591991,647.1206620395988,1.0,0.32356033101979936,0.4,867.756793217813,,,,
2006-02-01,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 717.660014369744, 'IEF': 867.7006823017956}",,,,,,,104979.04927562154,0.06686205340724882,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.39998422595780214, 'SPY': 0.6000151371336542}"
2006-03-01,traditional_60_40_ief,FILL,SELL,SPY,-2.0796187085280735,88.30557758283905,183.64193120864934,1.0,0.09182096560432466,0.6,715.5803956612159,,,,
2006-03-01,traditional_60_40_ief,PARTIAL_FILL,BUY,IEF,3.7549755959315214,48.337849091026264,181.5074436966243,1.0,0.09075372184831215,0.4,871.5011988062869,,,,
2006-03-01,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 715.5803956612159, 'IEF': 871.4556578977272}",,,,,,,105314.05100167949,0.01877487797966637,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.3999873870611014, 'SPY': 0.6000124346637511}"
2006-04-03,traditional_60_40_ief,FILL,SELL,SPY,-8.77258747789972,89.6701718838799,786.6394270096404,1.0,0.3933197135048202,0.6,706.8078081833162,,,,
2006-04-03,traditional_60_40_ief,PARTIAL_FILL,BUY,IEF,16.4721046906722,47.58290704534782,783.7906263374931,1.0,0.39189531316874654,0.4,887.988027413064,,,,
2006-04-03,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 706.8078081833162, 'IEF': 887.9277625883993}",,,,,,,105629.8441994173,0.08236052345330336,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.39998339967693086, 'SPY': 0.6000158206142275}"
2006-05-01,traditional_60_40_ief,FILL,SELL,SPY,-4.811990467934606,90.63535232730656,436.13645145689384,1.0,0.21806822572844695,0.6,701.9958177153816,,,,
2006-05-01,traditional_60_40_ief,PARTIAL_FILL,BUY,IEF,9.173892434411085,47.279604419914406,433.73800528980166,1.0,0.21686900264490083,0.4,897.1541259925018,,,,
2006-05-01,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 701.9958177153816, 'IEF': 897.1016550228104}",,,,,,,106040.29551432045,0.04586946217210652,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.39998579000754503, 'SPY': 0.6000137774261183}"
2006-06-01,traditional_60_40_ief,FILL,SELL,IEF,-17.258032649941015,47.328941704191585,816.8044212180934,1.0,0.4084022106090467,0.4,879.8436223728694,,,,
2006-06-01,traditional_60_40_ief,PARTIAL_FILL,BUY,SPY,9.269283162389222,87.81569550952669,813.9885477799545,1.0,0.4069942738899772,0.6,711.2976889348796,,,,
2006-06-01,traditional_60_40_ief,REBALANCE_SUMMARY,,,"{'SPY': 711.2651008777708, 'IEF': 879.8436223728694}",,,,,,,104102.3533837412,0.04634641581185406,"{'SPY': 0.6, 'IEF': 0.4}","{'IEF': 0.4000108178014925, 'SPY': 0.5999887369980457}"
2006-07-03,traditional_60_40_ief,FILL,SELL,SPY,-0.3876164362657164,88.2384523325701,34.20267443475311,1.0,0.017101337217376555,0.6,710.8774844415051,,,,
2006-07-03,traditional_60_40_ief,PARTIAL_FILL,BUY,IEF,0.678302348276929,47.48976893938094,32.212421790710856,1.0,0.016106210895355428,0.4,880.5648097278612,,,,
