asof,portfolio_id,event,symbol,target_weight,lookthrough_targets,side,shares,price,notional,commission,spread_bps_cost,theoretical_weight,theoretical_shares,nav,cash,theoretical_weights,final_weights,need
2010-11-01,candidate_80_20_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.8, 'VWO': 0.1, 'QQQ': 0.1}",BUY,260.57403999500957,45.73628312259628,11917.688067610483,1.3028701999750478,5.958844033805241,0.1,260.95226009422146,,,,,
2010-11-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'VWO': 0.1, 'QQQ': 0.1}",,"{'SPY': 1059.3258130400588, 'VWO': 392.7123675480771, 'QQQ': 260.57403999500957}",,,,,,,119333.56610996673,1.0,"{'SPY': 0.8, 'VWO': 0.1, 'QQQ': 0.1}","{'VWO': 0.10001365783498434, 'SPY': 0.8001092626798747, 'QQQ': 0.09986869961321904}",
2010-12-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-2.617615078730978,90.9880449552038,238.17167845899357,1.0,0.11908583922949678,0.8,1056.7081979613279,,,,,
2010-12-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-260.57403999500957,46.16420696303004,12029.193911522489,1.3028701999750478,6.014596955761244,0.0,0.0,,,,,
2010-12-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,200.7763871274081,59.860010430176054,12018.476627579714,1.0038819356370405,6.009238313789857,0.1,200.7763871274081,,,,,
2010-12-01,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,7.784570786418199,29.967448539132622,233.28372444122255,1.0,0.11664186222061128,0.1,401.0510475019431,,,,,
2010-12-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",,"{'SPY': 1056.7081979613279, 'VWO': 400.4969383344953, 'IWM': 200.7763871274081}",,,,,,,120168.1999606905,0.038922853932092494,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}","{'VWO': 0.09987560264317198, 'SPY': 0.8001102875144143, 'IWM': 0.1000137859393018}",
2011-01-03,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'GLD': 0.1, 'IWM': 0.1}",SELL,-1.766620182785772,64.04138006784028,113.13679456130109,1.0,0.05656839728065054,0.1,199.00976694462233,,,,,
2011-01-03,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'GLD': 0.1, 'IWM': 0.1}",SELL,-400.4969383344953,31.716514216499245,12702.366838350443,2.0024846916724766,6.3511834191752214,0.0,0.0,,,,,
2011-01-03,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'IWM': 0.1}",BUY,0.7330653418223392,96.42037294668455,70.68243365279874,1.0,0.03534121682639937,0.8,1057.4412633031502,,,,,
2011-01-03,candidate_80_20_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'IWM': 0.1}",BUY,91.77610539932326,138.6699981689453,12726.592367677087,1.0,6.363296183838544,0.1,91.9078408480649,,,,,
2011-01-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'IWM': 0.1}",,"{'SPY': 1057.4412633031502, 'IWM': 199.00976694462233, 'GLD': 91.77610539932326}",,,,,,,127430.79234721996,0.45888052699592663,"{'SPY': 0.8, 'GLD': 0.1, 'IWM': 0.1}","{'GLD': 0.09987062101128598, 'SPY': 0.8001118026409835, 'IWM': 0.10001397533012293}",
2011-02-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-11.183304912670565,98.51302592772066,1101.701206819521,1.0,0.5508506034097606,0.8,1046.2579583904796,,,,,
2011-02-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-91.77610539932326,130.52000427246094,11978.617668829496,1.0,5.989308834414748,0.0,0.0,,,,,
2011-02-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,3.090592532767147,63.749291223759954,197.02308342535073,1.0,0.09851154171267536,0.1,202.10035947738947,,,,,
2011-02-01,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,419.5206210026052,30.664967254454503,12864.586105613305,2.097603105013026,6.432293052806653,0.1,420.1457176145895,,,,,
2011-02-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",,"{'SPY': 1046.2579583904796, 'IWM': 202.10035947738947, 'VWO': 419.5206210026052}",,,,,,,128819.37816036938,1.0,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}","{'VWO': 0.09986530201689042, 'SPY': 0.8001128312674496, 'IWM': 0.1000141039084312}",
2011-03-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",SELL,-1.980568935036672,101.6405426383914,201.30610128986828,1.0,0.10065305064493414,0.8,1044.277389455443,,,,,
2011-03-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",SELL,-4.059660063470915,66.99438602984597,271.97443344211945,1.0,0.1359872167210597,0.1,198.04069941391856,,,,,
2011-03-01,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",SELL,-419.5206210026052,30.49512679698595,12793.334531424733,2.097603105013026,6.396667265712367,0.0,0.0,,,,,
2011-03-01,candidate_80_20_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",BUY,551.7454601325378,24.008357357299122,13246.502177129403,2.758727300662689,6.623251088564702,0.1,552.6248576153868,,,,,
2011-03-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",,"{'SPY': 1044.277389455443, 'IWM': 198.04069941391856, 'VEA': 551.7454601325378}",,,,,,,132656.03777254018,0.999999999998181,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}","{'SPY': 0.8001212934706331, 'VEA': 0.09985600655314787, 'IWM': 0.10001516168382912}",
2011-04-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'GLD': 0.1}",SELL,-0.4210411232872957,101.95977738928754,42.92925920210824,1.0,0.021464629601054122,0.8,1043.8563483321557,,,,,
2011-04-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'GLD': 0.1}",SELL,-4.9913730413025235,68.9146155688415,343.9785543020426,1.0,0.1719892771510213,0.1,193.04932637261604,,,,,
2011-04-01,candidate_80_20_dc,FILL,VEA,,"{'SPY': 0.8, 'IWM': 0.1, 'GLD': 0.1}",SELL,-551.7454601325378,23.409367602564167,12916.01229928849,2.758727300662689,6.458006149644245,0.0,0.0,,,,,
2011-04-01,candidate_80_20_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.8, 'IWM': 0.1, 'GLD': 0.1}",BUY,95.81239995595912,138.64999389648438,13284.388669101252,1.0,6.642194334550627,0.1,95.95326865088296,,,,,
2011-04-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'GLD': 0.1}",,"{'SPY': 1043.8563483321557, 'IWM': 193.04932637261604, 'GLD': 95.81239995595912}",,,,,,,133020.14874623486,0.47906199977842334,"{'SPY': 0.8, 'IWM': 0.1, 'GLD': 0.1}","{'GLD': 0.09986749221310931, 'SPY': 0.8001145834333893, 'IWM': 0.10001432292917366}",
2011-05-02,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'IWM': 0.1, 'GLD': 0.1}",SELL,-5.040680013927911,151.4600067138672,763.4614287519776,1.0,0.38173071437598877,0.1,90.77171994203121,,,,,
2011-05-02,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'GLD': 0.1}",BUY,6.061857066700668,104.75700100181763,635.0219668092371,1.0,0.3175109834046186,0.8,1049.9182053988563,,,,,
2011-05-02,candidate_80_20_dc,PARTIAL_FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'GLD': 0.1}",BUY,1.773922850923179,70.54863668169055,125.14783871112807,1.0,0.06257391935556403,0.1,194.87669724760826,,,,,
2011-05-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'GLD': 0.1}",,"{'SPY': 1049.9182053988563, 'IWM': 194.82324922353922, 'GLD': 90.77171994203121}",,,,,,,137479.09130287604,0.008869614254592761,"{'SPY': 0.8, 'IWM': 0.1, 'GLD': 0.1}","{'GLD': 0.10000273628199131, 'SPY': 0.8000218902559306, 'IWM': 0.09997530894598215}",
2011-06-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'VEA': 0.1, 'IWM': 0.1}",SELL,-90.77171994203121,149.66000366210938,13584.895938940357,1.0,6.792447969470179,0.0,0.0,,,,,
2011-06-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'VEA': 0.1, 'IWM': 0.1}",BUY,0.14436793702157047,102.8004647697706,14.841091023670415,1.0,0.007420545511835208,0.8,1050.062573335878,,,,,
2011-06-01,candidate_80_20_dc,FILL,VEA,,"{'SPY': 0.8, 'VEA': 0.1, 'IWM': 0.1}",BUY,561.8446816678115,24.016183675494137,13493.365072033695,2.8092234083390575,6.746682536016847,0.1,561.8446816678115,,,,,
2011-06-01,candidate_80_20_dc,PARTIAL_FILL,IWM,,"{'SPY': 0.8, 'VEA': 0.1, 'IWM': 0.1}",BUY,0.8321986085587817,68.86583854857184,57.3100550173552,1.0,0.028655027508677596,0.1,195.9369893175217,,,,,
2011-06-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'VEA': 0.1, 'IWM': 0.1}",,"{'SPY': 1050.062573335878, 'IWM': 195.655447832098, 'VEA': 561.8446816678115}",,,,,,,134914.2662908501,0.004160993042788164,"{'SPY': 0.8, 'VEA': 0.1, 'IWM': 0.1}","{'SPY': 0.800114943689914, 'VEA': 0.10001436796123923, 'IWM': 0.09987065750708966}",
2011-07-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'VEA': 0.1}",SELL,-0.6811339159896761,101.45145022467462,69.10202357436432,1.0,0.034551011787182166,0.8,1049.3814394198882,,,,,
2011-07-01,candidate_80_20_dc,FILL,VEA,,"{'SPY': 0.8, 'GLD': 0.1, 'VEA': 0.1}",SELL,-2.3401185074307023,23.784718632734208,55.659060266493185,1.0,0.02782953013324659,0.1,559.5045631603808,,,,,
2011-07-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'GLD': 0.1, 'VEA': 0.1}",SELL,-195.655447832098,67.37810528526416,13182.893363666606,1.0,6.591446681833304,0.0,0.0,,,,,
2011-07-01,candidate_80_20_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'VEA': 0.1}",BUY,91.80644724336206,144.75999450683594,13289.900798641214,1.0,6.644950399320607,0.1,91.92911794337006,,,,,
2011-07-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'VEA': 0.1}",,"{'SPY': 1049.3814394198882, 'VEA': 559.5045631603808, 'GLD': 91.80644724336206}",,,,,,,133059.28730738215,0.4590322362164443,"{'SPY': 0.8, 'GLD': 0.1, 'VEA': 0.1}","{'GLD': 0.09987954292840924, 'SPY': 0.8001040064348646, 'VEA': 0.10001300080435807}",
2011-08-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-7.298165483794008,157.47000122070312,1149.242127641936,1.0,0.5746210638209679,0.1,84.50828175956805,,,,,
2011-08-01,candidate_80_20_dc,FILL,VEA,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-559.5045631603808,23.528228371963834,13164.151137193303,2.797522815801904,6.582075568596652,0.0,0.0,,,,,
2011-08-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,10.01412023408784,100.4914102995505,1006.3330652327519,1.0,0.5031665326163759,0.8,1059.395559653976,,,,,
2011-08-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,180.89425794312976,73.44906504266412,13286.514117509398,1.0,6.643257058754699,0.1,181.18023999500622,,,,,
2011-08-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",,"{'SPY': 1059.395559653976, 'GLD': 84.50828175956805, 'BIL': 180.89425794312976}",,,,,,,133055.09167534744,0.9044712897139107,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}","{'GLD': 0.10001510700777136, 'SPY': 0.8001208560621709, 'BIL': 0.09985723920981773}",
2011-09-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-12.49190464459295,177.44000244140625,2216.563590634387,1.0,1.1082817953171935,0.1,72.0163771149751,,,,,
2011-09-01,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-6.915377154385084,73.44906504266412,507.9279864069835,1.0,0.2539639932034917,0.1,173.97888078874468,,,,,
2011-09-01,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,28.954390772659085,93.92458944512508,2719.5292659557226,1.0,1.3597646329778614,0.8,1088.4124131151605,,,,,
2011-09-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",,"{'SPY': 1088.3499504266351, 'GLD': 72.0163771149751, 'BIL': 173.97888078874468}",,,,,,,127780.13930060265,0.14477195386325548,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}","{'GLD': 0.10000447801235217, 'SPY': 0.7999899109983348, 'BIL': 0.10000447801235217}",
2011-10-03,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-12.101785047119137,73.44908142089844,888.8649952640646,1.0,0.4444324976320323,0.1,161.87709574162554,,,,,
2011-10-03,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,6.913535784853821,86.84466621949917,600.4037076321933,1.0,0.30020185381609665,0.8,1095.263486211489,,,,,
2011-10-03,candidate_80_20_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,1.7673985945568202,161.08999633789062,284.7102331247512,1.0,0.1423551165623756,0.1,73.8079598708675,,,,,
2011-10-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",,"{'SPY': 1095.263486211489, 'GLD': 73.78377570953192, 'BIL': 161.87709574162554}",,,,,,,118893.35286358424,0.008836992972760527,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}","{'GLD': 0.09997050190418798, 'SPY': 0.8000261544611159, 'BIL': 0.10000326930763949}",
2011-11-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-15.316049233454805,94.20979758466738,1442.9218980805772,1.0,0.7214609490402886,0.8,1079.9474369780341,,,,,
2011-11-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,3.7490156982418767,164.02999877929688,614.9510404061799,1.0,0.30747552020308994,0.1,77.5327914077738,,,,,
2011-11-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,11.211616846718938,73.44908142089844,823.4829586345759,1.0,0.41174147931728794,0.1,173.14993508351833,,,,,
2011-11-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",,"{'SPY': 1079.9474369780341, 'GLD': 77.5327914077738, 'BIL': 173.08871258834446}",,,,,,,127172.59612177759,0.056058084233541194,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}","{'GLD': 0.10000349185129814, 'SPY': 0.8000279348103853, 'BIL': 0.09996813253514084}",
2011-12-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-1.2161157236926101,96.3868627654109,117.21757936641797,1.0,0.05860878968320899,0.8,1078.7313212543415,,,,,
2011-12-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-77.5327914077738,169.85000610351562,13168.945093832985,1.0,6.584472546916493,0.0,0.0,,,,,
2011-12-01,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,172.76582717070517,75.22865598281571,12996.940977811573,1.0,6.498470488905786,0.1,172.76582717070517,,,,,
2011-12-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,3.7046118824521392,73.41705322265625,271.9816877432735,1.0,0.13599084387163676,0.1,177.02891095880656,,,,,
2011-12-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1078.7313212543415, 'BIL': 176.7933244707966, 'IEF': 172.76582717070517}",,,,,,,129952.13223544636,0.018523059412189014,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.10001329531295267, 'SPY': 0.8001063625036213, 'BIL': 0.09988019964586944}",
2012-01-03,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-4.768197269086386,99.25896122807217,473.28630786004516,1.0,0.23664315393002258,0.8,1073.9631239852552,,,,,
2012-01-03,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,1.6817400412098493,76.38431549072266,128.45856188115405,1.0,0.06422928094057703,0.1,174.44756721191501,,,,,
2012-01-03,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,4.649281782478735,73.42025939225871,341.3514744572917,1.0,0.17067573722864585,0.1,181.49020612025964,,,,,
2012-01-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1073.9631239852552, 'BIL': 181.44260625327533, 'IEF': 174.44756721191501}",,,,,,,133247.10855686752,0.023246408912370953,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.10000260534596939, 'SPY': 0.8000208427677551, 'BIL': 0.09997637742538727}",
2012-02-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'IEF': 0.1}",SELL,-6.08929313611452,102.77845307141395,625.8481288282293,1.0,0.31292406441411463,0.8,1067.8738308491406,,,,,
2012-02-01,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'QQQ': 0.1, 'IEF': 0.1}",SELL,-181.44260625327533,73.40423583984375,13318.65586081133,1.0,6.659327930405665,0.0,0.0,,,,,
2012-02-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'IEF': 0.1}",BUY,255.13509185329818,53.77269920655793,13719.302551264931,1.275675459266491,6.859651275632465,0.1,255.13509185329818,,,,,
2012-02-01,candidate_80_20_dc,PARTIAL_FILL,IEF,,"{'SPY': 0.8, 'QQQ': 0.1, 'IEF': 0.1}",BUY,2.6760395301210576,77.35320177947273,207.00022574329955,1.0,0.10350011287164977,0.1,177.35920731991772,,,,,
2012-02-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'IEF': 0.1}",,"{'SPY': 1067.8738308491406, 'IEF': 177.12360674203606, 'QQQ': 255.13509185329818}",,,,,,,137174.8144338067,0.01338019765057652,"{'SPY': 0.8, 'QQQ': 0.1, 'IEF': 0.1}","{'IEF': 0.09988042009589235, 'SPY': 0.8001062065447963, 'QQQ': 0.10001327581809955}",
2012-03-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'IEF': 0.1}",SELL,-2.92124139879229,106.67855594819949,311.63381399925987,1.0,0.15581690699962994,0.8,1064.9525894503483,,,,,
2012-03-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'IEF': 0.1}",SELL,-6.443068949441027,57.10255754754291,367.9157154682431,1.0,0.18395785773412154,0.1,248.69202290385715,,,,,
2012-03-01,candidate_80_20_dc,PARTIAL_FILL,IEF,,"{'SPY': 0.8, 'QQQ': 0.1, 'IEF': 0.1}",BUY,8.853187969210214,76.33870994683308,675.8409484863307,1.0,0.33792047424316535,0.1,186.02555059383067,,,,,
2012-03-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'IEF': 0.1}",,"{'SPY': 1064.9525894503483, 'IEF': 185.97679471124627, 'QQQ': 248.69202290385715}",,,,,,,142005.82779958466,0.04426593984589999,"{'SPY': 0.8, 'QQQ': 0.1, 'IEF': 0.1}","{'IEF': 0.09997637990139636, 'SPY': 0.8000207185594899, 'QQQ': 0.10000258981993623}",
2012-04-02,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",SELL,-2.0274191791024805,109.7445995065594,222.49830584251913,1.0,0.11124915292125956,0.8,1062.9251702712459,,,,,
2012-04-02,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",SELL,-4.463123336411087,59.703365021225345,266.4634816885002,1.0,0.1332317408442501,0.1,244.22889956744606,,,,,
2012-04-02,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",SELL,-185.97679471124627,75.77440566182833,14092.281086136543,1.0,7.0461405430682715,0.0,0.0,,,,,
2012-04-02,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",BUY,198.37727377912847,73.40419339631423,14561.723769916722,1.0,7.280861884958361,0.1,198.6437894751061,,,,,
2012-04-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",,"{'SPY': 1062.9251702712459, 'QQQ': 244.22889956744606, 'BIL': 198.37727377912847}",,,,,,,145794.29991275235,0.9918863688944839,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}","{'SPY': 0.8001019051270615, 'QQQ': 0.10001273814088268, 'BIL': 0.09987855340456307}",
2012-05-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",SELL,-0.09537852966536775,109.08127778346406,10.404011889006346,1.0,0.005202005944503174,0.8,1062.8297917415805,,,,,
2012-05-01,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",SELL,-0.9518979733715014,73.40421113315409,69.87331981458318,1.0,0.03493665990729159,0.1,197.42537580575697,,,,,
2012-05-01,candidate_80_20_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",BUY,1.325042454661115,59.004420755030125,78.18336251310235,1.0,0.03909168125655117,0.1,245.606240740066,,,,,
2012-05-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",,"{'SPY': 1062.8297917415805, 'QQQ': 245.55394202210718, 'BIL': 197.42537580575697}",,,,,,,144915.46045653362,0.006625212273320358,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}","{'SPY': 0.8000169987679019, 'QQQ': 0.09998083066833638, 'BIL': 0.10000212484598775}",
2012-06-01,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-13.469607846459184,73.42023468017578,988.9417691369704,1.0,0.49447088456848526,0.1,183.9557679592978,,,,,
2012-06-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-245.55394202210718,53.91705904828512,13239.546391545133,1.2277697101105358,6.619773195772566,0.0,0.0,,,,,
2012-06-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,7.15397241823166,100.98153715406355,722.4191315508062,1.0,0.3612095657754031,0.8,1069.9837641598122,,,,,
2012-06-01,candidate_80_20_dc,PARTIAL_FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,168.4266736663344,80.07512474470191,13486.786904166927,1.0,6.743393452083463,0.1,168.66755683995635,,,,,
2012-06-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1069.9837641598122, 'BIL': 183.9557679592978, 'IEF': 168.4266736663344}",,,,,,,135042.3099266277,0.8421333683309058,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.09987082501398768, 'SPY': 0.8001092790359903, 'BIL': 0.10001365987949877}",
2012-07-02,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-13.144974410914529,107.05026911060696,1407.1730481404425,1.0,0.7035865240702213,0.8,1056.8387897488976,,,,,
2012-07-02,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,9.649793403396473,79.4145337609703,766.3338440204177,1.0,0.38316692201020885,0.1,178.07646706973088,,,,,
2012-07-02,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,8.683041160059597,73.38817596435547,637.2325525601949,1.0,0.3186162762800975,0.1,192.69942903352904,,,,,
2012-07-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1056.8387897488976, 'BIL': 192.63880911935738, 'IEF': 178.07646706973088}",,,,,,,141414.1906917122,0.04341520580021552,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.10000311522464672, 'SPY': 0.8000249217971738, 'BIL': 0.09997165597075987}",
2012-08-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-2.405532038748561,108.79149889641096,261.70143613879526,1.0,0.13085071806939763,0.8,1054.433257710149,,,,,
