asof,portfolio_id,event,symbol,target_weight,lookthrough_targets,side,shares,price,notional,commission,spread_bps_cost,theoretical_weight,theoretical_shares,nav,cash,theoretical_weights,final_weights,need
2021-02-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-139.93651671066024,307.97565699810855,43097.040671992385,1.0,21.54852033599619,0.0,0.0,,,,,
2021-02-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,5.350422932810488,347.0146573120808,1856.6751805039298,1.0,0.9283375902519648,0.8,985.348715593573,,,,,
2021-02-01,candidate_80_20_dc,PARTIAL_FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,218.98876354837898,194.94898773043806,42691.63777809674,1.0949438177418949,21.34581888904837,0.1,219.24353830667258,,,,,
2021-02-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",,"{'SPY': 985.348715593573, 'VWO': 953.1139848161173, 'IWM': 218.98876354837898}",,,,,,,427364.39051202475,0.999999999992724,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}","{'VWO': 0.10001138795891963, 'SPY': 0.800091103671357, 'IWM': 0.0998951684461776}",
2021-03-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-7.769770608988779,209.28665496472473,1626.1093005984937,1.0,0.813054650299247,0.1,211.2189929393902,,,,,
2021-03-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,2.3791590229753865,358.03639956573255,851.8255305804333,1.0,0.4259127652902167,0.8,987.7278746165484,,,,,
2021-03-01,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,16.911011221203246,45.5664625838677,770.5749600663245,1.0,0.3852874800331622,0.1,970.128335416434,,,,,
2021-03-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",,"{'SPY': 987.7278746165484, 'VWO': 970.0249960373205, 'IWM': 211.2189929393902}",,,,,,,442048.5407181322,0.08455505610606906,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}","{'VWO': 0.09999039385028768, 'SPY': 0.8000083687730549, 'IWM': 0.10000104609663187}",
2021-04-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",SELL,-8.569095179810574,371.14265609357545,3180.356745353551,1.0,1.5901783726767755,0.8,979.1587794367379,,,,,
2021-04-01,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",SELL,-970.0249960373205,44.94424173986362,43597.03791561158,4.850124980186603,21.79851895780579,0.0,0.0,,,,,
2021-04-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",BUY,6.476974880706933,208.66692765171732,1351.530448834464,1.0,0.6757652244172321,0.1,217.69596782009714,,,,,
2021-04-01,candidate_80_20_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",BUY,1080.5688103732923,41.983396083537734,45365.94836141911,5.402844051866461,22.682974180709557,0.1,1081.9979564492385,,,,,
2021-04-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",,"{'SPY': 979.1587794367379, 'IWM': 217.69596782009714, 'VEA': 1080.5688103732923}",,,,,,,454200.48726610024,1.0,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}","{'SPY': 0.8001039195816328, 'VEA': 0.09988088879975328, 'IWM': 0.1000129899477041}",
2021-05-03,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-4.977998503395611,390.7338109557142,1945.072326163609,1.0,0.9725361630818045,0.8,974.1807809333422,,,,,
2021-05-03,candidate_80_20_dc,FILL,VEA,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-1080.5688103732923,43.316882444962886,46806.872132633296,5.402844051866461,23.403436066316647,0.0,0.0,,,,,
2021-05-03,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,5.498986981074694,213.17986860018178,1172.2733220596135,1.0,0.5861366610298068,0.1,223.19495480117183,,,,,
2021-05-03,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,1054.8743996897417,45.046379634802804,47518.272675458815,5.274371998448709,23.759136337729405,0.1,1056.2596044894256,,,,,
2021-05-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",,"{'SPY': 974.1807809333422, 'IWM': 223.19495480117183, 'VWO': 1054.8743996897417}",,,,,,,475745.3129060947,1.0,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}","{'VWO': 0.09988174635960784, 'SPY': 0.8001032459336757, 'IWM': 0.10001290574170946}",
2021-06-01,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",SELL,-1054.8743996897417,46.90204146084584,49475.76283023313,5.274371998448709,24.737881415116565,0.0,0.0,,,,,
2021-06-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",BUY,2.511899881990871,393.65898211112926,988.831950709592,1.0,0.494415975354796,0.8,976.6926808153331,,,,,
2021-06-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",BUY,2.002910481352586,213.4144600365082,427.4500588793249,1.0,0.21372502943966246,0.1,225.19786528252442,,,,,
2021-06-01,candidate_80_20_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",BUY,1067.8520051205828,44.94763527606323,47997.42245497276,5.339260025602914,23.99871122748638,0.1,1069.25493466925,,,,,
2021-06-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",,"{'SPY': 976.6926808153331, 'IWM': 225.19786528252442, 'VEA': 1067.8520051205828}",,,,,,,480542.7498407711,1.000000000007276,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}","{'SPY': 0.8001033137895717, 'VEA': 0.09988169100642308, 'IWM': 0.10001291422369646}",
2021-07-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",SELL,-3.877903849784275,400.83506919032,1554.399857941688,1.0,0.7771999289708439,0.8,972.8147769655488,,,,,
2021-07-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",SELL,-0.457762180408821,216.88289776278518,99.28078817327595,1.0,0.04964039408663797,0.1,224.7401031021156,,,,,
2021-07-01,candidate_80_20_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",BUY,37.41508865960036,44.09562742063849,1649.841809443894,1.0,0.8249209047219469,0.1,1105.376828848128,,,,,
2021-07-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}",,"{'SPY': 972.8147769655488, 'IWM': 224.7401031021156, 'VEA': 1105.2670937801831}",,,,,,,487418.1962817116,0.1870754432979993,"{'SPY': 0.8, 'IWM': 0.1, 'VEA': 0.1}","{'SPY': 0.8000076349406129, 'VEA': 0.0999910268829074, 'IWM': 0.10000095436757661}",
2021-08-02,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-7.212941698672694,411.5553422417352,2968.5246893669237,1.0,1.484262344683462,0.8,965.6018352668762,,,,,
2021-08-02,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-224.7401031021156,209.04613910134682,46981.050854735884,1.123700515510578,23.490525427367942,0.0,0.0,,,,,
2021-08-02,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",BUY,139.7437393747527,355.47083858690587,49674.82422281335,1.0,24.837412111406678,0.1,139.7437393747527,,,,,
2021-08-02,candidate_80_20_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",BUY,4.9416595763485756,44.694975634464384,220.86735435871717,1.0,0.11043367717935858,0.1,1111.4185323441366,,,,,
2021-08-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",,"{'SPY': 965.6018352668762, 'VEA': 1110.2087533565318, 'QQQ': 139.7437393747527}",,,,,,,496694.19589405734,0.024708297881716135,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}","{'SPY': 0.8000870496728538, 'VEA': 0.09990201937254599, 'QQQ': 0.10001088120910673}",
2021-09-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-0.36209940201638346,422.97638055966155,153.1594944677077,1.0,0.07657974723385384,0.8,965.2397358648598,,,,,
2021-09-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-1.7371118904574985,369.79529288814643,642.3758003112124,1.0,0.3211879001556062,0.1,138.0066274842952,,,,,
2021-09-01,candidate_80_20_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",BUY,17.495076419264098,45.251526864740796,791.6789205870225,1.0,0.39583946029351125,0.1,1127.7895966605545,,,,,
2021-09-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",,"{'SPY': 965.2397358648598, 'VEA': 1127.7038297757958, 'QQQ': 138.0066274842952}",,,,,,,510338.218703495,0.08747538209638606,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}","{'SPY': 0.8000059468124764, 'VEA': 0.09999313842927954, 'QQQ': 0.10000074335155952}",
2021-10-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}",SELL,-0.954613364140755,404.0976283486504,385.7569964392057,1.0,0.19287849821960285,0.8,964.285122500719,,,,,
2021-10-01,candidate_80_20_dc,FILL,VEA,,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}",SELL,-1127.7038297757958,43.4054787460192,48948.52461513776,5.638519148878979,24.47426230756888,0.0,0.0,,,,,
2021-10-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}",BUY,1.7973501257405076,348.40329448757456,626.2027051556493,1.0,0.3131013525778246,0.1,139.8039776100357,,,,,
2021-10-01,candidate_80_20_dc,PARTIAL_FILL,SGOV,,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}",BUY,579.7961829030527,83.9041829035763,48647.32497709311,2.8989809145152634,24.323662488546553,0.1,580.5213124806847,,,,,
2021-10-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}",,"{'SPY': 964.285122500719, 'QQQ': 139.8039776100357, 'SGOV': 579.7961829030527}",,,,,,,487021.822413325,1.0,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}","{'SGOV': 0.09988736179424658, 'SPY': 0.8000982976974853, 'QQQ': 0.10001228721218566}",
2021-11-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-5.362198632596346,431.5887947913139,2314.2648452738886,1.0,1.1571324226369444,0.8,958.9229238681227,,,,,
2021-11-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-2.059257223942865,375.5682866192368,773.3917073045078,1.0,0.3866958536522539,0.1,137.74472038609284,,,,,
2021-11-01,candidate_80_20_dc,FILL,SGOV,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-579.7961829030527,83.89826202392578,48643.89207367231,2.8989809145152634,24.321946036836156,0.0,0.0,,,,,
2021-11-01,candidate_80_20_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",BUY,1147.2215544468766,45.0385655293797,51669.21315667249,5.736107772234383,25.834606578336246,0.1,1148.6278041538512,,,,,
2021-11-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",,"{'SPY': 958.9229238681227, 'QQQ': 137.74472038609284, 'VEA': 1147.2215544468766}",,,,,,,517263.15079292917,1.000000000007276,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}","{'SPY': 0.8000964081349815, 'VEA': 0.09988960759618602, 'QQQ': 0.1000120510168727}",
2021-12-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}",SELL,-1.3632650491845197,432.84521097923056,590.0827478348846,1.0,0.2950413739174423,0.8,957.5596588189381,,,,,
2021-12-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}",SELL,-3.8547855657930654,386.9550697583902,1491.6288175150912,1.0,0.7458144087575456,0.1,133.88993482029977,,,,,
2021-12-01,candidate_80_20_dc,FILL,VEA,,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}",SELL,-1147.2215544468766,43.34531312651342,49726.67750298532,5.736107772234383,24.863338751492662,0.0,0.0,,,,,
2021-12-01,candidate_80_20_dc,PARTIAL_FILL,SGOV,,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}",BUY,616.7311088790494,83.90332751079933,51745.792214377325,3.0836555443952474,25.872896107188662,0.1,617.4890866118145,,,,,
2021-12-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}",,"{'SPY': 957.5596588189381, 'QQQ': 133.88993482029977, 'SGOV': 616.7311088790494}",,,,,,,518031.293829396,0.999999999992724,"{'SPY': 0.8, 'QQQ': 0.1, 'SGOV': 0.1}","{'SGOV': 0.09988931717206034, 'SPY': 0.8000966688378925, 'QQQ': 0.10001208360473658}",
2022-01-03,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.9, 'VEA': 0.1}",SELL,-133.88993482029977,388.19835056295585,51975.85185422204,1.0,25.98792592711102,0.0,0.0,,,,,
2022-01-03,candidate_80_20_dc,FILL,SGOV,,"{'SPY': 0.9, 'VEA': 0.1}",SELL,-616.7311088790494,83.89827615030578,51742.67688321879,3.0836555443952474,25.871338441609392,0.0,0.0,,,,,
2022-01-03,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.9, 'VEA': 0.1}",BUY,112.53491335402657,448.15968997839184,50433.61188048573,1.0,25.216805940242864,0.9,1070.0945721729647,,,,,
2022-01-03,candidate_80_20_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.9, 'VEA': 0.1}",BUY,1187.229389588137,44.785141214088384,53170.235866220675,5.936146947940686,26.58511793311034,0.1,1189.8124112689536,,,,,
2022-01-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.9, 'VEA': 0.1}",,"{'SPY': 1070.0945721729647, 'VEA': 1187.229389588137}",,,,,,,532744.4875788164,1.0,"{'SPY': 0.9, 'VEA': 0.1}","{'SPY': 0.9001937380753202, 'VEA': 0.0998043848522308}",
2022-02-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'SGOV': 0.2}",SELL,-117.4424084337719,424.05336552481776,49801.848551681214,1.0,24.900924275840605,0.8,952.6521637391928,,,,,
2022-02-01,candidate_80_20_dc,FILL,VEA,,"{'SPY': 0.8, 'SGOV': 0.2}",SELL,-1187.229389588137,43.11802836864035,51190.990500344866,5.936146947940686,25.595495250172434,0.0,0.0,,,,,
2022-02-01,candidate_80_20_dc,PARTIAL_FILL,SGOV,,"{'SPY': 0.8, 'SGOV': 0.2}",BUY,1202.3236150873176,83.90333028804028,100878.95538978183,6.011618075436588,50.43947769489092,0.2,1203.692853493587,,,,,
2022-02-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'SGOV': 0.2}",,"{'SPY': 952.6521637391928, 'SGOV': 1202.3236150873176}",,,,,,,504855.31159788626,0.9999999999708962,"{'SPY': 0.8, 'SGOV': 0.2}","{'SGOV': 0.19981755776817736, 'SPY': 0.8001804614662904}",
2022-03-01,candidate_80_20_dc,FILL,SGOV,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",SELL,-617.4237420936515,83.92176818847656,51815.292158045166,3.087118710468258,25.907646079022584,0.1,584.8998729936661,,,,,
2022-03-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",BUY,6.6704395419405955,409.3374336179091,2730.4606032013844,1.0,1.3652303016006921,0.8,959.3226032811334,,,,,
2022-03-01,candidate_80_20_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",BUY,273.8206524798932,179.0500030517578,49027.5886621592,1.3691032623994661,24.5137943310796,0.1,274.1459409004011,,,,,
2022-03-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",,"{'SPY': 959.3226032811334, 'SGOV': 584.8998729936661, 'GLD': 273.8206524798932}",,,,,,,490801.0726557537,0.9999999999854481,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}","{'SGOV': 0.10001166315557847, 'GLD': 0.09989299411443421, 'SPY': 0.8000933052446277}",
2022-04-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",SELL,-8.137595280666801,427.85312988784034,3481.6956105938093,1.0,1.7408478052969047,0.8,951.1850080004666,,,,,
2022-04-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",BUY,9.503961735008772,179.5500030517578,1706.4363585246147,1.0,0.8532181792623073,0.1,283.324614214902,,,,,
2022-04-01,candidate_80_20_dc,PARTIAL_FILL,SGOV,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",BUY,21.083398956479787,83.9368896484375,1769.6749316240262,1.0,0.8848374658120131,0.1,606.0617156531811,,,,,
2022-04-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",,"{'SPY': 951.1850080004666, 'SGOV': 605.9832719501459, 'GLD': 283.324614214902}",,,,,,,508702.87456578715,0.10541699478244482,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}","{'SGOV': 0.09998833026036015, 'GLD': 0.10000127361251025, 'SPY': 0.800010188900082}",
2022-05-02,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",SELL,-12.59792521730543,173.61000061035156,2187.125804665559,1.0,1.0935629023327793,0.1,270.72668899759657,,,,,
2022-05-02,candidate_80_20_dc,FILL,SGOV,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",SELL,-46.16849698682404,83.95787811279297,3876.2090426706222,1.0,1.938104521335311,0.1,559.8147749633218,,,,,
2022-05-02,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",BUY,15.566603245753354,388.92901145512707,6054.303612085025,1.0,3.027151806042512,0.8,966.7751030711465,,,,,
2022-05-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",,"{'SPY': 966.7516112462199, 'SGOV': 559.8147749633218, 'GLD': 270.72668899759657}",,,,,,,469999.54760188225,0.07783301622748695,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}","{'SGOV': 0.10000192741020197, 'GLD': 0.10000192741020197, 'SPY': 0.7999959795772743}",
2022-06-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'SGOV': 0.2}",SELL,-2.154195776111351,391.8549734040455,844.1323285552205,1.0,0.4220661642776103,0.8,964.5974154701086,,,,,
2022-06-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'SGOV': 0.2}",SELL,-270.72668899759657,172.2100067138672,46621.84492989914,1.3536334449879828,23.31092246494957,0.0,0.0,,,,,
2022-06-01,candidate_80_20_dc,PARTIAL_FILL,SGOV,,"{'SPY': 0.8, 'SGOV': 0.2}",BUY,564.3728760188221,84.00906988882763,47412.44038482388,2.8218643800941106,23.70622019241194,0.2,1124.8258523896548,,,,,
2022-06-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'SGOV': 0.2}",,"{'SPY': 964.5974154701086, 'SGOV': 1124.187650982144}",,,,,,,472425.2535241663,0.999999999992724,"{'SPY': 0.8, 'SGOV': 0.2}","{'SGOV': 0.19990878606722245, 'SPY': 0.8000890971958069}",
2022-07-01,candidate_80_20_dc,FILL,SGOV,,"{'SPY': 0.8, 'SGOV': 0.2}",SELL,-80.21160757036364,84.06700567342337,6743.149668692169,1.0,3.3715748343460845,0.2,1043.9760434117804,,,,,
2022-07-01,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'SGOV': 0.2}",BUY,18.869153117630905,356.94850998659183,6735.316090047206,1.0,3.3676580450236027,0.8,983.4913160748359,,,,,
2022-07-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'SGOV': 0.2}",,"{'SPY': 983.4665685877395, 'SGOV': 1043.9760434117804}",,,,,,,438810.9605892017,0.09434576558669505,"{'SPY': 0.8, 'SGOV': 0.2}","{'SGOV': 0.20000398314247558, 'SPY': 0.7999958018543133}",
2022-08-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'SGOV': 0.2}",SELL,-15.488643395219924,387.8411758992656,6007.133667486489,1.0,3.0035668337432444,0.8,967.9779251925196,,,,,
2022-08-01,candidate_80_20_dc,PARTIAL_FILL,SGOV,,"{'SPY': 0.8, 'SGOV': 0.2}",BUY,71.2897400347327,84.14771270751953,5998.868563436441,1.0,2.9994342817182207,0.2,1115.3651260138472,,,,,
2022-08-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'SGOV': 0.2}",,"{'SPY': 967.9779251925196, 'SGOV': 1115.265783446513}",,,,,,,469269.1179378822,0.35644870017313224,"{'SPY': 0.8, 'SGOV': 0.2}","{'SGOV': 0.19998559707141553, 'SPY': 0.8000136433458919}",
2022-09-01,candidate_80_20_dc,FILL,SGOV,,"{'SPY': 0.8, 'SGOV': 0.2}",SELL,-37.07271449800078,84.31426239013672,3125.758577699063,1.0,1.5628792888495315,0.2,1078.1930689485123,,,,,
2022-09-01,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'SGOV': 0.2}",BUY,8.38000804893534,372.4280160542996,3120.9497721840503,1.0,1.5604748860920252,0.8,976.3718023758718,,,,,
2022-09-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'SGOV': 0.2}",,"{'SPY': 976.3579332414549, 'SGOV': 1078.1930689485123}",,,,,,,454530.1432585832,0.04190004024439986,"{'SPY': 0.8, 'SGOV': 0.2}","{'SGOV': 0.20000225435177446, 'SPY': 0.7999976534650318}",
2022-10-03,candidate_80_20_dc,FILL,SGOV,,"{'SPY': 0.8, 'SGOV': 0.2}",SELL,-68.3138662515114,84.4971694946289,5772.328335487368,1.0,2.8861641677436842,0.2,1009.8792026970009,,,,,
2022-10-03,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'SGOV': 0.2}",BUY,16.77288874898482,343.6806881754969,5764.517947942152,1.0,2.882258973971076,0.8,993.1536696157374,,,,,
2022-10-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'SGOV': 0.2}",,"{'SPY': 993.1308219904397, 'SGOV': 1009.8792026970009}",,,,,,,426651.9023738042,0.0838644437453695,"{'SPY': 0.8, 'SGOV': 0.2}","{'SGOV': 0.20000364157436004, 'SPY': 0.7999961618615481}",
2022-11-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'SGOV': 0.2}",SELL,-14.421390523707032,371.3404256632253,5355.245295728972,1.0,2.677622647864486,0.8,978.7094314667327,,,,,
2022-11-01,candidate_80_20_dc,PARTIAL_FILL,SGOV,,"{'SPY': 0.8, 'SGOV': 0.2}",BUY,63.161243403095234,84.66682434082031,5347.66190035766,1.0,2.67383095017883,0.2,1073.1310041182435,,,,,
2022-11-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'SGOV': 0.2}",,"{'SPY': 978.7094314667327, 'SGOV': 1073.0404461000962}",,,,,,,454285.6196482391,0.3158062170150515,"{'SPY': 0.8, 'SGOV': 0.2}","{'SGOV': 0.19998635887021846, 'SPY': 0.8000129459587186}",
2022-12-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'SGOV': 0.2}",SELL,-8.314379734934846,389.07270016589297,3234.898173675682,1.0,1.6174490868378408,0.8,970.3950517317978,,,,,
2022-12-01,candidate_80_20_dc,PARTIAL_FILL,SGOV,,"{'SPY': 0.8, 'SGOV': 0.2}",BUY,38.020514437124284,84.94865417480469,3229.7915324674395,1.0,1.6148957662337198,0.2,1111.1247925952796,,,,,
2022-12-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'SGOV': 0.2}",,"{'SPY': 970.3950517317978, 'SGOV': 1111.0609605372206}",,,,,,,471937.5464112868,0.19010257218587867,"{'SPY': 0.8, 'SGOV': 0.2}","{'SGOV': 0.19999072763231496, 'SPY': 0.8000088695546993}",
2023-01-03,candidate_80_20_dc,FILL,SGOV,,"{'SPY': 0.8, 'SGOV': 0.2}",SELL,-52.07552912755159,85.24363044606886,4439.107160232503,1.0,2.2195535801162514,0.2,1058.985431409669,,,,,
2023-01-03,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'SGOV': 0.2}",BUY,12.061111034881918,367.52841345608357,4432.801003167813,1.0,2.2164005015839066,0.8,982.4738382970579,,,,,
2023-01-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'SGOV': 0.2}",,"{'SPY': 982.4561627666798, 'SGOV': 1058.985431409669}",,,,,,,451352.3778602014,0.06030555517463654,"{'SPY': 0.8, 'SGOV': 0.2}","{'SGOV': 0.20000285185340652, 'SPY': 0.7999970145357871}",
2023-02-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'SGOV': 0.1}",SELL,-9.46161017835152,387.45528923844535,3665.9509083146067,1.0,1.8329754541573036,0.8,972.9945525883282,,,,,
